Document,Type,Description
SB 0694 of 2017 (PA 206 of 2017),Senate Bill,Retirement; fire and police; paying retiree health benefits from interest earned on a local unit of government retirement system subject to the protecting local government retirement and benefits act; provide for. Amends sec. 1 of 1966 PA 28 (MCL 38.571).  TIE BAR WITH: SB 0686'17Last Action: ASSIGNED PA 206'17 WITH IMMEDIATE EFFECT
SB 0695 of 2017,Senate Bill,Retirement; fire and police; retirement health benefits subject to the protecting local government retirement and benefits act; provide for. Amends sec. 9 of 1937 PA 345 (MCL 38.559) & adds sec. 2a.  TIE BAR WITH: SB 0686'17Last Action: referred to Committee on Michigan Competitiveness
SB 0696 of 2017 (PA 207 of 2017),Senate Bill,Retirement; other; retirement benefits for township employees subject to the protecting local government retirement and benefits act; provide for. Amends sec. 110b of 1846 RS 16 (MCL 41.110b).  TIE BAR WITH: SB 0686'17Last Action: ASSIGNED PA 207'17 WITH IMMEDIATE EFFECT
SB 0697 of 2017,Senate Bill,Retirement; municipal employees; retirement benefits under a retirement system established by a city; make subject to protecting local government retirement and benefits act. Amends secs. 4i & 4p of 1909 PA 279 (MCL 117.4i & 117.4p) & adds sec. 4u.  TIE BAR WITH: SB 0686'17Last Action: referred to Committee on Michigan Competitiveness
SB 0698 of 2017,Senate Bill,Retirement; reciprocal retirement system; making a reciprocal unit subject to the protecting local government retirement and benefits act; provide for. Amends 1961 PA 88 (MCL 38.1101 - 38.1106) by adding sec. 2a.  TIE BAR WITH: SB 0686'17Last Action: referred to Committee on Michigan Competitiveness
SB 0699 of 2017 (PA 208 of 2017),Senate Bill,Public employees and officers; ethics; members of the municipal stability board; exempt from the incompatible public offices act. Amends sec. 3 of 1978 PA 566 (MCL 15.183).  TIE BAR WITH: SB 0686'17Last Action: ASSIGNED PA 208'17 WITH IMMEDIATE EFFECT
SB 0700 of 2017,Senate Bill,State financing and management; bonds; issuance of certain bonds after a certain date; prohibit. Amends sec. 518 of 2001 PA 34 (MCL 141.2518).Last Action: REASSIGNED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0701 of 2017,Senate Bill,Civil rights; open meetings; financial management teams and the local government retirement stability board; exempt from the open meetings act. Amends sec. 3 of 1976 PA 267 (MCL 15.263).Last Action: REASSIGNED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0702 of 2017 (PA 07 of 2018),Senate Bill,Local government; other; educational instruction access act; clarify deed restriction language. Amends sec. 5 of 2017 PA 98 (MCL 123.1045) & repeals sec. 1260 of 1976 PA 451 (MCL 380.1260).Last Action: ASSIGNED PA 07'18 WITH IMMEDIATE EFFECT
SB 0703 of 2017 (PA 464 of 2018),Senate Bill,"Taxation; convention tourism assessments; convention and tourism promotion act; revise. Amends title & sec. 2 of 2007 PA 25 (MCL 141.1322) & adds secs. 1a, 7a & 7b.Last Action: ASSIGNED PA 464'18"
SB 0704 of 2017 (PA 465 of 2018),Senate Bill,"Taxation; convention tourism assessments; regional convention and tourism promotion act; revise. Amends title & sec. 2 of 2010 PA 254 (MCL 141.1432) & adds secs. 1a, 6a & 6b.Last Action: ASSIGNED PA 465'18"
SB 0705 of 2017 (PA 0466 of 2018),Senate Bill,"Taxation; convention tourism assessments; regional tourism marketing act; revise. Amends title & sec. 2 of 1989 PA 244 (MCL 141.892) & adds secs. 1a, 7a & 7b.Last Action: ASSIGNED PA 0466'18"
SB 0706 of 2017 (PA 625 of 2018),Senate Bill,"Taxation; convention tourism assessments; convention and tourism marketing act; revise. Amends title & secs. 2 & 7 of 1980 PA 383 (MCL 141.882 & 141.887) & adds secs. 1a, 7a & 7b.Last Action: ASSIGNED PA 625'18   12/31/18 ADDENDA"
SB 0707 of 2017 (PA 626 of 2018),Senate Bill,"Taxation; convention tourism assessments; community convention or tourism marketing act; revise. Amends title & sec. 2 of 1980 PA 395 (MCL 141.872) & adds secs. 1a, 7a & 7b.Last Action: ASSIGNED PA 626'18   12/31/18 ADDENDA"
SB 0708 of 2017,Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crimes involving the ownership of a dangerous animal or a vicious dog; modify. Amends sec. 12m, ch. XVII of 1927 PA 175 (MCL 777.12m).  TIE BAR WITH: SB 0709'17Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
SB 0709 of 2017,Senate Bill,"Animals; dangerous; dangerous animal statute; modify. Amends title & secs. 1, 2 & 3 of 1988 PA 426 (MCL 287.321 et seq.) & adds secs. 4, 5, 6, 7 & 8.Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
SB 0710 of 2017,Senate Bill,"Animals; animal shelters; adoption of certain seized animals used in fighting operations; allow, and make other revisions. Amends sec. 49 of 1931 PA 328 (MCL 750.49).Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
SB 0711 of 2017,Senate Bill,"State financing and management; authorities; port authority act; revise. Amends secs. 2, 8 & 9 of 1978 PA 639 (MCL 120.102 et seq.).Last Action: referred to Committee on Commerce and Trade"
SB 0712 of 2017 (PA 0105 of 2018),Senate Bill,"Civil rights; public records; maintenance, custody, and procedure for disclosing certain public records; modify. Amends sec. 5 of 1976 PA 442 (MCL 15.235).Last Action: ASSIGNED PA 0105'18 WITH IMMEDIATE EFFECT"
SB 0713 of 2017,Senate Bill,"Probate; guardians and conservators; visitation procedures for isolated adults; provide for. Amends secs. 5101, 5305, 5306, 5306a, 5310 & 5507 of 1998 PA 386 (MCL 700.5101 et seq.) & adds pt. 6 to art. V.Last Action: PLACED ON ORDER OF THIRD READING WITH SUBSTITUTE S-2"
SB 0714 of 2017,Senate Bill,Campaign finance; contributions and expenditures; acceptance of certain contributions by judge or justice; prohibit. Amends 1976 PA 388 (MCL 169.201 - 169.282) by adding sec. 30a.Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND GOVERNMENT REFORM
SB 0715 of 2017,Senate Bill,Aeronautics; unmanned aerial systems; local ordinances; allow Mackinac Island to regulate unmanned aerial systems. Amends sec. 5 of 2016 PA 436 (MCL 259.305).Last Action: referred to Committee on Communications and Technology
SB 0716 of 2017,Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guideline for wage and fringe benefit payment violations; enact. Amends sec. 14a, ch. XVII of 1927 PA 175 (MCL 777.14a).  TIE BAR WITH: SB 0717'17Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0717 of 2017,Senate Bill,Labor; fair employment practices; penalty for wage and fringe benefit payment violations with the intent to defraud; increase. Amends sec. 15 of 1978 PA 390 (MCL 408.485).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0718 of 2017,Senate Bill,Labor; hours and wages; employers who flagrantly and repeatedly violate act regarding the payment of wages and fringe benefits; increase penalty. Amends sec. 18 of 1978 PA 390 (MCL 408.488).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0719 of 2017,Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guideline for employer requiring nondisclosure of wages; enact. Amends sec. 14a, ch. XVII of 1927 PA 175 (MCL 777.14a).  TIE BAR WITH: SB 0720'17Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0720 of 2017,Senate Bill,Labor; fair employment practices; employer requiring nondisclosure of wages by employee; increase penalties. Amends sec. 14 of 1978 PA 390 (MCL 408.484).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0721 of 2017,Senate Bill,Natural resources; sand dunes; criteria for issuance of a variance to a public entity involving certain public land; provide for. Amends sec. 35317 of 1994 PA 451 (MCL 324.35317).Last Action: VETOED BY GOVERNOR 12/28/2018   12/31/18 ADDENDA
SB 0722 of 2017,Senate Bill,"Insurance; no-fault; rates based on nondriving factors; prohibit, prohibit excessive rates, provide for a premium reduction, and make catastrophic claims association operations open to the public. Amends secs. 134, 2027, 2105, 2106, 2108, 2109, 2110a, 2111, 2151 & 3104 of 1956 PA 218 (MCL 500.134 et seq.) & adds secs. 2027a, 2108a, 3181 & 3182.Last Action: REFERRED TO COMMITTEE ON INSURANCE"
SB 0723 of 2017,Senate Bill,Property tax; exemptions; exemption for disabled veterans; provide for reimbursement to local taxing units. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0724 of 2017,Senate Bill,"Labor; collective bargaining; requirement for agency fee for nonunion members; allow in bargaining agreements and as condition of employment in public sector. Amends secs. 9, 10 & 15 of 1947 PA 336 (MCL 423.209 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0725 of 2017,Senate Bill,"Labor; collective bargaining; requirement for agency fee for nonunion members; allow in bargaining agreements and as condition of employment in private sector. Amends secs. 1, 2, 8, 14, 17 & 22 of 1939 PA 176 (MCL 423.1 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0726 of 2017,Senate Bill,Transportation; carriers; motor carrier safety act; modify regulations. Amends sec. 1a of 1963 PA 181 (MCL 480.11a).Last Action: referred to Committee on Transportation and Infrastructure
SB 0727 of 2017 (PA 0106 of 2018),Senate Bill,Education; teachers; interim teaching certificate; modify certain criteria. Amends sec. 1531i of 1976 PA 451 (MCL 380.1531i).Last Action: ASSIGNED PA 0106'18 WITH IMMEDIATE EFFECT
SB 0728 of 2017,Senate Bill,Financial institutions; credit cards; credit card arrangements act; modify definitions and update title. Amends title & sec. 1 of 1984 PA 379 (MCL 493.101).Last Action: VETOED BY GOVERNOR 12/27/2018
SB 0729 of 2017 (PA 573 of 2018),Senate Bill,"Financial institutions; money transmitters; exemption from requirements of money transmission services act for certain gift cards and other stored value devices; clarify. Amends secs. 2, 3 & 4 of 2006 PA 250 (MCL 487.1002 et seq.).Last Action: ASSIGNED PA 573'18 WITH IMMEDIATE EFFECT   12/31/18 ADDENDA"
SB 0730 of 2017,Senate Bill,"Courts; district court; counties in which the probate judge has the power, authority, and title of a district judge; include Antrim County and Leelanau County. Amends sec. 8151 of 1961 PA 236 (MCL 600.8151).Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0731 of 2017 (PA 191 of 2018),Senate Bill,Property; recording; requirement that an instrument be filed; change to recorded. Amends secs. 3 & 4 of 1956 PA 55 (MCL 211.693 & 211.694).Last Action: ASSIGNED PA 191'18 WITH IMMEDIATE EFFECT
SB 0732 of 2017 (PA 192 of 2018),Senate Bill,Property; recording; recording waiver of mortgage priority; clarify recording fee. Amends sec. 1 of 1929 PA 236 (MCL 565.391).Last Action: ASSIGNED PA 192'18 WITH IMMEDIATE EFFECT
SB 0733 of 2017 (PA 193 of 2018),Senate Bill,Land use; other; certified survey map requirements; modify. Amends secs. 1 & 3 of 1970 PA 132 (MCL 54.211 & 54.213).Last Action: ASSIGNED PA 193'18 WITH IMMEDIATE EFFECT
SB 0734 of 2017 (PA 194 of 2018),Senate Bill,Property; recording; conveyance under a trust; require trust to be recorded separately. Amends sec. 4 of 1991 PA 133 (MCL 565.434).Last Action: ASSIGNED PA 194'18 WITH IMMEDIATE EFFECT
SB 0735 of 2017 (PA 195 of 2018),Senate Bill,Property; recording; death certificate for joint tenant; require to be recorded separately from deed. Amends sec. 48 of 1846 RS 65 (MCL 565.48).Last Action: ASSIGNED PA 195'18 WITH IMMEDIATE EFFECT
SB 0736 of 2017 (PA 196 of 2018),Senate Bill,Property; recording; recording requirements; remove exception for wills. Amends sec. 3 of 1937 PA 103 (MCL 565.203).Last Action: ASSIGNED PA 196'18 WITH IMMEDIATE EFFECT
SB 0737 of 2017 (PA 197 of 2018),Senate Bill,Property; recording; recording with register of deeds; require an English translation document to be included. Amends sec. 1 of 1937 PA 103 (MCL 565.201).Last Action: ASSIGNED PA 197'18 WITH IMMEDIATE EFFECT
SB 0738 of 2017 (PA 198 of 2018),Senate Bill,Property; recording; certificates of correction; provide for recording fee. Amends sec. 1 of 1917 PA 19 (MCL 322.381).Last Action: ASSIGNED PA 198'18 WITH IMMEDIATE EFFECT
SB 0739 of 2017 (PA 199 of 2018),Senate Bill,"Property; condemnation; prima facie evidence of ownership in fourth class cities; repeal. Repeals sec. 27, art. XXV of 1895 PA 215 (MCL 105.27).Last Action: ASSIGNED PA 199'18 WITH IMMEDIATE EFFECT"
SB 0740 of 2017 (PA 200 of 2018),Senate Bill,Property; condemnation; prima facie evidence of ownership in county department and board of public works; repeal. Repeals sec. 55 of 1957 PA 185 (MCL 123.785).Last Action: ASSIGNED PA 200'18 WITH IMMEDIATE EFFECT
HB 4001 of 2017,House Bill,Individual income tax; rate; annual rollback of rate until zero; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).Last Action: postponed for the day
HB 4002 of 2017,House Bill,"Local government; other; publication of legal notices; revise, and create the local government public notice act. Creates new act.Last Action: bill electronically reproduced 01/11/2017"
HB 4003 of 2017,House Bill,Weapons; concealed; permit requirement to carry and transport a concealed pistol; eliminate for certain individuals. Amends sec. 12a of 1927 PA 372 (MCL 28.432a).Last Action: bill electronically reproduced 01/11/2017
HB 4004 of 2017,House Bill,Weapons; firearms; 1927 PA 372; update references. Amends secs. 12 & 15 of 1927 PA 372 (MCL 28.432 & 28.435).  TIE BAR WITH: HB 4005'17Last Action: bill electronically reproduced 01/11/2017
HB 4005 of 2017,House Bill,Crimes; weapons; transportation and possession of a firearm; allow for certain individuals. Amends secs. 227 & 230 of 1931 PA 328 (MCL 750.227 & 750.230) & repeals sec. 231a of 1931 PA 328 (MCL 750.231a).Last Action: bill electronically reproduced 01/11/2017
HB 4006 of 2017,House Bill,Weapons; firearms; natural resources and environmental protection act; update references. Amends sec. 43510 of 1994 PA 451 (MCL 324.43510).  TIE BAR WITH: HB 4005'17Last Action: bill electronically reproduced 01/11/2017
HB 4007 of 2017,House Bill,Natural resources; gas and oil; setback for gas wells near certain residential areas; modify under certain circumstances. Amends sec. 61506b of 1994 PA 451 (MCL 324.61506b).Last Action: bill electronically reproduced 01/11/2017
HB 4008 of 2017,House Bill,"Natural resources; gas and oil; drilling impact study; establish, and allocate funding. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 61506d.Last Action: bill electronically reproduced 01/11/2017"
HB 4009 of 2017,House Bill,Children; child care; child care database; modify. Amends secs. 3 & 11b of 1973 PA 116 (MCL 722.113 & 722.121b).Last Action: bill electronically reproduced 01/11/2017
HB 4010 of 2017,House Bill,"Traffic control; violations; notification to law enforcement information network (LEIN) of expired, terminated, or canceled automobile insurance; require of secretary of state and make other revisions. Amends secs. 227a, 255, 328 & 907 of 1949 PA 300 (MCL 257.227a et seq.).  TIE BAR WITH: HB 4013'17Last Action: bill electronically reproduced 01/11/2017"
HB 4011 of 2017,House Bill,State; other; establishment of eastern daylight time as the time zone for the state; provide for. Creates new act.Last Action: bill electronically reproduced 01/11/2017
HB 4012 of 2017,House Bill,Criminal procedure; evidence; evidence obtained in violation of reasonable or probable cause requirements for issuance of a search warrant; allow to be used to revoke parole or probation or impeach a defendant's testimony. Amends sec. 3 of 1966 PA 189 (MCL 780.653).Last Action: bill electronically reproduced 01/11/2017
HB 4013 of 2017 (PA 59 of 2017),House Bill,Vehicles; registration; paperless registration; allow. Amends sec. 223 of 1949 PA 300 (MCL 257.223).Last Action: assigned PA 59'17 with immediate effect
HB 4014 of 2017,House Bill,Individual income tax; credit; credit for pay-to-play fees for students to participate in extracurricular activities at school; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 254.Last Action: bill electronically reproduced 01/11/2017
HB 4015 of 2017,House Bill,"Housing; condominium; co-owner approval of budgets; provide for, and require LARA to provide investigative, enforcement, and dispute resolution services in conflicts between a co-owner and an association. Amends sec. 107 of 1978 PA 59 (MCL 559.207); adds sec. 70 & repeals sec. 139 of 1978 PA 59 (MCL 559.239).Last Action: bill electronically reproduced 01/11/2017"
HB 4016 of 2017,House Bill,State agencies (proposed); boards and commissions; Michigan infrastructure council; establish. Creates new act.Last Action: bill electronically reproduced 01/11/2017
HB 4017 of 2017,House Bill,State financing and management; budget; disclosure of payments to local units of government; require. Amends sec. 492 of 1984 PA 431 (MCL 18.1492).Last Action: bill electronically reproduced 01/12/2017
HB 4018 of 2017,House Bill,State financing and management; purchasing; preprivatization cost-benefit analysis and process for public service workers to present alternative recommendations; provide for. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 280.Last Action: bill electronically reproduced 01/12/2017
HB 4019 of 2017,House Bill,Insurance; health insurers; reimbursement for dispensing of a 365-day supply of covered prescription contraception; require. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406u.Last Action: bill electronically reproduced 01/12/2017
HB 4020 of 2017,House Bill,Children; protection; mandatory reporting requirements for child abuse or child neglect; expand to include K-12 coaches and volunteers. Amends sec. 3 of 1975 PA 238 (MCL 722.623).Last Action: recommendation concurred in
HB 4021 of 2017,House Bill,Probate; guardians and conservators; guardianship petitions; allow probate judges to schedule certain hearings before minor turns 18 years of age. Amends secs. 5303 & 5306 of 1998 PA 386 (MCL 700.5303 & 700.5306).Last Action: bill electronically reproduced 01/12/2017
HB 4022 of 2017,House Bill,"Revenue sharing; cities and villages; increased revenue sharing payments for cities, villages, townships, and counties that participate in an incentive program; provide for. Amends 1971 PA 140 (MCL 141.901 - 141.921) by adding sec. 915.Last Action: bill electronically reproduced 01/12/2017"
HB 4023 of 2017,House Bill,Law enforcement; other; task force to review school policies and recommend improvements to policy and response efforts to school shootings; create. Creates new act.Last Action: bill electronically reproduced 01/12/2017
HB 4024 of 2017,House Bill,Traffic control; driver license; renewal of driver license; extend to 8 years. Amends secs. 307 & 314 of 1949 PA 300 (MCL 257.307 & 257.314).Last Action: bill electronically reproduced 01/12/2017
HB 4025 of 2017,House Bill,Crimes; animals; penalties for person engaged in cruel treatment of companion animal in presence of a child; provide for. Amends sec. 50 of 1931 PA 328 (MCL 750.50).Last Action: bill electronically reproduced 01/12/2017
HB 4026 of 2017,House Bill,Crimes; domestic violence; animal abuse crimes; include in definition of domestic violence under certain circumstances. Amends secs. 1 & 7 of 1978 PA 389 (MCL 400.1501 & 400.1507).Last Action: bill electronically reproduced 01/12/2017
HB 4027 of 2017,House Bill,Civil rights; open meetings; school board preventive security planning; provide exemption in open meetings act. Amends sec. 8 of 1976 PA 267 (MCL 15.268).Last Action: bill electronically reproduced 01/12/2017
HB 4028 of 2017,House Bill,Sales tax; collections; sales tax on higher education books; exempt. Amends sec. 4a of 1933 PA 167 (MCL 205.54a).Last Action: bill electronically reproduced 01/12/2017
HB 4029 of 2017,House Bill,State financing and management; other; state to collect city income tax for local municipalities; clarify enforcement. Amends sec. 13 of 1941 PA 122 (MCL 205.13).Last Action: bill electronically reproduced 01/12/2017
HB 4030 of 2017 (PA 254 of 2018),House Bill,Individual income tax; checkoff; donation to the Lions of Michigan Foundation; provide for. Amends sec. 435 of 1967 PA 281 (MCL 206.435).  TIE BAR WITH: HB 4031'17Last Action: assigned PA 254'18 with immediate effect
HB 4031 of 2017 (PA 255 of 2018),House Bill,Individual income tax; other; Lions of Michigan Foundation fund act; create. Creates new act.  TIE BAR WITH: HB 4030'17Last Action: assigned PA 255'18 with immediate effect
HB 4032 of 2017,House Bill,Higher education; financial aid; number of governing bodies authorized to establish promise zones; increase. Amends sec. 4 of 2008 PA 549 (MCL 390.1664).Last Action: bill electronically reproduced 01/12/2017
HB 4033 of 2017,House Bill,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends secs. 758, 759 & 759b of 1954 PA 116 (MCL 168.758 et seq.).Last Action: bill electronically reproduced 01/12/2017"
HB 4034 of 2017,House Bill,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends sec. 759 of 1954 PA 116 (MCL 168.759).  TIE BAR WITH: HB 4033'17, HB 4035'17Last Action: bill electronically reproduced 01/12/2017"
HB 4035 of 2017,House Bill,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends sec. 759b of 1954 PA 116 (MCL 168.759b).  TIE BAR WITH: HB 4033'17, HB 4034'17Last Action: bill electronically reproduced 01/12/2017"
HB 4036 of 2017,House Bill,Campaign finance; statements and reports; period when disclosure is required for issue ads; change. Amends sec. 47 of 1976 PA 388 (MCL 169.247).Last Action: bill electronically reproduced 01/12/2017
HB 4037 of 2017,House Bill,"Elections; registration; automatic voter registration when receiving driver license or identification card; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 493a.  TIE BAR WITH: HB 4038'17, HB 4039'17Last Action: bill electronically reproduced 01/12/2017"
HB 4038 of 2017,House Bill,Traffic control; driver license; declaration of United States citizenship on operator's or chauffeur's license application; require for automatic voter registration. Amends sec. 307 of 1949 PA 300 (MCL 257.307).  TIE BAR WITH: HB 4037'17Last Action: bill electronically reproduced 01/12/2017
HB 4039 of 2017,House Bill,State; identification cards; declaration of United States citizenship on personal identification card application; require for automatic voter registration. Amends sec. 1 of 1972 PA 222 (MCL 28.291).  TIE BAR WITH: HB 4037'17Last Action: bill electronically reproduced 01/12/2017
HB 4040 of 2017,House Bill,Vehicles; registration; vehicle registration fees; exempt senior citizens from increases. Amends sec. 801 of 1949 PA 300 (MCL 257.801).Last Action: bill electronically reproduced 01/12/2017
HB 4041 of 2017,House Bill,"Insurance; insurers; expired, terminated, or canceled automobile insurance; require notification to secretary of state, and increase fines for second offense of operating vehicle without insurance. Amends secs. 3101a & 3102 of 1956 PA 218 (MCL 500.3101a & 500.3102).  TIE BAR WITH: HB 4010'17Last Action: bill electronically reproduced 01/18/2017"
HB 4042 of 2017,House Bill,Traffic control; driver license; operating a motor vehicle without valid driver license; increase penalties and require police officers to take certain actions. Amends secs. 904 & 904a of 1949 PA 300 (MCL 257.904 & 257.904a).Last Action: bill electronically reproduced 01/18/2017
HB 4043 of 2017,House Bill,Law enforcement; communications; missing senior and vulnerable adult plan; establish. Amends title of 2012 PA 176 (MCL 28.711 - 28.718) & adds sec. 2a.Last Action: bill electronically reproduced 01/18/2017
HB 4044 of 2017,House Bill,Fireworks; use; sale and use of consumer fireworks in densely populated areas; prohibit unless a local unit of government allows by ordinance. Amends sec. 7 of 2011 PA 256 (MCL 28.457).Last Action: bill electronically reproduced 01/18/2017
HB 4045 of 2017,House Bill,Transportation; school vehicles; seat belts; require on new school buses. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 22.Last Action: bill electronically reproduced 01/18/2017
HB 4046 of 2017,House Bill,Education; financing; permissible use of sinking funds; expand to include school bus purchasing. Amends sec. 1212 of 1976 PA 451 (MCL 380.1212).Last Action: bill electronically reproduced 01/18/2017
HB 4047 of 2017,House Bill,Property tax; exemptions; eligible broadband equipment; exempt from personal property tax. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 9p.Last Action: recommendation concurred in
HB 4048 of 2017,House Bill,"Veterans; veterans' homes; employment preference at veterans' facilities; provide for veterans. Amends 1885 PA 152 (MCL 36.1 - 36.12) by adding sec. 11a.Last Action: REFERRED TO COMMITTEE ON VETERANS, MILITARY AFFAIRS AND HOMELAND SECURITY"
HB 4049 of 2017,House Bill,Insurance; no-fault; catastrophic claims association; require to disclose actuarial computation used in rate setting. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).Last Action: bill electronically reproduced 01/18/2017
HB 4050 of 2017,House Bill,Economic development; neighborhood enterprise zones; definition of rehabilitated facility; modify. Amends sec. 2 of 1992 PA 147 (MCL 207.772).Last Action: bill electronically reproduced 01/18/2017
HB 4051 of 2017,House Bill,Human services; medical services; annual lead screening test for certain children enrolled in Medicaid and MIChild; require. Amends sec. 111k of 1939 PA 280 (MCL 400.111k).Last Action: bill electronically reproduced 01/18/2017
HB 4052 of 2017,House Bill,Individual income tax; retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: bill electronically reproduced 01/18/2017
HB 4053 of 2017,House Bill,State; symbol; English; establish as official state language. Creates new act.Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 4054 of 2017 (PA 233 of 2017),House Bill,Transportation; school vehicles; enhanced rear lighting for school buses; allow. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 12.Last Action: assigned PA 233'17 with immediate effect
HB 4055 of 2017,House Bill,Individual income tax; retirement or pension benefits; limitations and restrictions for certain individuals born after 1952; modify. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: bill electronically reproduced 01/18/2017
HB 4056 of 2017,House Bill,Local government; other; distribution of local community stabilization act share revenues; modify. Amends secs. 13 & 16a of 2014 PA 86 (MCL 123.1353 & 123.1356a).Last Action: recommendation concurred in
HB 4057 of 2017 (PA 28 of 2017),House Bill,"Highways; name; portion of US-12 in the city of Jonesville; designate as the ""James Bondsteel Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 7a.Last Action: assigned PA 28'17 with immediate effect"
HB 4058 of 2017 (PA 44 of 2017),House Bill,Economic development; neighborhood enterprise zones; requirement to send report of assessed values and ad valorem taxes to the Michigan enterprise zone authority; eliminate. Amends sec. 13 of 1992 PA 147 (MCL 207.783) & repeals sec. 14 of 1992 PA 147 (MCL 207.784).Last Action: assigned PA 44'17 with immediate effect
HB 4059 of 2017,House Bill,"Vehicles; other; definition of certain mini campers; provide for, and exclude from dealer license requirement and certificate of title and registration requirements. Amends secs. 11, 40a & 216 of 1949 PA 300 (MCL 257.11 et seq.) & adds sec. 30d.Last Action: bill electronically reproduced 01/18/2017"
HB 4060 of 2017,House Bill,Gaming; casinos; sports betting; allow in casinos under the gaming control and revenue act. Amends 1996 IL 1 (MCL 432.201 - 432.226) by adding sec. 9e.Last Action: bill electronically reproduced 01/18/2017
HB 4061 of 2017,House Bill,Education; safety; school lockdown drills; require reporting of. Amends sec. 19 of 1941 PA 207 (MCL 29.19).Last Action: bill electronically reproduced 01/18/2017
HB 4062 of 2017,House Bill,Traffic control; traffic regulation; traveling in extreme left-hand lane; regulate. Amends sec. 634 of 1949 PA 300 (MCL 257.634).Last Action: bill electronically reproduced 01/18/2017
HB 4063 of 2017 (PA 29 of 2017),House Bill,"Crimes; other; aiming a beam of directed energy from a directed energy device at or into path of aircraft or moving train; prohibit and provide penalty.
 Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 43a.  TIE BAR WITH: HB 4064'17Last Action: assigned PA 29'17 with immediate effect"
HB 4064 of 2017 (PA 30 of 2017),House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of aiming beam of directed energy from a directed energy device at aircraft or into path of aircraft or path of moving train; enact.
 Amends sec. 16b, ch. XVII of 1927 PA 175 (MCL 777.16b).  TIE BAR WITH: HB 4063'17Last Action: assigned PA 30'17 with immediate effect"
HB 4065 of 2017 (PA 191 of 2017),House Bill,Corrections; other; prohibition against the department of corrections hiring a formerly convicted felon; modify. Amends sec. 5a of 1953 PA 232 (MCL 791.205a).Last Action: assigned PA 191'17 with immediate effect
HB 4066 of 2017 (PA 563 of 2018),House Bill,Health occupations; physicians; interstate medical licensure compact; create. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16189 & repeals sec. 16189.  TIE BAR WITH: HB 4067'17Last Action: assigned PA 563'18 with immediate effect
HB 4067 of 2017 (PA 524 of 2018),House Bill,"Health occupations; physicians; licensing process; modify to incorporate interstate medical licensure compact. Amends secs. 17001 & 17501 of 1978 PA 368 (MCL 333.17001 & 333.17501) & adds secs. 16189a, 16189b, 17011a, 17511a & 20189.  TIE BAR WITH: HB 4066'17Last Action: assigned PA 524'18 with immediate effect"
HB 4068 of 2017,House Bill,Property tax; exemptions; exemption of real property owned by qualified conservation clubs; create. Amends sec. 7o of 1893 PA 206 (MCL 211.7o).Last Action: bill electronically reproduced 01/24/2017
