Document,Type,Description
SR 0096 of 2017,Senate Resolution,"A resolution to urge the Governor to add woodworking vocational training to the career opportunities in vocational education and skilled trade opportunities identified by the state.Last Action: REFERRED TO COMMITTEE ON EDUCATION"
SR 0097 of 2017,Senate Resolution,"A resolution to designating September 2017, as Life Insurance Awareness Month.Last Action: ADOPTED"
HR 0097 of 2017,House Resolution,"A resolution to declare May 17, 2017, as Older Michiganians Day in the state of Michigan. 
Last Action: adopted"
HR 0098 of 2017,House Resolution,"A resolution to commemorate the bicentennial of the founding of the University of Michigan.
Last Action: adopted"
SR 0098 of 2017,Senate Resolution,"A resolution recognizing September 27, 2017, as ""Alpha Kappa Alpha Sorority, Incorporated Day"".Last Action: ADOPTED"
SR 0099 of 2017,Senate Resolution,"A resolution to urge the President and Congress of the United States to recognize the Republic of Nagorno-Karabakh, also known as Artsakh, to establish economic and cultural ties with the nation, and to support the peace and stability in South Caucasus.Last Action: ADOPTED"
HR 0099 of 2017,House Resolution,"A resolution to condemn hate crimes and any other form of bias, discrimination, or other action targeting people based on race, religion, ethnicity, or sexual orientation, and to urge the United States Congress to condemn and take action to investigate and prosecute acts of discrimination and violence.
Last Action: referred to Committee on Law and Justice"
HR 0100 of 2017,House Resolution,"A resolution to declare May 2017 as Foster Care Awareness Month in the state of Michigan.
Last Action: adopted"
SR 0100 of 2017,Senate Resolution,"A resolution to recognize September 24-30, 2017, as French Canadian and Métis Heritage week.Last Action: ADOPTED"
SR 0101 of 2017,Senate Resolution,A resolution recognizing the long standing contributions made by Michigan’s Manufacturing Community.Last Action: ADOPTED
HR 0101 of 2017,House Resolution,"A resolution to declare May 2017 as Jewish American Heritage Month in the state of Michigan.
Last Action: adopted"
HR 0102 of 2017,House Resolution,"A resolution to declare May 21-27, 2017, as Public Works Week in the state of Michigan. 
Last Action: adopted"
SR 0102 of 2017,Senate Resolution,"A resolution commemorating October 7-8, 2017, as Buy Nearby Weekend.Last Action: ADOPTED"
SR 0103 of 2017,Senate Resolution,"A resolution to congratulate the government and people of the Republic of China (Taiwan) on the celebration of their 106th National Day on October 10, 2017.
Last Action: ADOPTED"
HR 0103 of 2017,House Resolution,A resolution to urge the Governor to add woodworking vocational training to the career opportunities in vocational education and skilled trade opportunities identified by the state.Last Action: reported with recommendation without amendment
HR 0104 of 2017,House Resolution,A resolution to declare May 2017 as Bike Month in the state of Michigan.Last Action: adopted
SR 0104 of 2017,Senate Resolution,"A resolution recognizing October 8-14, 2017, as Fire Prevention Week.Last Action: ADOPTED"
SR 0105 of 2017,Senate Resolution,"A resolution to support scientifically-based state management of gray wolves and memorialize the Congress of the United States to enact legislation that removes the western Great Lakes gray wolf population from the endangered and threatened species list.Last Action: REPORTED FAVORABLY WITHOUT AMENDMENT"
HR 0105 of 2017,House Resolution,"A resolution to support the United Nations' efforts to eliminate female genital mutilation worldwide, and urge the state of Michigan to do everything it can to end female genital mutilation in the state.Last Action: adopted"
HR 0106 of 2017,House Resolution,"A resolution to declare May 21-27, 2017, as Invisible Illness Awareness Week in the state of Michigan.
Last Action: adopted"
SR 0106 of 2017,Senate Resolution,"A resolution recognizing October 15, 2017, as the Ronald McDonald House Charities Global Day of Change.
Last Action: ADOPTED"
SR 0107 of 2017,Senate Resolution,"A resolution commemorating the week of October 16-20, 2017, as Michigan School Bus Safety Week.
Last Action: ADOPTED"
HR 0107 of 2017,House Resolution,"A resolution to declare May 24, 2017, as Responsible Chemical Distribution Day in the state of Michigan. 
Last Action: adopted"
HR 0108 of 2017,House Resolution,"A resolution to declare May 2017 as Asthma and Air Quality Awareness Month in the state of Michigan.   
Last Action: adopted"
SR 0108 of 2017,Senate Resolution,"A resolution to urge the Congress of the United States to reauthorize and fully fund the Children's Health Insurance Program.Last Action: REFERRED TO COMMITTEE ON INSURANCE"
SR 0109 of 2017,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that requires reciprocity among states that allow the carrying of concealed firearms.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0109 of 2017,House Resolution,"A resolution to commemorate the 73rd anniversary of D-Day and all of the Allied forces who fought along the beaches of Normandy so that Europe might be free from the bonds of tyranny and oppression.
Last Action: adopted"
HR 0110 of 2017,House Resolution,"A resolution to declare May 2017 as Neurofibromatosis Awareness Month in the state of Michigan.
Last Action: adopted"
SR 0110 of 2017,Senate Resolution,"A resolution to declare November 8, 2017, as STEM Day.Last Action: ADOPTED"
SR 0111 of 2017,Senate Resolution,"A resolution to urge the United States Congress to ensure appropriate funding for the Victims of Crime Act, Violence Against Women Act, and similar programs.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0111 of 2017,House Resolution,"A resolution to extend best wishes to Muslims in Michigan, the United States, and worldwide, for a joyous and meaningful observance of Ramadan, a holy month of prayer, fasting, charity, and reflection.
Last Action: adopted"
HR 0112 of 2017,House Resolution,"A resolution to declare June 7, 2017, as Lansing Labor Holiday Remembrance Day in the state of Michigan.
Last Action: adopted"
SR 0112 of 2017,Senate Resolution,"A resolution to express support for the Thunder Bay National Marine Sanctuary and oppose any reduction in its boundaries.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SR 0113 of 2017,Senate Resolution,"A resolution recognizing December 3-9, 2017 as Cancer Screen Week.Last Action: ADOPTED"
HR 0113 of 2017,House Resolution,"A resolution to urge the United States Congress to continue full funding for the Facility for Rare Isotope Beams on the campus of Michigan State University.Last Action: adopted"
HR 0114 of 2017,House Resolution,A resolution to commemorate the 75th anniversary of the Montford Point Marines.Last Action: adopted
SR 0114 of 2017,Senate Resolution,"A resolution recognizing the 200th Anniversary of Macomb County on January 15, 2018.
Last Action: ADOPTED"
SR 0115 of 2017,Senate Resolution,"A resolution to support the city of Detroit’s efforts in the creation of the proposed Joe Louis
Greenway. 
Last Action: ADOPTED"
HR 0115 of 2017,House Resolution,"A resolution to declare June 4, 2017, as Childhood Cancer Survivors Day in the state of
Michigan.
Last Action: adopted"
HR 0116 of 2017,House Resolution,"A resolution to declare June 6, 2017, as Diabetes and Cardiovascular Disease Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0117 of 2017,House Resolution,"A resolution to declare June 10, 2017, as Alcoholics Anonymous Day in the state of Michigan.Last Action: adopted"
HR 0118 of 2017,House Resolution,"A resolution to encourage all of Michigan's public universities to enact welcoming policies and procedures for students from all over the world.Last Action: referred to Committee on Education Reform"
HR 0119 of 2017,House Resolution,"A resolution to urge the Governor to abandon his appeal to the Michigan Supreme Court of Public Act 75 of 2010 and immediately refund the unconstitutionally obtained contributions made by Michigan education professionals.Last Action: referred to Committee on Government Operations"
HR 0120 of 2017,House Resolution,"A resolution to declare June 19-25, 2017, as Pollinator Week in the state of Michigan.Last Action: adopted"
HR 0121 of 2017,House Resolution,"A resolution to declare July 22, 2017, as Fragile X Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0122 of 2017,House Resolution,"A resolution to declare June 27, 2017, as Post Traumatic Stress Injury Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0123 of 2017,House Resolution,"A resolution to declare June 2017 as Alzheimer’s Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0124 of 2017,House Resolution,"A resolution to declare July 2017 as Michigan Music Month in the state of Michigan.
Last Action: adopted"
HR 0125 of 2017,House Resolution,"A resolution to urge the U.S. Congress to propose, pass, and send to the states for ratification a constitutional amendment clarifying that free speech rights are held by natural persons, not corporate entities, and guaranteeing that the U.S. Congress and state legislatures may regulate all moneys raised and spent for political purposes.Last Action: referred to Committee on Elections and Ethics"
HR 0126 of 2017,House Resolution,"A resolution to declare August 19, 2017, as International Homeless Animals Day in the state of Michigan.
Last Action: adopted"
HR 0127 of 2017,House Resolution,"A resolution to declare July 2017 as Craft Beer Month in the state of Michigan.
Last Action: adopted"
HR 0128 of 2017,House Resolution,"A resolution to declare July 9-15, 2017, as Sarcoma Awareness Week and July 15, 2017, as Leiomyosarcoma Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0129 of 2017,House Resolution,"A resolution to declare August 26, 2017, as Women’s Equality Day in the state of Michigan. 
Last Action: adopted"
HR 0130 of 2017,House Resolution,"A resolution to declare August 2017 as Breastfeeding Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0131 of 2017,House Resolution,"A resolution to support President Donald J. Trump's decision to withdraw the United States from the Paris Climate Agreement.Last Action: referred to Committee on Natural Resources"
HR 0132 of 2017,House Resolution,"A resolution to declare June 2017 as  Elder Abuse Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0133 of 2017,House Resolution,"A resolution to declare June 2017 as Lesbian, Gay, Bisexual, and Transgender Pride Month in the state of Michigan.
Last Action: referred to Committee on Families, Children, and Seniors"
HR 0134 of 2017,House Resolution,"A resolution to memorialize the President and Congress of the United States to maintain the U.S. Surface Transportation Board's statutory authority to encourage more competition in the rail sector and to provide a reasonable and cost-effective method that rail shippers can use to challenge unreasonable rail rates.Last Action: referred to Committee on Transportation and Infrastructure"
HR 0135 of 2017,House Resolution,"A resolution to declare July 2-8, 2017, as Aquatic Invasive Species Awareness Week in the state of Michigan.
Last Action: adopted"
HR 0136 of 2017,House Resolution,A resolution to commemorate the centennial of Selfridge Air National Guard Base.Last Action: adopted
HR 0137 of 2017,House Resolution,"A resolution to urge the Congress of the United States to normalize trade relations with the Republic of Cuba by dissolving the current U.S. trade embargo and other trade barriers that have been levied against the island nation.Last Action: referred to Committee on Commerce and Trade"
HR 0138 of 2017,House Resolution,"A resolution to declare August 2017 as Meningococcal Immunization Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0139 of 2017,House Resolution,"A resolution calling on the Governor, the Michigan Department of Insurance and Financial Services, and the Michigan Department of Health and Human Services to adopt a healthcare bill of rights and urging the Governor not to make cuts to the Medicaid program.Last Action: referred to Committee on Health Policy"
HR 0140 of 2017,House Resolution,"A resolution to declare September 15, 2017, as POW/MIA Recognition Day in the state of Michigan. 
Last Action: adopted"
HR 0141 of 2017,House Resolution,"A resolution to declare September 2017 as Hydrocephalus Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0142 of 2017,House Resolution,"A resolution to express support for the reinstatement of the real-time water quality monitoring network between Lake Huron and Lake Erie and the establishment of similar networks across the state.Last Action: referred to Committee on Natural Resources"
HR 0143 of 2017,House Resolution,"A resolution to declare September 11-17, 2017, as Patriot Week in the state of Michigan.
Last Action: adopted"
HR 0144 of 2017,House Resolution,"A resolution to declare September 11, 2017, as Patriot Day in the state of Michigan.Last Action: adopted"
HR 0145 of 2017,House Resolution,"A resolution pledging opposition to all forms of hate, bigotry, and extremism and pledging support for inclusivity and diversity by forming a Legislators Compact.Last Action: adopted"
HR 0146 of 2017,House Resolution,"A resolution to declare September 18-22, 2017, as SepticSmart Week in the state of Michigan. 
Last Action: adopted"
HR 0147 of 2017,House Resolution,"A resolution to declare September 15-October 15, 2017, as Hispanic Heritage Month in the state of Michigan.
Last Action: adopted"
HR 0148 of 2017,House Resolution,A resolution to declare September 2017 as Family Meals Month in the state of Michigan.Last Action: adopted
HR 0149 of 2017,House Resolution,"A resolution to declare September 15-24, 2017, as Welcoming Week in the state of Michigan. 
Last Action: referred to Committee on Commerce and Trade"
HR 0150 of 2017,House Resolution,"A resolution to declare  September 17-23, 2017, as Independent Colleges and Universities Week in the state of Michigan.
Last Action: adopted"
HR 0151 of 2017,House Resolution,"A resolution to declare September 24-30, 2017, as Rail Safety Week in the state of Michigan. 
Last Action: adopted"
HR 0152 of 2017,House Resolution,"A resolution to declare September 21, 2017, as Maltese American Heritage Day in the state of Michigan. 
Last Action: adopted"
HR 0153 of 2017,House Resolution,"A resolution to declare September 24-30, 2017, as French-Canadian and Métis Heritage Week in the state of Michigan. 
Last Action: adopted"
HR 0154 of 2017,House Resolution,"A resolution to encourage the Natural Resources Commission to add Sandhill cranes to the game species list and seek U.S. Fish and Wildlife Service approval to establish a Sandhill crane hunting season.Last Action: adopted"
HR 0155 of 2017,House Resolution,A resolution to declare October 2017 as 1001 Inventions Month in the state of Michigan.Last Action: adopted
HR 0156 of 2017,House Resolution,"A resolution to declare September 26, 2017, as Youth Consent Day in the state of Michigan.Last Action: adopted"
SR 0156 of 2017,Senate Resolution,"A resolution to commemorate the week of April 8-14, 2018, as Crime Victims' Rights Week.Last Action: ADOPTED"
HR 0157 of 2017,House Resolution,"A resolution to declare September 24-30, 2017, as Arteriovenous Malformation Awareness Week in the state of Michigan.
Last Action: adopted"
HR 0158 of 2017,House Resolution,"A resolution to declare September 27, 2017, as Alpha Kappa Alpha Day in the state of Michigan. 
Last Action: adopted"
HR 0159 of 2017,House Resolution,"A resolution to declare September 23-30, 2017, as Trails Week in the state of Michigan.Last Action: adopted"
HR 0160 of 2017,House Resolution,"A resolution to declare September 2017 as Suicide Prevention Month in the state of Michigan.
Last Action: adopted"
HR 0161 of 2017,House Resolution,"A resolution to declare September 2017 as Leukodystrophy Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0162 of 2017,House Resolution,"A resolution to declare September 2017 as Life Insurance Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0163 of 2017,House Resolution,"A resolution to declare October 1-7, 2017, as Free Speech Week in the state of Michigan.Last Action: adopted"
HR 0164 of 2017,House Resolution,"A resolution to urge Michigan institutions of higher learning to improve policies, training, and victims' services regarding cases of sexual assault and stalking.Last Action: adopted"
HR 0165 of 2017,House Resolution,"A resolution to declare October 2017 as Italian-American Heritage Month in the state of Michigan.
Last Action: adopted"
HR 0166 of 2017,House Resolution,"A resolution to declare October 2017 as Filipino-American Heritage Month in the state of Michigan.
Last Action: adopted"
HR 0167 of 2017,House Resolution,"A resolution to declare October 2017 as Domestic Violence Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0168 of 2017,House Resolution,"A resolution to declare October 2017 as Breast Cancer Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0169 of 2017,House Resolution,"A resolution to declare October 7-8, 2017, as Buy Nearby Weekend in the state of Michigan. 
Last Action: adopted"
HR 0170 of 2017,House Resolution,"A resolution to declare October 2017 as Disability Employment Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0171 of 2017,House Resolution,"A resolution to declare September 2017 as Fetal Alcohol Spectrum Disorders Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0172 of 2017,House Resolution,"A resolution to congratulate the government and people of the Republic of China (Taiwan) on the celebration of their 106th National Day and declare October 10, 2017, as Taiwan Day in the state of Michigan.Last Action: adopted"
HR 0173 of 2017,House Resolution,"A resolution to declare October 15, 2017, as Pregnancy Loss Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0174 of 2017,House Resolution,"A resolution to declare October 11, 2017, as National Coming Out Day in the state of Michigan. 
Last Action: referred to Committee on Families, Children, and Seniors"
HR 0175 of 2017,House Resolution,"A resolution to declare October 11, 2017, as International Day Of The Girl Child in the state of Michigan. 
Last Action: adopted"
HR 0176 of 2017,House Resolution,"A resolution to declare October 8-14, 2017, as Fire Prevention Week in Michigan.
Last Action: adopted"
HR 0177 of 2017,House Resolution,"A resolution of tribute offered as a memorial for John Kivela, member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0178 of 2017,House Resolution,"A resolution to declare October 16-20, 2017, as School Bus Safety Week in the state of Michigan. 
Last Action: adopted"
HR 0179 of 2017,House Resolution,"A resolution to declare October 15, 2017, as Ronald McDonald House Charities Global Day of Change in the state of Michigan.
Last Action: adopted"
HR 0180 of 2017,House Resolution,"A resolution to declare October 16-20, 2017, as Credit Union Week in the state of Michigan.
Last Action: adopted"
HR 0181 of 2017,House Resolution,"A resolution to declare October 2017 as Michigan Manufacturing Month in the state of Michigan. 
Last Action: adopted"
HR 0182 of 2017,House Resolution,"A resolution to declare October 18, 2017, as American Middle East Christian Day in the state of Michigan.Last Action: adopted"
HR 0183 of 2017,House Resolution,"A resolution to urge Congress to condemn the violence against the Rohingya people in Myanmar and pursue policies that will permanently ensure their safety and protect their human rights.Last Action: referred to Committee on Military and Veterans Affairs"
HR 0184 of 2017,House Resolution,"A resolution to recognize the historic, cultural, and religious significance of the Diwali Festival.  
Last Action: adopted"
HR 0185 of 2017,House Resolution,"A resolution to declare October 22-28, 2017, as Respiratory Care Week in the state of Michigan.
Last Action: adopted"
HR 0186 of 2017,House Resolution,A resolution to declare October 2017 as School Library Month in the state of Michigan.Last Action: adopted
HR 0187 of 2017,House Resolution,"A resolution to encourage the Michigan Department of Natural Resources to establish a Water Trails Grant Program to support Michigan's water trails.Last Action: referred to Committee on Appropriations"
HR 0188 of 2017,House Resolution,"A resolution of tribute offered as a memorial for Harold B. Clark, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0189 of 2017,House Resolution,"A resolution of tribute offered as a memorial for Alvin H. Kukuk, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0190 of 2017,House Resolution,"A resolution to declare November 2017 as Diabetes Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0191 of 2017,House Resolution,"A resolution of support for the initiative to bring the first Fisher House to Michigan.Last Action: adopted"
HR 0192 of 2017,House Resolution,"A resolution to declare November 2017 as Epilepsy Awareness Month in the state of Michigan. 
Last Action: adopted"
HR 0193 of 2017,House Resolution,"A resolution to declare November 2017 as Family Caregivers Month in the state of Michigan. 
 
Last Action: adopted"
HR 0194 of 2017,House Resolution,"A resolution to declare November 11-19, 2017, as Homeless Awareness Week in the state of Michigan. 
 
Last Action: adopted"
HR 0195 of 2017,House Resolution,"A resolution to declare November 14-20, 2017, as Transgender Awareness Week and  November 20, 2017, as Transgender Day of Remembrance in the state of Michigan.
Last Action: referred to Committee on Families, Children, and Seniors"
HR 0196 of 2017,House Resolution,"A resolution of tribute offered as a memorial for Gary M. Vanek, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0197 of 2017,House Resolution,"A resolution to declare November 8, 2017, as Aicardi Syndrome Awareness Day in the state of Michigan. 
Last Action: adopted"
HR 0198 of 2017,House Resolution,"A resolution to declare November 2017 as American Indian Heritage Month in the state of Michigan.
Last Action: adopted"
HR 0199 of 2017,House Resolution,"A resolution to declare November 16, 2017, as Dutch-American Heritage Day in the state of Michigan. 	Last Action: adopted"
HR 0200 of 2017,House Resolution,"A resolution to urge the United States Congress to ensure appropriate funding for the Victims of Crime Act, Violence Against Women Act, and similar programs.Last Action: referred to Committee on Law and Justice"
HR 0201 of 2017,House Resolution,"A resolution to declare November 25, 2017, as Holodomor Memorial Day in the state of Michigan.
Last Action: adopted"
HR 0202 of 2017,House Resolution,"A resolution to declare November 13-19, 2017, as Apprenticeship Week in the state of Michigan.
Last Action: adopted"
HR 0203 of 2017,House Resolution,"A resolution to urge the continued work on Route 1 of the Great Lake to Lake Trails and to encourage continued commitment of state resources to the effort.Last Action: referred to Committee on Appropriations"
HR 0204 of 2017,House Resolution,"A resolution to condemn state-sanctioned, forced organ harvesting from prisoners of conscience in the People’s Republic of China, urge action by the President of the United States and the U.S. medical community, and demand an end to the persecution of Falun Gong practitioners.Last Action: referred to Committee on Health Policy"
HR 0205 of 2017,House Resolution,"A resolution to declare December 3-9, 2017, as Cancer Screen Week in the state of Michigan. 
Last Action: adopted"
HR 0206 of 2017,House Resolution,"A resolution of tribute offered as a memorial for Thaddeus C. Stopczynski, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0207 of 2017,House Resolution,"A resolution of tribute offered as a memorial for Steve Andrews, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0208 of 2017,House Resolution,"A resolution to declare December 6, 2017, as Alpha Phi Alpha Fraternity Day in the state of Michigan.
Last Action: adopted"
HR 0209 of 2017,House Resolution,"A resolution to declare December 1-7, 2017, as Crohn’s and Colitis Awareness Week in the state of Michigan.
Last Action: adopted"
HR 0210 of 2017,House Resolution,"A resolution to condemn the slave trade taking place in Libya.Last Action: referred to Committee on Military and Veterans Affairs"
HR 0211 of 2017,House Resolution,"A resolution to declare December 7, 2017, as Pearl Harbor Remembrance Day in the state of Michigan. 
Last Action: adopted"
HR 0212 of 2017,House Resolution,"A resolution of tribute for the Honorable Andy Schor.Last Action: adopted"
HR 0213 of 2017,House Resolution,"A resolution to urge the Congress of the United States to discontinue the practice of taxing state and local income tax refundsLast Action: referred to Committee on Tax Policy"
HR 0214 of 2017,House Resolution,"A resolution to commemorate the bicentennial of Macomb County.
Last Action: adopted"
HR 0215 of 2017,House Resolution,"A resolution to urge the Congress of the United States to lift the existing prohibition against publicly funded scientific research on the causes of gun violence and its effects on public health and to appropriate funds for the purpose of conducting such research.Last Action: referred to Committee on Judiciary"
HR 0216 of 2017,House Resolution,"A resolution to declare December 14, 2017, as Frostbitten Convention Day in the state of Michigan.
Last Action: adopted"
SR 0116 of 2018,Senate Resolution,"A resolution to honor the work of PlanetM and recognize January 14-21, 2018, as AutoMobili-D Week at the North American International Auto Show in the state of Michigan.Last Action: ADOPTED"
SR 0117 of 2018,Senate Resolution,"A resolution designating January 11, 2018, as Human Trafficking Awareness Day.
Last Action: ADOPTED"
SR 0118 of 2018,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that provides the National Oceanic and Atmospheric Administration and regional management councils additional tools to manage our nation's important saltwater recreational fisheries.Last Action: ADOPTED"
SR 0119 of 2018,Senate Resolution,"A resolution to recognize January 2018 as School Board Recognition Month.
Last Action: ADOPTED"
SR 0120 of 2018,Senate Resolution,"A resolution to recognize Wednesday, January 31, 2018, as Michigan Aerospace Day.
Last Action: ADOPTED"
SR 0121 of 2018,Senate Resolution,"A resolution to recognize the 45th anniversary of the U.S. Supreme Court issuing its ruling in Roe v. Wade.
Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0122 of 2018,Senate Resolution,"A resolution recognizing January 21-27, 2018, as Michigan School Choice Week.Last Action: ADOPTED"
SR 0123 of 2018,Senate Resolution,"A resolution recognizing January 28-February 3, 2018, as Catholic Schools Week.Last Action: ADOPTED"
SR 0124 of 2018,Senate Resolution,A resolution to memorialize Michael Quinn.Last Action: ADOPTED
SR 0125 of 2018,Senate Resolution,"A resolution proclaiming February 2018, American Heart Month and February 2, 2018, as “Go Red for Women Day”.Last Action: ADOPTED"
SR 0126 of 2018,Senate Resolution,"A resolution to commemorate February 1, 2018, as Blue Star Mother's Day.Last Action: ADOPTED"
SR 0127 of 2018,Senate Resolution,"A resolution recognizing February 2018 as School-Based Health Center Awareness Month.
Last Action: ADOPTED"
SR 0128 of 2018,Senate Resolution,"A resolution to designate February 15, 2018, as Conductive Education Day.Last Action: ADOPTED"
SR 0129 of 2018,Senate Resolution,"A resolution recognizing February 4, 2018, as Cancer Prevention Day.
Last Action: ADOPTED"
SR 0130 of 2018,Senate Resolution,"A resolution recognizing February 2018, as the Bicentennial of Frederick Douglass.Last Action: ADOPTED"
SR 0131 of 2018,Senate Resolution,"A resolution to urge the Governor to issue an executive order requiring internet service providers with state contracts to abide by net neutrality principles.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0132 of 2018,Senate Resolution,"A resolution to support the designation of the Flint River Water Trail and the Shiawassee River Water Trail as national water trails by the National Park Service.Last Action: ADOPTED"
SR 0133 of 2018,Senate Resolution,"A resolution commemorating February 2018, as the County Road Association’s 100th Anniversary.	Last Action: ADOPTED"
SR 0134 of 2018,Senate Resolution,A resolution honoring the memory of William Webb Ferguson.Last Action: ADOPTED
SR 0135 of 2018,Senate Resolution,"A resolution to urge the United States Congress to pass legislation that regulates political advertisements on the internet, including social and digital media, like traditional political advertisements in order to encourage transparency.Last Action: REFERRED TO COMMITTEE ON ELECTIONS AND GOVERNMENT REFORM"
SR 0136 of 2018,Senate Resolution,"A resolution commemorating March 2018 as Problem Gambling Awareness Month. 
Last Action: ADOPTED"
SR 0137 of 2018,Senate Resolution,"A resolution recognizing March 2018 as National Kidney Month and March 8th, 2018 as World Kidney Day.Last Action: ADOPTED"
SR 0138 of 2018,Senate Resolution,"A resolution recognizing June 15-17, 2018, as the sesquicentennial of the city of Essexville.
Last Action: ADOPTED"
SR 0139 of 2018,Senate Resolution,"A resolution recognizing March 12-18, 2018, as Aviation Week.Last Action: ADOPTED"
SR 0140 of 2018,Senate Resolution,"A resolution to recognize March 19, 2018, as Celebrating Women in Public Office Day.
Last Action: ADOPTED"
SR 0141 of 2018,Senate Resolution,"A resolution to urge the Congress of the United States to lift the existing prohibition against publicly funded scientific research on the causes of gun violence and its effects on public health and to appropriate funds for the purpose of conducting such research.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0142 of 2018,Senate Resolution,"A resolution to declare March 14, 2018, as Hunger Solutions Day.Last Action: ADOPTED"
SR 0143 of 2018,Senate Resolution,"A resolution to call on the President and Congress of the United States to approve a federal infrastructure investment plan that prioritizes American workers, American materials, and independent American funding, without increasing the tax burden on middle-class families.
Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION"
SR 0144 of 2018,Senate Resolution,"A resolution to declare March 27, 2018, as Education Day.Last Action: ADOPTED"
SR 0145 of 2018,Senate Resolution,"A resolution to urge the United States Congress to repeal the rule on payday and certain other loans submitted by the Consumer Financial Protection Bureau.Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS"
SR 0146 of 2018,Senate Resolution,"A resolution recognizing March 26-30, 2018, as Lewis College of Business Week.
Last Action: ADOPTED"
SR 0147 of 2018,Senate Resolution,"A resolution to urge the Governor of Michigan and the Congress of the United States to demand Wendell Brown be released from detention in China.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0148 of 2018,Senate Resolution,A resolution to commemorate the 50th anniversary of the Fair Housing Act.Last Action: ADOPTED
SR 0149 of 2018,Senate Resolution,"A resolution to declare April 12, 2018, as Corporate Citizenship Day.Last Action: PLACED ON ORDER OF RESOLUTIONS"
SR 0150 of 2018,Senate Resolution,"A resolution to endorse continued investment in Michigan's Upper Peninsula by Cleveland-Cliffs Inc. and to encourage a partnership between the state of Michigan and Cleveland-Cliffs to support Cliffs' reinvestment in the Empire Mine in Richmond Township.Last Action: ADOPTED"
SR 0151 of 2018,Senate Resolution,A resolution to urge the Congress of the United States to enact legislation protecting the appointment of Robert Mueller as Special Counsel.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0152 of 2018,Senate Resolution,A resolution to designate May 2018 as Motorcycle Safety Awareness Month.Last Action: ADOPTED
SR 0153 of 2018,Senate Resolution,"A resolution to oppose the Michigan State Waterways Commission recommendation that legislation be introduced to require the registration with a fee of all rigid-hulled kayaks, canoes, and paddleboards eight feet or longer.Last Action: PLACED ON ORDER OF RESOLUTIONS"
SR 0154 of 2018,Senate Resolution,"A resolution to recognize the 70th anniversary of Israel’s establishment and reaffirm the bonds of friendship and cooperation between the United States, Michigan, and Israel.Last Action: ADOPTED"
SR 0155 of 2018,Senate Resolution,"A resolution to recognize April 22-28, 2018, as Michigan Venture Capital and Angel Investment week.
Last Action: ADOPTED"
SR 0156 of 2018,Senate Resolution,"A resolution to commemorate the week of April 8-14, 2018, as Crime Victims' Rights Week.Last Action: ADOPTED"
SR 0157 of 2018,Senate Resolution,"A resolution to commemorate April 28, 2018, as Workers' Memorial Day.Last Action: ADOPTED"
SR 0158 of 2018,Senate Resolution,"A resolution to recognize April 26, 2018, as Survivor Empowerment Day.Last Action: ADOPTED"
SR 0159 of 2018,Senate Resolution,"A resolution to encourage the Congress of the United States to enact stronger Medicare fraud enforcement measures.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SR 0160 of 2018,Senate Resolution,"A resolution to express support for efforts to raise awareness of the fight against cancer.Last Action: ADOPTED"
SR 0161 of 2018,Senate Resolution,No description available.Last Action: ADOPTED
