Document,Type,Description
HB 4028 of 2025,House Bill,"Energy: alternative sources; zoning exemptions for large-scale solar, wind, and energy storage facilities; eliminate. Amends title & sec. 13 of 2008 PA 295 (MCL 460.1013) & repeals pt. 8 of 2008 PA 295 (MCL 460.1221 - 460.1232).   TIE BAR WITH: HB 4027'25Last Action: bill electronically reproduced 01/28/2025"
HB 4029 of 2025,House Bill,Natural resources: hunting; posting of rules and regulations by a certain date; require. Amends secs. 40113a & 41103 of 1994 PA 451 (MCL 324.40113a & 324.41103). Last Action: bill electronically reproduced 01/28/2025
HB 4030 of 2025,House Bill,Labor: youth employment; parent or legal guardian of a minor being educated at the minor's home; allow to issue a work permit for the minor. Amends sec. 2 of 1978 PA 90 (MCL 409.102). Last Action: bill electronically reproduced 01/28/2025
HB 4031 of 2025,House Bill,Recreation: athletics and sports; publicly funded individual sports programs that provide separate programs for males and females; require athletes to be scored according to their biological sex. Creates new act. Last Action: bill electronically reproduced 01/28/2025
HB 4032 of 2025,House Bill,Health occupations: physicians; interstate medical licensure compact; remove sunset. Amends sec. 16189 of 1978 PA 368 (MCL 333.16189). Last Action: bill electronically reproduced 01/28/2025
HB 4033 of 2025,House Bill,Probate: trusts; procedures relating to the administration of unitrusts and income trusts; provide for. Creates new act. Last Action: bill electronically reproduced 01/28/2025
HB 4034 of 2025,House Bill,Probate: trusts; uniform statutory rule against perpetuities; revise to reflect limitation of the personal property trust perpetuities act to certain property. Amends secs. 3 & 5 of 1988 PA 418 (MCL 554.73 & 554.75).   TIE BAR WITH: HB 4033'25Last Action: bill electronically reproduced 01/28/2025
HB 4035 of 2025,House Bill,Environmental protection: sewage; violations for sewer overflows; modify. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 3115b. Last Action: bill electronically reproduced 01/28/2025
HB 4036 of 2025,House Bill,Higher education: education programs; authorization and distance education reciprocal exchange act; remove sunset. Repeals sec. 7 of 2015 PA 45 (MCL 390.1697). Last Action: bill electronically reproduced 01/29/2025
HB 4037 of 2025,House Bill,Records: health; health information exchange; establish certain requirements to operate a health data utility. Amends secs. 2501 & 2505 of 1978 PA 368 (MCL 333.2501 & 333.2505) & adds sec. 2508. Last Action: bill electronically reproduced 01/29/2025
HB 4038 of 2025,House Bill,Insurance: other; allocation of revenue under the insurance provider assessment act; modify. Amends sec. 13 of 2018 PA 175 (MCL 550.1763).   TIE BAR WITH: HB 4037'25Last Action: bill electronically reproduced 01/29/2025
HB 4039 of 2025,House Bill,Administrative procedure: rules; requirement to eliminate regulations; provide for. Amends sec. 39 of 1969 PA 306 (MCL 24.239). Last Action: bill electronically reproduced 01/29/2025
HB 4040 of 2025,House Bill,Labor: fair employment practices; certain noncompete agreements; prohibit employers from requiring employees to enter into unless certain conditions are met. Amends sec. 4a of 1984 PA 274 (MCL 445.774a). Last Action: bill electronically reproduced 01/30/2025
HB 4041 of 2025,House Bill,"Property tax: exemptions; continuation of poverty exemption, without subsequent application, for homeowner who previously established eligibility; provide for in certain circumstances. Amends sec. 7u of 1893 PA 206 (MCL 211.7u). Last Action: bill electronically reproduced 01/30/2025"
HB 4042 of 2025,House Bill,Food: service establishments; exemption for certain outdoor event spaces; provide for. Amends sec. 1107 of 2000 PA 92 (MCL 289.1107). Last Action: bill electronically reproduced 01/30/2025
HB 4043 of 2025,House Bill,Liquor: licenses; providing refrigerator systems to certain licensees; allow. Amends sec. 609 of 1998 PA 58 (MCL 436.1609). Last Action: bill electronically reproduced 01/30/2025
HB 4044 of 2025,House Bill,State: symbol; wood duck; designate as the official state duck. Creates new act. Last Action: bill electronically reproduced 01/30/2025
HB 4045 of 2025,House Bill,Civil procedure: civil actions; lawsuits for exercising rights to free expression; provide protections against. Creates new act. Last Action: bill electronically reproduced 01/30/2025
HB 4046 of 2025,House Bill,"Highways: memorial; portion of highway US-31; designate as the ""Trooper James E. Boland Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 11d.Last Action: bill electronically reproduced 01/30/2025"
HB 4047 of 2025,House Bill,Civil procedure: civil actions; cause of action for media that falsely depicts an individual engaging in sexual conduct; provide for. Creates new act. Last Action: bill electronically reproduced 01/30/2025
HB 4048 of 2025,House Bill,"Criminal procedure: sentencing guidelines; guidelines for dissemination of deep fake sexual images; enact. Amends sec. 17b, ch. XVII of 1927 PA 175 (MCL 777.17b).   TIE BAR WITH: HB 4047'25Last Action: bill electronically reproduced 01/30/2025"
HB 4049 of 2025,House Bill,Land use: zoning and growth management; rearing of hen chickens in residential areas; allow. Amends sec. 204 of 2006 PA 110 (MCL 125.3204).   TIE BAR WITH: HB 4050'25Last Action: bill electronically reproduced 01/30/2025
HB 4050 of 2025,House Bill,Agriculture: animals; generally accepted agricultural and management practices for rearing egg-laying hens in residential areas under certain conditions; provide for. Amends sec. 4 of 1981 PA 93 (MCL 286.474).   TIE BAR WITH: HB 4049'25Last Action: bill electronically reproduced 01/30/2025
HB 4051 of 2025,House Bill,Individual income tax: deductions; exclusion of certain gratuities for tipped employees; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30). Last Action: bill electronically reproduced 01/30/2025
HB 4052 of 2025,House Bill,Legislature: legislators; certain nondisclosure agreements entered into by legislators; prohibit. Creates new act. Last Action: bill electronically reproduced 01/30/2025
HB 4053 of 2025,House Bill,Legislature: legislators; certain nondisclosure agreements entered into by legislators; prohibit. Creates new act. Last Action: bill electronically reproduced 01/30/2025
HB 4054 of 2025,House Bill,State: symbol; monarch butterfly; designate as the official state butterfly. Creates new act. Last Action: bill electronically reproduced 02/04/2025
HB 4055 of 2025,House Bill,Individual income tax: credit; child tax credit; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 275. Last Action: bill electronically reproduced 02/04/2025
HB 4056 of 2025,House Bill,Individual income tax: other; child care savings program; create. Creates new act.   TIE BAR WITH: HB 4057'25Last Action: bill electronically reproduced 02/04/2025
HB 4057 of 2025,House Bill,Individual income tax: deductions; contributions to a child care savings account; deduct. Amends sec. 30 of 1967 PA 281 (MCL 206.30).   TIE BAR WITH: HB 4056'25Last Action: bill electronically reproduced 02/04/2025
HB 4058 of 2025,House Bill,Sales tax: exemptions; exemption for certain baby and toddler items; provide for. Amends 1933 PA 167 (MCL 205.51 - 205.78) by adding sec. 4mm. Last Action: bill electronically reproduced 02/04/2025
HB 4059 of 2025,House Bill,Use tax: exemptions; exemption for certain baby and toddler items; provide for. Amends 1937 PA 94 (MCL 205.91 - 205.111) by adding sec. 4mm. Last Action: bill electronically reproduced 02/04/2025
HB 4060 of 2025,House Bill,Education: financing; requirements concerning taxes levied for area career and technical education programs; modify. Amends secs. 681 & 684 of 1976 PA 451 (MCL 380.681 & 380.684). Last Action: bill electronically reproduced 02/04/2025
HB 4061 of 2025,House Bill,Public employees and officers: state; state contractors; require to verify legal residency of employees. Creates new act. Last Action: bill electronically reproduced 02/04/2025
HB 4062 of 2025,House Bill,Public employees and officers: ethics; former members of the legislature; prohibit from engaging in certain lobbying activities for a period of time. Amends sec. 6a of 1978 PA 472 (MCL 4.416a). Last Action: bill electronically reproduced 02/06/2025
HB 4063 of 2025,House Bill,Public employees and officers: ethics; certain former officers of the executive branch of state government; prohibit from engaging in certain lobbying activities for a period of time. Amends 1978 PA 472 (MCL 4.411 - 4.431) by adding sec. 6b. Last Action: bill electronically reproduced 02/06/2025
HB 4064 of 2025,House Bill,Public employees and officers: ethics; state senators and representatives; prohibit from engaging in certain lobbying activities. Amends 1978 PA 472 (MCL 4.411 - 4.431) by adding sec. 6c. Last Action: bill electronically reproduced 02/06/2025
HB 4065 of 2025,House Bill,Liquor: licenses; license to serve alcohol at Macomb Community College Sports and Expo Center Complex; allow. Amends sec. 513 of 1998 PA 58 (MCL 436.1513). Last Action: bill electronically reproduced 02/06/2025
HB 4066 of 2025,House Bill,Education: athletics; single-sex sports teams; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1290.Last Action: bill electronically reproduced 02/11/2025
HB 4067 of 2025,House Bill,"Children: protection; safe delivery of newborns law; modify definition of newborn and allow surrender to a newborn safety device. Amends secs. 1, 2, 3, 5, 7, 10, 17 & 20, ch. XII of 1939 PA 288 (MCL 712.1 et seq.) & adds sec. 3a to ch. XII.  Last Action: bill electronically reproduced 02/12/2025"
HB 4068 of 2025,House Bill,Children: protection; reporting death of a newborn after surrender to a newborn safety device; expand. Amends sec. 2843 of 1978 PA 368 (MCL 333.2843).   TIE BAR WITH: HB 4067'25Last Action: bill electronically reproduced 02/12/2025
HB 4069 of 2025,House Bill,Children: protection; reference in Michigan penal code to surrender of a newborn under the newborn safe delivery law; revise. Amends sec. 135 of 1931 PA 328 (MCL 750.135).   TIE BAR WITH: HB 4067'25Last Action: bill electronically reproduced 02/12/2025
HB 4070 of 2025,House Bill,"Courts: other; Michigan indigent defense commission act; expand duties to include indigent defense of youth. Amends title & secs. 3, 5, 7, 9, 11, 13, 15, 17, 21 & 23 of 2013 PA 93 (MCL 780.983 et seq.) & adds sec. 14. Last Action: bill electronically reproduced 02/12/2025"
HB 4071 of 2025,House Bill,Insurance: unfair trade practices; unfair trade practices in the insurance industry; revise. Amends sec. 2025 of 1956 PA 218 (MCL 500.2025). Last Action: bill electronically reproduced 02/12/2025
HB 4072 of 2025,House Bill,"Health: pharmaceuticals; allow patients to take unused portion of eye drops or eye ointments after certain procedures for continued patient care; provide for. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding secs. 17773, 20817 & 21539. Last Action: bill electronically reproduced 02/12/2025"
HB 4073 of 2025,House Bill,Criminal procedure: warrants; statutory warrant requirement; provide for department of natural resources. Amends sec. 1602 of 1994 PA 451 (MCL 324.1602) & adds sec. 1507. Last Action: bill electronically reproduced 02/12/2025
HB 4074 of 2025,House Bill,Law enforcement: peace officers; conservation officers to wear body cams while on patrol; require. Amends 1986 PA 109 (MCL 300.21 - 300.22) by adding sec. 1a. Last Action: bill electronically reproduced 02/12/2025
HB 4075 of 2025,House Bill,Labor: hours and wages; minimum wage; modify. Amends sec. 4 of 2018 PA 337 (MCL 408.934). Last Action: bill electronically reproduced 02/12/2025
HB 4076 of 2025,House Bill,Food: other; labeling lab-grown meat as meat; prohibit. Amends sec. 7129 of 2000 PA 92 (MCL 289.7129). Last Action: bill electronically reproduced 02/12/2025
HB 4077 of 2025,House Bill,"Health: medical examiners; process for medical certification of a death record; modify. Amends secs. 2804, 2843, 2843b, 2844 & 16221 of 1978 PA 368 (MCL 333.2804 et seq.).   TIE BAR WITH: HB 4077'25Last Action: bill electronically reproduced 02/12/2025"
HB 4078 of 2025,House Bill,Health: medical examiners; requirements for an investigation of the cause and manner of death; modify. Amends secs. 2 & 3 of 1953 PA 181 (MCL 52.202 & 52.203).   TIE BAR WITH: HB 4077'25Last Action: bill electronically reproduced 02/12/2025
HB 4079 of 2025,House Bill,Property tax: special assessments; income eligibility cap for special assessment deferment program; modify. Amends secs. 3 & 4 of 1976 PA 225 (MCL 211.763 & 211.764).   TIE BAR WITH: HB 4080'25Last Action: bill electronically reproduced 02/12/2025
HB 4080 of 2025,House Bill,Property tax: special assessments; special assessment deferment program; reinstate. Amends secs. 1 & 2 of 1976 PA 225 (MCL 211.761 & 211.762).   TIE BAR WITH: HB 4079'25Last Action: bill electronically reproduced 02/12/2025
HB 4081 of 2025,House Bill,Land use: land division; number of parcels resulting from division; authorize counties and municipalities to increase. Amends sec. 108 of 1967 PA 288 (MCL 560.108). Last Action: bill electronically reproduced 02/12/2025
HB 4082 of 2025,House Bill,School aid: membership; requirements concerning counting pupils in membership; modify for pupils enrolled in certain work-based learning experiences. Amends secs. 6 & 11 of 1979 PA 94 (MCL 388.1606 & 388.1611) & adds sec. 61e. Last Action: bill electronically reproduced 02/12/2025
HB 4083 of 2025,House Bill,Food: meats; production and sale of lab-grown meat; prohibit. Amends secs. 5107 & 7129 of 2000 PA 92 (MCL 289.5107 & 289.7129). Last Action: bill electronically reproduced 02/12/2025
HB 4084 of 2025,House Bill,Transportation: funds; funding for sound wall projects; provide for. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 14b. Last Action: bill electronically reproduced 02/13/2025
HB 4085 of 2025,House Bill,Land use: zoning and growth management; mining cryptocurrency inside of an area that is zoned for industrial use; allow. Amends 2006 PA 110 (MCL 125.3101 - 125.3702) by adding sec. 515. Last Action: bill electronically reproduced 02/13/2025
HB 4086 of 2025,House Bill,State finance: other; office of the Michigan bullion depository and Michcoin act; create. Creates new act.Last Action: bill electronically reproduced 02/13/2025
HB 4087 of 2025,House Bill,State finance: other; strategic bitcoin reserve; establish. Amends sec. 351 of 1984 PA 431 (MCL 18.1351) by adding sec. 351a. Last Action: bill electronically reproduced 02/13/2025
