Document,Type,Description
SB 0330 of 2019,Senate Bill,Labor: fair employment practices; disclosure of certain wage information upon request; require of employer. Amends sec. 13a of 1978 PA 390 (MCL 408.483a).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0331 of 2019,Senate Bill,Labor: hours and wages; employment discrimination; prohibit employers from engaging in certain discriminatory practices and allow remedies under Elliott-Larsen civil rights act. Amends secs. 9 & 13 of 2018 PA 337 (MCL 408.939 & 408.943).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0332 of 2019,Senate Bill,"Crimes: other; provision regarding wage discrimination based on sex; modify, and increase fines. Amends sec. 556 of 1931 PA 328 (MCL 750.556).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0333 of 2019,Senate Bill,Labor: fair employment practices; notice of employment discrimination website and telephone line; require employers to post. Amends sec. 602 of 1976 PA 453 (MCL 37.2602) & adds sec. 202b.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0334 of 2019,Senate Bill,Labor: fair employment practices; written job descriptions; require for companies with more than 5 employees. Amends title of 1978 PA 397 (MCL 423.501 - 423.512) & adds sec. 9a.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0335 of 2019,Senate Bill,Civil rights: employment discrimination; prohibited employment discrimination practices; expand to include asking a job applicant about past compensation. Amends sec. 202 of 1976 PA 453 (MCL 37.2202).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0336 of 2019,Senate Bill,Labor: fair employment practices; pay differentials for men and women; require state report and plan to reduce. Amends sec. 3 of 1978 PA 609 (MCL 408.903).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0337 of 2019,Senate Bill,Civil rights: employment discrimination; pay equity in the workplace award program; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0338 of 2019,Senate Bill,Labor: hours and wages; pay equity compliance certification; require for private businesses that contract with the state. Amends sec. 209 of 1976 PA 453 (MCL 37.2209) & adds sec. 209a.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0339 of 2019,Senate Bill,Labor: fair employment practices; deductions from wages without written consent of employee; revise notice period for certain deductions related to garnishment. Amends sec. 7 of 1978 PA 390 (MCL 408.477).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0340 of 2019 (PA 4 of 2020),Senate Bill,"Health: pharmaceuticals; remote pharmacies; allow under certain circumstances. Amends secs. 17707, 17708, 17709, 17722, 17726, 17739, 17741, 17742, 17748, 17751, 17752 & 17768 of 1978 PA 368 (MCL 333.17707 et seq.) & adds secs. 17742a & 17742b.Last Action: ASSIGNED PA 0004'20 WITH IMMEDIATE EFFECT"
SB 0341 of 2019,Senate Bill,Criminal procedure: search and seizure; warrant requirement to access or obtain certain electronic data; provide for. Creates new act.Last Action: referred to Committee on Judiciary
SB 0342 of 2019,Senate Bill,"Criminal procedure: evidence; use of facial recognition technology by law enforcement officials; prohibit, and provide remedies. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 21b to ch. XVI.Last Action: referred to Committee on Judiciary"
SB 0343 of 2019,Senate Bill,Health; occupations; essential health provider repayment program; modify maximum amount of debt or expense repayment under certain circumstances. Amends sec. 2705 of 1978 PA 368 (MCL 333.2705).Last Action: referred to Committee on Health Policy
SB 0344 of 2019,Senate Bill,"Vehicles: registration plates; historic military vehicle registration plate; provide for. Amends secs. 216, 217i, 802 & 803a of 1949 PA 300 (MCL 257.216 et seq.) & adds sec. 803s.  TIE BAR WITH: SB 0345'19Last Action: referred to Committee on Transportation"
SB 0345 of 2019,Senate Bill,Vehicles: historic; definition of historic vehicles in Michigan vehicle code; expand to include certain military vehicles. Amends sec. 20a of 1949 PA 300 (MCL 257.20a) & adds secs. 20b & 30d.  TIE BAR WITH: SB 0344'19Last Action: referred to Committee on Transportation
SB 0346 of 2019,Senate Bill,Environmental protection: air pollution; emissions inspection requirements; exempt military surplus vehicles. Amends secs. 6311 & 6512 of 1994 PA 451 (MCL 324.6311 & 324.6512).Last Action: referred to Committee on Transportation
SB 0347 of 2019,Senate Bill,Crimes: intoxication or impairment; operating motor vehicle with 5 or more nanograms of marihuana in body; prohibit. Amends sec. 625 of 1949 PA 300 (MCL 257.625).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0348 of 2019 (PA 178 of 2019),Senate Bill,Human services: medical services; certain interpretations of existing Medicaid provider policy; require prospective effective date. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 111n.Last Action: ASSIGNED PA 0178'19 WITH IMMEDIATE EFFECT
SB 0349 of 2019,Senate Bill,"Liquor: spirits; markup on spirits; revise based on distiller's use of Michigan distillate. Amends sec. 233 of 1998 PA 58 (MCL 436.1233).Last Action: referred to Committee on Ways and Means, with substitute (H-1)"
SB 0350 of 2019 (PA 86 of 2020),Senate Bill,Property tax: delinquent taxes; delinquent tax collections by villages; modify procedures. Amends sec. 18 of 1895 PA 3 (MCL 69.18).Last Action: ASSIGNED PA 0086'20 WITH IMMEDIATE EFFECT
SB 0351 of 2019,Senate Bill,"Civil rights: general discrimination; sexual orientation and gender identity or expression; include as categories protected under the Elliott-Larsen civil rights act. Amends title & secs. 102, 103, 202, 203, 204, 205, 206, 207, 209, 302, 302a, 402, 502, 504, 505 & 506 of 1976 PA 453 (MCL 37.2102 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0352 of 2019,Senate Bill,Animals; care and treatment; child protective service employees to report suspected animal abuse or neglect to local animal control officer; require. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 50d.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-2)
SB 0353 of 2019,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for penalties related to certain false reports of animal abuse or neglect; enact. Amends sec. 16b, ch. XVII of 1927 PA 175 (MCL 777.16b).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0354 of 2019,Senate Bill,Vehicles: registration plates; special registration plate for women veterans; create. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 803s.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0355 of 2019,Senate Bill,"Vehicles: registration plates; special registration plate for member or spouse of member of armed services during World War II; eliminate fee. Amends secs. 217d, 803l & 804 of 1949 PA 300 (MCL 257.217d et seq.).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE"
SB 0356 of 2019,Senate Bill,"Vehicles: registration plates; special registration plate for member or spouse of member of national guard, reserve, or branch of armed services called to active duty during declared war or armed conflict; eliminate fee. Amends sec. 803o of 1949 PA 300 (MCL 257.803o).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE"
SB 0357 of 2019,Senate Bill,Health: abortion; fetal heartbeat protection act; enact. Creates new act.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
SB 0358 of 2019,Senate Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for crime of performing an abortion without testing for a fetal heartbeat, performing an abortion after a fetal heartbeat is detected, and performing an abortion without obtaining informed consent after a fetal heartbeat is detected; create. Amends sec. 13k, ch. XVII of 1927 PA 175 (MCL 777.13k).  TIE BAR WITH: SB 0357'19Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES"
SB 0359 of 2019,Senate Bill,Higher education: financial aid; eligibility for the promise zone scholarship; modify under certain circumstances. Amends secs. 3 & 7 of 2008 PA 549 (MCL 390.1663 & 390.1667).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0360 of 2019,Senate Bill,Property tax: exemptions; certain eligible data center property; provide exemption. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 9p.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0361 of 2019 (PA 138 of 2019),Senate Bill,Animals: other; definition of livestock in the Michigan fireworks safety act; modify citation. Amends sec. 12 of 2011 PA 256 (MCL 28.462).  TIE BAR WITH: SB 0174'19Last Action: ASSIGNED PA 0138'19 WITH IMMEDIATE EFFECT
SB 0362 of 2019 (PA 50 of 2019),Senate Bill,Human services: medical services; Healthy Michigan plan recipients' workforce engagement monthly reporting requirements; modify. Amends sec. 107b of 1939 PA 280 (MCL 400.107b).Last Action: RULES SUSPENDED
SB 0363 of 2019,Senate Bill,Human services: medical services; Healthy Michigan program reporting requirements; exempt recipients under certain circumstances. Amends sec. 107b of 1939 PA 280 (MCL 400.107b).Last Action: referred to Committee on Government Operations
SB 0364 of 2019,Senate Bill,Transportation: railroads; local grade separation fund and grant program; create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 11i.Last Action: placed on second reading
SB 0365 of 2019,Senate Bill,"Environmental protection; cleanups; environmental remediation and oversight; enhance. Amends secs. 20101, 20114d, 20114e, 20120a & 20120b of 1994 PA 451 (MCL 324.20101 et seq.) & repeals sec. 20120f of 1994 PA 451 (MCL 324.20120f).Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY"
SB 0366 of 2019,Senate Bill,"Natural resources; hunting; discounts on nonresident licenses; provide for under certain circumstances. Amends secs. 43504, 43523a & 43523b of 1994 PA 451 (MCL 324.43504 et seq.).  TIE BAR WITH: SB 0367'19Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SB 0367 of 2019,Senate Bill,"Natural resources; hunting; discounts on certain nonresident licenses; provide for under certain circumstances. Amends secs. 43527a, 43528b & 43532 of 1994 PA 451 (MCL 324.43527a et seq.).  TIE BAR WITH: SB 0366'19Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SB 0368 of 2019,Senate Bill,Worker's compensation: benefits; job search requirement for certain injured workers; modify. Amends 1969 PA 317 (MCL 418.101 - 418.941) by adding sec. 303.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0369 of 2019 (PA 9999 of 2019),Senate Bill,Occupations: pawnbrokers; allowable rate of interest charged by pawnbrokers; increase. Amends sec. 9 of 1917 PA 273 (MCL 446.209).Last Action: POCKET VETO 01/04/2021
SB 0370 of 2019,Senate Bill,Individual income tax: other; Ruby Jane act and pediatric congenital heart association fund; create. Creates new appropriations act.  TIE BAR WITH: SB 0371'19Last Action: referred to Committee on Tax Policy
SB 0371 of 2019,Senate Bill,Individual income tax: checkoff; donation to pediatric congenital heart association fund; provide check-off option. Amends sec. 435 of 1967 PA 281 (MCL 206.435).  TIE BAR WITH: SB 0370'19Last Action: referred to Committee on Tax Policy
SB 0372 of 2019,Senate Bill,Appropriations: zero budget; omnibus budget appropriations; provide for fiscal year 2019-2020. Creates appropriation act.Last Action: LAID OVER ONE DAY UNDER THE RULES
SB 0373 of 2019 (PA 146 of 2020),Senate Bill,"Appropriations: school aid; fiscal year 2019-2020 omnibus appropriations for school aid, higher education, and community colleges; provide for. Amends secs. 6, 11, 11m, 20, 22a, 22b, 26c, 31j, 32d, 51a, 51c, 61a, 94a, 95b, 99h, 104, 147c, 147e, 201, 236 & 256 of 1979 PA 94 (MCL 388.1606 et seq.); adds secs. 11d, 11p, 11q, 201c & 236g & repeals sec. 97 of 1979 PA 94 (MCL 388.1697).Last Action: ASSIGNED PA 0146'20 WITH IMMEDIATE EFFECT"
SB 0374 of 2019,Senate Bill,Appropriations; zero budget; multidepartment omnibus budget appropriations; provide for fiscal year 2019-2020. Creates new appropriations act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0375 of 2019,Senate Bill,Appropriations; zero budget; multidepartment omnibus budget appropriations; provide for fiscal year 2019-2020. Creates new appropriations act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0376 of 2019,Senate Bill,Appropriations: zero budget; multidepartment omnibus budget appropriations; provide for fiscal year 2019-2020. Creates new appropriations act.Last Action: referred to Committee on Appropriations
SB 0377 of 2019,Senate Bill,Appropriations: zero budget; multisection school aid supplemental; provide for. Amends secs. 11 & 17b of 1979 PA 94 (MCL 388.1611 & 388.1617b).Last Action: referred to Committee on Appropriations
SB 0378 of 2019,Senate Bill,Corporate income tax; credits; qualified research and development tax credit; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 674.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0379 of 2019 (PA 310 of 2020),Senate Bill,Transportation: other; use of organic additives to control ice on public roads; allow. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 11a.Last Action: ASSIGNED PA 0310'20
SB 0380 of 2019,Senate Bill,Higher education; financial aid; student loan forgiveness program for certain teachers in at-risk schools; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0381 of 2019,Senate Bill,Property; conveyances; transfer of certain state-owned property in Baraga County; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0382 of 2019,Senate Bill,Counties; ordinances; county sanctuary policy prohibition act; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0383 of 2019,Senate Bill,Local government; other; local government sanctuary policy prohibition act; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0384 of 2019 (PA 175 of 2020),Senate Bill,Crimes: other; certain definitions regarding the requirements for the resale of event tickets at higher or lower prices; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 464b.  TIE BAR WITH: SB 0385'19Last Action: ASSIGNED PA 0175'20 WITH IMMEDIATE EFFECT
SB 0385 of 2019 (PA 176 of 2020),Senate Bill,Crimes: other; certain requirements regarding the resale of event tickets at higher or lower prices; provide for. Amends sec. 465 of 1931 PA 328 (MCL 750.465).  TIE BAR WITH: SB 0384'19Last Action: ASSIGNED PA 0176'20 WITH IMMEDIATE EFFECT
SB 0386 of 2019,Senate Bill,Education; students; model instructional video regarding dangers of prescription opioid drug abuse for implementation in certain curricula; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1170c.Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS
SB 0387 of 2019,Senate Bill,"Highways: memorial; portion of US-24; designate as the ""John D. Dingell, Jr. Memorial Highway"". Amends sec. 92 of 2001 PA 142 (MCL 250.1092) & adds sec. 1088.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE"
SB 0388 of 2019,Senate Bill,Insurance: health insurers; free coverage of birth control; require. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406u.Last Action: INTRODUCED BY SENATOR WINNIE BRINKS
SB 0389 of 2019,Senate Bill,"Natural resources; fishing; commercial fishing statute; update. Amends secs. 47301, 47302, 47303, 47305, 47306, 47307, 47308, 47309, 47310, 47311, 47312, 47313, 47314, 47315, 47316, 47317, 47318, 47320, 47321, 47322, 47323, 47324, 47325, 47326, 47327, 47328, 47329 & 48724 of 1994 PA 451 (MCL 324.47301 et seq.); adds secs. 47304 & 47363 & repeals secs. 46101, 46102, 47301a, 47319, 47330 - 47362, 47901 - 47905 & 48901 of 1994 PA 451 (MCL 324.46101 et seq.).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SB 0390 of 2019,Senate Bill,Human services; services or financial assistance; notification to public utility companies of residential customers who are eligible to receive energy assistance; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0391 of 2019,Senate Bill,"Recreation; state parks; recreation passport fee; modify distribution of revenue. Amends sec. 2045 of 1994 PA 451 (MCL 324.2045).  TIE BAR WITH: HB 4486'19, HB 4776'19Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SB 0392 of 2019,Senate Bill,"Vehicles; registration; recreation passport fee; include in renewal of vehicle registration unless applicant opts out. Amends sec. 805 of 1949 PA 300 (MCL 257.805).  TIE BAR WITH: HB 4776'19, HB 4775'19Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SB 0393 of 2019,Senate Bill,Individual income tax; deductions; definition of dependent; include fetus. Amends sec. 8 of 1967 PA 281 (MCL 206.8).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0394 of 2019,Senate Bill,Appropriations; zero budget; department of attorney general; provide for fiscal year 2019-2020. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0395 of 2019,Senate Bill,Water; quality; program for testing and removing lead in drinking water used by vulnerable population centers; provide for. Amends sec. 2 of 1976 PA 399 (MCL 325.1002) & adds sec. 7a.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0396 of 2019,Senate Bill,Veterans; veterans' homes; testing of water for lead at Michigan veterans' facilities established under 1885 PA 152; require. Amends 1885 PA 152 (MCL 36.1 - 36.12) by adding sec. 10b.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0397 of 2019,Senate Bill,Veterans; veterans' homes; testing of water for lead at veterans' facilities established under the Michigan veterans' facility authority act; require. Amends 2016 PA 560 (MCL 36.101 - 36.112) by adding sec. 6a.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0398 of 2019,Senate Bill,Health; blood; childhood lead poisoning prevention and control commission; establish. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 5478a.  TIE BAR WITH: SB 0399'19Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0399 of 2019,Senate Bill,Health; blood; duties of the childhood lead poisoning prevention and control commission; provide for. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 5478b.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0400 of 2019,Senate Bill,Water; quality; lead service line; require disclosure of by water suppliers to customers and by landlords to tenants. Amends sec. 21 of 1976 PA 399 (MCL 325.1021) & adds sec. 19d.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0401 of 2019,Senate Bill,Water; quality; source water testing for public water supplier proposing to hook up to a new water source; require. Amends sec. 7 of 1976 PA 399 (MCL 325.1007).Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SB 0402 of 2019,Senate Bill,Water: drinking water standards; Michigan PFAS action response team; codify. Creates new act.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
SB 0403 of 2019,Senate Bill,Environmental protection; groundwater contamination; annual appropriation for certain geological survey work; direct legislature to make. Amends sec. 60108 of 1994 PA 451 (MCL 324.60108).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-1)
SB 0404 of 2019,Senate Bill,Legislature; auditor general; provisions allowing auditor general access to records; clarify. Amends 1846 RS 1 (MCL 8.1 - 8.9) by adding sec. 6a.  TIE BAR WITH: HB 4336'19Last Action: REFERRED TO COMMITTEE ON OVERSIGHT
SB 0405 of 2019,Senate Bill,"Recreation; state parks; recreation passport fee; modify definition of. Amends sec. 2001 of 1994 PA 451 (MCL 324.2001).  TIE BAR WITH: HB 4486'19, HB 4775'19Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SB 0406 of 2019,Senate Bill,Transportation; other; Michigan electric vehicle infrastructure council; create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding secs. 11a & 11b.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0407 of 2019,Senate Bill,Recreation: state parks; installation of electric vehicle charging stations; allow at state parks and harbors. Amends secs. 74103 & 78105 of 1994 PA 451 (MCL 324.74103 & 324.78105).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0408 of 2019,Senate Bill,Transportation; other; installation of electric vehicle charging stations at certain state locations; allow. Amends sec. 2 of 1941 PA 205 (MCL 252.52).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0409 of 2019,Senate Bill,Individual income tax: credit; incentives for installation of electric vehicle charging stations; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 279.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0410 of 2019,Senate Bill,State financing and management; purchasing; expanded business opportunities for geographically disadvantaged business enterprises; codify. Amends secs. 241 & 261 of 1984 PA 431 (MCL 18.1241 & 18.1261).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT
SB 0411 of 2019,Senate Bill,"Campaign finance: other; certain campaign contribution limits; reduce. Amends secs. 52, 52a & 69 of 1976 PA 388 (MCL 169.252 et seq.) & repeals sec. 46 of 1976 PA 388 (MCL 169.246).Last Action: REFERRED TO COMMITTEE ON ELECTIONS"
SB 0412 of 2019,Senate Bill,"Crimes; embezzlement; penalties for stealing, embezzling, or converting personal or real property from a vulnerable adult; increase. Amends sec. 174a of 1931 PA 328 (MCL 750.174a).Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
SB 0413 of 2019,Senate Bill,"Criminal procedure; sentencing guidelines; penalties for embezzlement from a vulnerable adult; increase. Amends sec. 16i, ch. XVII of 1927 PA 175 (MCL 777.16i).  TIE BAR WITH: SB 0412'19Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
SB 0414 of 2019,Senate Bill,"Individual income tax; city; imposition of a city income tax; prohibit. Amends sec. 2a, ch. 1 of 1964 PA 284 (MCL 141.502a).Last Action: REFERRED TO COMMITTEE ON FINANCE"
SB 0415 of 2019 (PA 76 of 2020),Senate Bill,Financial institutions: credit cards; credit card arrangements act; modify definitions and update title. Amends title & sec. 1 of 1984 PA 379 (MCL 493.101).Last Action: ASSIGNED PA 0076'20 WITH IMMEDIATE EFFECT
SB 0416 of 2019,Senate Bill,Criminal procedure: expunction; record expungement of certain marihuana offenses; provide for process. Amends sec. 1 of 1965 PA 213 (MCL 780.621).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0417 of 2019 (PA 311 of 2020),Senate Bill,"Health: pharmaceuticals; epinephrine; allow prescribers to prescribe and pharmacists to dispense to certain agencies for purposes of the law enforcement and firefighter access to epinephrine act, modify immunity from certain liability regarding epinephrine and make other general amendments. Amends secs. 5145, 17744a & 17744d of 1978 PA 368 (MCL 333.5145 et seq.).  TIE BAR WITH: SB 0418'19Last Action: ASSIGNED PA 0311'20 WITH IMMEDIATE EFFECT"
SB 0418 of 2019 (PA 312 of 2020),Senate Bill,"Health: other; administration of epinephrine by law enforcement officers and firefighters under certain circumstances; allow, and limit liability. Creates new act.  TIE BAR WITH: SB 0417'19Last Action: ASSIGNED PA 0312'20 WITH IMMEDIATE EFFECT"
SB 0419 of 2019,Senate Bill,"Animals; other; registration and regulation of animal rescues; provide for. Amends title & secs. 1, 2, 5a, 6, 7, 8, 8a, 8b, 8c, 9a & 9b of 1969 PA 287 (MCL 287.331 et seq.) & adds sec. 8d.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-2)"
SB 0420 of 2019,Senate Bill,"Civil procedure: execution; service of execution; modify procedures. Amends secs. 2559, 6002 & 6012 of 1961 PA 236 (MCL 600.2559 et seq.).Last Action: POCKET VETO 01/04/2021"
SB 0421 of 2019,Senate Bill,Individual income tax; credit; credit for the purchase of certain housing and for certain home modifications; establish. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 277.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0422 of 2019,Senate Bill,Individual income tax; other; certification of income tax credit by Michigan state housing development authority; authorize. Amends sec. 22 of 1966 PA 346 (MCL 125.1422).  TIE BAR WITH: SB 0421'19Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0423 of 2019,Senate Bill,Individual income tax; rate; annual rollback of rate until zero; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0424 of 2019,Senate Bill,"Occupations; pawnbrokers; accepting pistol in pawn; authorize, and eliminate criminal penalty. Amends sec. 229 of 1931 PA 328 (MCL 750.229).  TIE BAR WITH: SB 0425'19Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0425 of 2019,Senate Bill,"Occupations; pawnbrokers; accepting pistols in pawn; authorize, and require pistol record. Amends 1917 PA 273 (MCL 446.201 - 446.219) by adding sec. 15.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0426 of 2019,Senate Bill,Vehicles: title; transfer or assignment of title; modify. Amends sec. 233 of 1949 PA 300 (MCL 257.233).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-1)
SB 0427 of 2019,Senate Bill,"Crimes; public office and officers; attempt to intimidate, hinder, threaten, or obstruct a public officer, public employee, or peace officer in the discharge of his or her official duties by the use of unauthorized process; modify. Amends sec. 478a of 1931 PA 328 (MCL 750.478a).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0428 of 2019,Senate Bill,"Criminal procedure; sentencing guidelines; guidelines for intimidating, hindering, threatening, or obstructing a public officer, public employee, or peace officer in the discharge of his or her official duties by the use of unauthorized
process; modify. Amends sec. 16x, ch. XVII of 1927 PA 175 (MCL 777.16x).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SB 0429 of 2019,Senate Bill,Crimes; animals; requirement for veterinarians to report alleged animal abuse and penalties for failure to make report; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 50d.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-2)
SB 0430 of 2019,Senate Bill,Crimes; assaultive; crime of resisting and obstructing certain individuals; modify to reduce penalty for obstruction. Amends sec. 81d of 1931 PA 328 (MCL 750.81d).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0431 of 2019,Senate Bill,Land use: zoning and growth management; aggregates mining; modify conditions under which zoning ordinance may prohibit. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-6)
SB 0432 of 2019 (PA 216 of 2020),Senate Bill,Economic development: Michigan strategic fund; tax exemption for entities receiving aid from the Michigan strategic fund; clarify. Amends sec. 74 of 1984 PA 270 (MCL 125.2074).Last Action: ASSIGNED PA 0216'20 WITH IMMEDIATE EFFECT
SB 0433 of 2019,Senate Bill,Crimes; controlled substances; Kratom as a schedule 2 controlled substance; include. Amends sec. 7214 of 1978 PA 368 (MCL 333.7214).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SB 0434 of 2019 (PA 20 of 2020),Senate Bill,"Occupations: cosmetologists; licensure of mobile cosmetology units; provide for, and make general revisions. Amends secs. 1201, 1203, 1203b, 1204, 1205, 1211, 1217 & 1218 of 1980 PA 299 (MCL 339.1201 et seq.); adds sec. 1205a & repeals sec. 1214 of 1980 PA 299 (MCL 339.1214).Last Action: ASSIGNED PA 0020'20 WITH IMMEDIATE EFFECT"
SB 0435 of 2019 (PA 214 of 2020),Senate Bill,"Highways: memorial; portion of M-81; designate as the ""Staff Sergeant Eugene H. E. Alex Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2081) by adding sec. 1075a.Last Action: ASSIGNED PA 0214'20 WITH IMMEDIATE EFFECT"
