Document,Type,Description
SB 0441 of 2013 (PA 0259 of 2013),Senate Bill,Campaign finance; statements and reports; electronic filing and internet disclosure system; allow counties to adopt. Amends 1976 PA 388 (MCL 169.201 - 169.282) by adding sec. 18a.Last Action: ASSIGNED PA 0259'13 WITH IMMEDIATE EFFECT
SB 0442 of 2013 (PA 0184 of 2013),Senate Bill,Education; school districts; requirement for levy of taxes to collect judgment against a school district; modify in revised school code. Amends sec. 1642 of 1976 PA 451 (MCL 380.1642) & repeals secs. 1643 & 1644 of 1976 PA 451 (MCL 380.1643 & 380.1644).  TIE BAR WITH: SB 0443'13Last Action: ASSIGNED PA 0184'13 WITH IMMEDIATE EFFECT
SB 0443 of 2013 (PA 0185 of 2013),Senate Bill,Civil procedure; other; collection of judgment against a school district; limit. Amends sec. 6094 of 1961 PA 236 (MCL 600.6094).Last Action: ASSIGNED PA 0185'13 WITH IMMEDIATE EFFECT
SB 0444 of 2013 (PA 0253 of 2014),Senate Bill,"Natural resources; nonnative species; permit process for treatment of aquatic invasive species; revise. Amends secs. 3301, 3305, 3306, 3307, 3309, 3311, 30103 & 30113 of 1994 PA 451 (MCL 324.3301 et seq.) & adds sec. 3315.Last Action: ASSIGNED PA 0253'14 WITH IMMEDIATE EFFECT"
SB 0445 of 2013,Senate Bill,"Natural resources; nonnative species; list of prohibited species or restricted species; remove departmental authority to revise. Amends secs. 41301 & 41302 of 1994 PA 451 (MCL 324.41301 & 324.41302).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES"
SB 0446 of 2013 (PA 0165 of 2014),Senate Bill,Health facilities; hospitals; requirements applicable to hospitals providing extended care services through swing beds; clarify. Amends sec. 22210 of 1978 PA 368 (MCL 333.22210).Last Action: ASSIGNED PA 0165'14 WITH IMMEDIATE EFFECT
SB 0447 of 2013,Senate Bill,Courts; judges; state reimbursement to court funding units for judgeship vacancies; provide for. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 151f.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0448 of 2013,Senate Bill,"Labor; fair employment practices; military family leave; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON VETERANS, MILITARY AFFAIRS AND HOMELAND SECURITY"
SB 0449 of 2013,Senate Bill,"Labor; hours and wages; family education leave act; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON REFORMS, RESTRUCTURING AND REINVENTING"
SB 0450 of 2013,Senate Bill,Individual income tax; credit; property tax credit for certain individuals who participate in the federal good neighbor next door sales program; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 253.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0451 of 2013,Senate Bill,Individual income tax; credit; child and dependent care credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 272a.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0452 of 2013,Senate Bill,Local government; financing; Michigan businesses matching or beating bidders that are not Michigan bidders when bidding on local government contracts; permit. Amends 1968 PA 2 (MCL 141.421 - 141.440a) by adding sec. 3a.Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS
SB 0453 of 2013,Senate Bill,State financing and management; purchasing; requirement for state contract preference to be awarded to Michigan-based companies; modify. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0454 of 2013,Senate Bill,Criminal procedure; sex offender registration; participation by registered sex offenders in certain events involving children; prohibit. Amends 1994 PA 295 (MCL 28.721 - 28.736) by adding sec. 9a.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0455 of 2013,Senate Bill,Insurance; health; coverage for mental health treatment; provide that coverage cannot be more restrictive than coverage for medical treatment. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406t.Last Action: REFERRED TO COMMITTEE ON INSURANCE
SB 0456 of 2013,Senate Bill,Insurance; health care corporations; coverage for mental health treatment; provide that coverage cannot be more restrictive than coverage for medical treatment. Amends 1980 PA 350 (MCL 550.1101 - 550.1704) by adding sec. 416f.Last Action: REFERRED TO COMMITTEE ON INSURANCE
SB 0457 of 2013,Senate Bill,"Children; adoption; second parent adoption; provide for. Amends secs. 24 & 51, ch. X of 1939 PA 288 (MCL 710.24 & 710.51).Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
SB 0458 of 2013,Senate Bill,Property tax; exemptions; tax incentive for construction of new oil refinery in Michigan; provide for. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7tt.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0459 of 2013,Senate Bill,Insurance; health; qualified health plans and private exchanges; establish in this state to ensure access to quality health care. Creates new act.  TIE BAR WITH: SB 0460'13Last Action: PLACED ON ORDER OF THIRD READING WITH SUBSTITUTE S-1
SB 0460 of 2013,Senate Bill,Human services; medical services; all medical assistance program recipients; enroll in certain certified qualified health plans. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 105c.  TIE BAR WITH: SB 0459'13Last Action: PLACED ON ORDER OF THIRD READING WITH SUBSTITUTE S-1
SB 0461 of 2013,Senate Bill,"Education; board members; certain requirements for charter school boards and board members; provide for. Amends secs. 503, 528 & 553 of 1976 PA 451 (MCL 380.503 et seq.).Last Action: REFERRED TO COMMITTEE ON EDUCATION"
SB 0462 of 2013,Senate Bill,Liquor; other; prohibition on brand-logoed novelty items in certain establishments; remove. Amends sec. 609 of 1998 PA 58 (MCL 436.1609).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0463 of 2013 (PA 0026 of 2014),Senate Bill,Vehicles; registration plates; required attachment of registration plate to rear of vehicle; eliminate requirement for certain historic military vehicles. Amends sec. 225 of 1949 PA 300 (MCL 257.225).Last Action: ASSIGNED PA 0026'14 WITH IMMEDIATE EFFECT
SB 0464 of 2013,Senate Bill,Civil rights; other; breastfeeding in public places; protect as civil right. Amends title & sec. 302 of 1976 PA 453 (MCL 37.2302).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0465 of 2013,Senate Bill,"Probate; guardians and conservators; jurisdictional provisions in the estates and protected individuals code; revise to reflect adoption of the uniform adult guardianship and protective proceedings jurisdiction act. Amends secs. 1301, 5307 & 5402 of 1998 PA 386 (MCL 700.1301 et seq.).  TIE BAR WITH: SB 0466'13Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0466 of 2013,Senate Bill,Probate; guardians and conservators; uniform adult guardianship and protective proceedings jurisdiction act; enact. Creates new act.  TIE BAR WITH: SB 0465'13Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0467 of 2013,Senate Bill,Elections; voting procedures; list of eligible state identification cards to identify electors when voting; expand. Amends sec. 523 of 1954 PA 116 (MCL 168.523).Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS
SB 0468 of 2013,Senate Bill,Occupations; junk and secondhand dealers; selling nonferrous metals to secondhand dealers; require local permit. Amends title & sec. 8 of 1917 PA 350 (MCL 445.408) & adds sec. 2a.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT
SB 0469 of 2013,Senate Bill,Occupations; junk and secondhand dealers; purchase of metals by scrap metal dealers; require permit verification and revise record keeping requirements. Amends secs. 5 & 7 of 2008 PA 429 (MCL 445.425 & 445.427).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT
SB 0470 of 2013,Senate Bill,"Crimes; stolen property; public registry for individuals convicted of scrap metal theft violations; create, and prescribe the payment of certain regulatory and registration fees. Amends title & secs. 1, 3, 5, 7, 9, 11, 13, 15 & 17 of 2008 PA 429 (MCL 445.421 et seq.).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT"
SB 0471 of 2013 (PA 152 of 2013),Senate Bill,Law enforcement; records; procedures for dissemination of juvenile criminal history record information; revise. Amends sec. 2a of 1925 PA 289 (MCL 28.242a).Last Action: ASSIGNED PA 152'13 WITH IMMEDIATE EFFECT
SB 0472 of 2013 (PA 0166 of 2014),Senate Bill,"Property; boundaries; state survey and remonumentation act; modify. Amends title & secs. 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16 & 17 of 1990 PA 345 (MCL 54.262 et seq.) & adds secs. 9a, 9b & 17a.Last Action: ASSIGNED PA 0166'14 WITH IMMEDIATE EFFECT"
SB 0473 of 2013 (PA 0295 of 2014),Senate Bill,Individual income tax; withholding requirements; flow-through entities that have entered into certain housing agreements; eliminate withholding requirement. Amends sec. 703 of 1967 PA 281 (MCL 206.703).Last Action: ASSIGNED PA 0295'14 WITH IMMEDIATE EFFECT
SB 0474 of 2013,Senate Bill,"Environmental protection; pollution prevention; containment of petroleum coke piles; require. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 5525a.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES"
SB 0475 of 2013 (PA 0011 of 2014),Senate Bill,Torts; liability; trampoline court safety act; create. Creates new act.Last Action: ASSIGNED PA 0011'14 WITH IMMEDIATE EFFECT
SB 0476 of 2013 (PA 0151 of 2014),Senate Bill,"Occupations; auctioneers; registration of auctioneers in occupational code; repeal. Repeals art. 29 of 1980 PA 299 (MCL 339.2901 - 339.2919).  TIE BAR WITH: HB 4683'13, HB 4684'13, SB 0477'13Last Action: ASSIGNED PA 0151'14 WITH IMMEDIATE EFFECT"
SB 0477 of 2013 (PA 0152 of 2014),Senate Bill,"Occupations; licensing fees; registration, application, and examination fees for auctioneers; repeal. Repeals sec. 28 of 1979 PA 152 (MCL 338.2228).  TIE BAR WITH: HB 4683'13, HB 4684'13, SB 0476'13Last Action: ASSIGNED PA 0152'14 WITH IMMEDIATE EFFECT"
SB 0478 of 2013,Senate Bill,Occupations; auctioneers; definition of snowmobile dealers in NREPA; strike reference to registered auctioneers. Amends sec. 82101 of 1994 PA 451 (MCL 324.82101).  TIE BAR WITH: SB 0476'13Last Action: referred to Committee on Regulatory Reform
SB 0479 of 2013 (PA 0265 of 2014),Senate Bill,Occupations; code; technical changes to reflect repeal of certain licensing and registration requirements; enact. Amends secs. 303a & 411 of 1980 PA 299 (MCL 339.303a & 339.411).Last Action: ASSIGNED PA 0265'14 WITH IMMEDIATE EFFECT
SB 0480 of 2013,Senate Bill,"Occupations; other; regulation of propriety school solicitors; repeal, and rescind administrative rules. Amends sec. 2a of 1943 PA 148 (MCL 395.102a); adds sec. 2d & repeals 1963 PA 40 (MCL 395.121 - 395.125).Last Action: referred to Committee on Regulatory Reform"
SB 0481 of 2013,Senate Bill,"Occupations; foresters; regulation of foresters; repeal registration requirements and rescind administrative rules. Amends 1980 PA 299 (MCL 339.101 - 339.2919) by adding sec. 205a & repeals art. 21 of 1980 PA 299 (MCL 339.2101 - 339.2108).  TIE BAR WITH: HB 4379'13, HB 4380'13, SB 0484'13Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
SB 0482 of 2013,Senate Bill,Occupations; foresters; definition of foresters qualified to prepare forest management plans in general property tax act; modify. Amends sec. 7jj of 1893 PA 206 (MCL 211.7jj[1]).  TIE BAR WITH: SB 0481'13Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0483 of 2013,Senate Bill,"Occupations; foresters; reference to registered foresters in NREPA; revise. Amends secs. 50703, 50706, 51101 & 51103 of 1994 PA 451 (MCL 324.50703 et seq.).  TIE BAR WITH: SB 0481'13Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
SB 0484 of 2013,Senate Bill,"Occupations; foresters; registration fee for foresters; repeal. Repeals sec. 29 of 1979 PA 152 (MCL 338.2229).  TIE BAR WITH: HB 4379'13, HB 4380'13, SB 0481'13Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
SB 0485 of 2013,Senate Bill,"Health; death; unclaimed body program; require department of community health to establish. Amends secs. 2652, 2653, 2655, 2656, 2658 & 2659 of 1978 PA 368 (MCL 333.2652 et seq.) & adds sec. 2652a.Last Action: referred to Committee on Health Policy"
SB 0486 of 2013,Senate Bill,"Labor; fair employment practices; employer mandate for employee to work 7 days a week; prohibit. Creates new act.Last Action: REFERRED TO COMMITTEE ON REFORMS, RESTRUCTURING AND REINVENTING"
SB 0487 of 2013,Senate Bill,"Occupations; junk and secondhand dealers; nonferrous metal regulatory act; expand to include other scrap metal and scrap metal dealers. Amends title & secs. 1, 3, 5, 7, 11, 13 & 17 of 2008 PA 429 (MCL 445.421 et seq.); adds sec. 10 & repeals sec. 9 of 2008 PA 429 (MCL 445.429).  TIE BAR WITH: SB 0488'13Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SB 0488 of 2013,Senate Bill,Crimes; larceny; stealing nonferrous metals; expand to prohibit stealing of other scrap metal. Amends sec. 356 of 1931 PA 328 (MCL 750.356).  TIE BAR WITH: SB 0487'13Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0489 of 2013 (PA 153 of 2013),Senate Bill,"Property tax; exemptions; exemption for certain eligible personal property; revise eligibility and reporting requirements. Amends secs. 9o, 19, 21, 22, 30 & 53b of 1893 PA 206 (MCL 211.9o et seq.).Last Action: ASSIGNED PA 153'13 WITH IMMEDIATE EFFECT"
SB 0490 of 2013 (PA 154 of 2013),Senate Bill,"Property tax; exemptions; certain definitions and dates; modify, and provide other general amendments. Amends secs. 9m & 9n of 1893 PA 206 (MCL 211.9m & 211.9n).Last Action: ASSIGNED PA 154'13 WITH IMMEDIATE EFFECT"
SB 0491 of 2013,Senate Bill,Vehicles; registration; off-road vehicle eligibility for registration and certificate of title; modify to allow for off-road vehicles that may be modified for on-road use under certain circumstances. Amends sec. 219 of 1949 PA 300 (MCL 257.219).Last Action: referred to Committee on Transportation and Infrastructure
SB 0492 of 2013 (PA 0479 of 2014),Senate Bill,Education; attendance; eligibility for kindergarten early entry for school of choice students; revise school code to clarify. Amends sec. 1147 of 1976 PA 451 (MCL 380.1147).Last Action: ASSIGNED PA 0479'14 WITH IMMEDIATE EFFECT
SB 0493 of 2013 (PA 0556 of 2014),Senate Bill,Communications; broadcasting; local zoning accommodation of amateur radio; require as provided by federal law. Amends 2006 PA 110 (MCL 125.3101 - 125.3702) by adding sec. 205a.Last Action: ASSIGNED PA 0556'14 WITH IMMEDIATE EFFECT
SB 0494 of 2013 (PA 0153 of 2014),Senate Bill,"Occupations; community planners; registration, application, and examination fees for community planners; repeal. Repeals sec. 23 of 1979 PA 152 (MCL 338.2223).  TIE BAR WITH: HB 4377'13Last Action: ASSIGNED PA 0153'14 WITH IMMEDIATE EFFECT"
SB 0495 of 2013,Senate Bill,"State financing and management; other; implementation of section 29 of article IX of the state constitution; provide for, and repeal 1979 PA 101. Implements sec. 29, art. IX of the state constitution & repeals 1979 PA 101 (MCL 21.231 - 21.244).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
SB 0496 of 2013,Senate Bill,"Administrative procedure; rules; delegation of legislative authority that violates constitutional prohibition against unfunded mandates; nullify under certain circumstances. Amends secs. 3, 5, 7a, 40, 44, 45, 45a & 45b of 1969 PA 306 (MCL 24.203 et seq.) & adds sec. 9.  TIE BAR WITH: SB 0495'13Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-2"
SB 0497 of 2013,Senate Bill,"Legislature; committees; local government mandate panel; create, and prescribe its duties. Amends 1986 PA 268 (MCL 4.1101 - 4.1901) by adding ch. 7C.  TIE BAR WITH: SB 0495'13Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
SB 0498 of 2013,Senate Bill,"Civil procedure; other; procedures for actions under sections 25 to 32 of article IX of the state constitution; revise. Amends sec. 308a of 1961 PA 236 (MCL 600.308a) & adds secs. 308b, 308c, 308d, 308e, 308f & 308g.  TIE BAR WITH: SB 0495'13Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
SB 0499 of 2013,Senate Bill,"Law enforcement; other; human trafficking reporting act; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
SB 0500 of 2013,Senate Bill,"Criminal procedure; forfeiture; sale of forfeited assets from human trafficking crimes; require funds to be deposited in fund for human trafficking, and provide for the distribution of those funds. Amends sec. 4708 of 1961 PA 236 (MCL 600.4708).  TIE BAR WITH: SB 0499'13Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
SB 0501 of 2013,Senate Bill,"Crimes; other; failure to report human trafficking; prohibit, and provide a penalty. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 462k.  TIE BAR WITH: SB 0499'13Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
SB 0502 of 2013,Senate Bill,"Criminal procedure; sex offender registration; registration as sex offender for committing certain prostitution and human trafficking violations; require. Amends sec. 2 of 1994 PA 295 (MCL 28.722).Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
SB 0503 of 2013,Senate Bill,"Criminal procedure; evidence; questioning victim of human trafficking about prior criminal activity; prohibit under certain circumstances. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 462l.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
SB 0504 of 2013 (PA 0046 of 2014),Senate Bill,"Liquor; other; administration of the liquor control code; clarify. Amends sec. 925 of 1998 PA 58 (MCL 436.1925).  TIE BAR WITH: HB 4277'13, HB 4709'13, HB 4710'13, HB 4711'13, SB 0505'13, SB 0506'13, SB 0507'13, SB 0650'13, SB 0651'13Last Action: ASSIGNED PA 0046'14 WITH IMMEDIATE EFFECT"
SB 0505 of 2013 (PA 0047 of 2014),Senate Bill,"Liquor; other; aid and assistance provisions regarding certain secondary use items; modify. Amends sec. 609 of 1998 PA 58 (MCL 436.1609).  TIE BAR WITH: HB 4277'13, HB 4709'13, HB 4710'13, HB 4711'13, SB 0504'13, SB 0506'13, SB 0507'13, SB 0650'13, SB 0651'13Last Action: ASSIGNED PA 0047'14 WITH IMMEDIATE EFFECT"
SB 0506 of 2013 (PA 0048 of 2014),Senate Bill,"Liquor; tax; collection and payment of the beer tax; clarify. Amends sec. 409 of 1998 PA 58 (MCL 436.1409).  TIE BAR WITH: HB 4277'13, HB 4709'13, HB 4710'13, HB 4711'13, SB 0504'13, SB 0505'13, SB 0507'13, SB 0650'13Last Action: ASSIGNED PA 0048'14 WITH IMMEDIATE EFFECT"
SB 0507 of 2013 (PA 0049 of 2014),Senate Bill,"Liquor; tax; method for collection and payment of wine and mixed spirit drink tax; provide for. Amends sec. 301 of 1998 PA 58 (MCL 436.1301).  TIE BAR WITH: HB 4277'13, HB 4709'13, HB 4710'13, HB 4711'13, SB 0504'13, SB 0505'13, SB 0506'13, SB 0650'13, SB 0651'13Last Action: ASSIGNED PA 0049'14 WITH IMMEDIATE EFFECT"
SB 0508 of 2013,Senate Bill,Use tax; collections; effective date on tax for use or consumption for a manufacturer that affixes a product to real estate; modify. Amends enacting sec. 1 of 1937 PA 94 (MCL 205.91 - 205.111).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0509 of 2013,Senate Bill,"Property; conveyances; sale of Farnum building; allow, and earmark revenue. Creates land transfer act.Last Action: referred to Committee on Government Operations"
SB 0510 of 2013,Senate Bill,"Insurance; no-fault; eligibility for personal injury protection benefits; modify, and exempt certain individuals. Amends secs. 3021, 3101, 3109 & 3113 of 1956 PA 218 (MCL 500.3021 et seq.).Last Action: REFERRED TO COMMITTEE ON INSURANCE"
SB 0511 of 2013,Senate Bill,Property tax; assessments; definition of existing use in determining property's true cash value; clarify. Amends sec. 27 of 1893 PA 206 (MCL 211.27).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0512 of 2013,Senate Bill,Occupations; landscape architects; fees for licensed landscape architects; repeal. Repeals sec. 15 of 1979 PA 152 (MCL 338.2215).  TIE BAR WITH: SB 0513'13Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0513 of 2013,Senate Bill,Occupations; landscape architects; licensure of landscape architects; repeal and rescind administrative rules. Amends secs. 303a & 411 of 1980 PA 299 (MCL 339.303a & 339.411); adds sec. 205c & repeals art. 22 of 1980 PA 299 (MCL 339.2201 - 339.2211).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0514 of 2013,Senate Bill,"Occupations; respiratory therapists; licensure of respiratory care therapists; repeal, and rescind administrative rules. Amends sec. 16186 of 1978 PA 368 (MCL 333.16186); adds sec. 16152 & repeals sec. 16344 of 1978 PA 368 (MCL 333.16344) & repeals pt. 187 of 1978 PA 368 (MCL 333.18701 - 333.18713).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM"
SB 0515 of 2013,Senate Bill,State; symbol; blueberry; designate as the official state fruit. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SB 0516 of 2013,Senate Bill,"Corporate income tax; financial institutions; certain foreign corporations, tax base, and unitary filing provisions; revise. Amends secs. 651, 653, 655 & 657 of 1967 PA 281 (MCL 206.651 et seq.).Last Action: referred to second reading"
SB 0517 of 2013,Senate Bill,"State financing and management; purchasing; buy Michigan preference; create. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).Last Action: REFERRED TO COMMITTEE ON REFORMS, RESTRUCTURING AND REINVENTING"
SB 0518 of 2013,Senate Bill,Traffic control; traffic regulation; use of vehicle boots for failure to satisfy certain court obligations; allow. Amends sec. 4803 of 1961 PA 236 (MCL 600.4803).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0519 of 2013,Senate Bill,"Civil procedure; other; fines, costs, and other indebtedness to courts; require SCAO to establish a database, and require civil litigants to check database before paying or collecting on a judgment. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 1477.  TIE BAR WITH: SB 0534'13Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0520 of 2013 (PA 0377 of 2014),Senate Bill,Crime victims; restitution; restitution orders for crime of nonpayment of support; clarify. Amends sec. 165 of 1931 PA 328 (MCL 750.165).Last Action: ASSIGNED PA 0377'14 WITH IMMEDIATE EFFECT
SB 0521 of 2013 (PA 0378 of 2014),Senate Bill,"Family law; child support; authority of friend of the court to issue subpoenas for show cause and notice to appear; allow, and provide for other general amendments. Amends secs. 3, 31, 32, 33, 37, 44 & 45 of 1982 PA 295 (MCL 552.603 et seq.); adds sec. 36 & repeals sec. 35 of 1982 PA 295 (MCL 552.635).Last Action: ASSIGNED PA 0378'14 WITH IMMEDIATE EFFECT"
SB 0522 of 2013 (PA 0379 of 2014),Senate Bill,Family law; child support; certain fees; repeal. Repeals secs. 14a & 23 of 1952 PA 8 (MCL 780.164a & 780.173).Last Action: ASSIGNED PA 0379'14 WITH IMMEDIATE EFFECT
SB 0523 of 2013,Senate Bill,"Family law; child support; qualified individual retirement accounts; include in financial institutions data match. Amends sec. 2 of 1982 PA 295 (MCL 552.602).  TIE BAR WITH: SB 0524'13, SB 0525'13Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
SB 0524 of 2013,Senate Bill,"Civil procedure; garnishment; retirement accounts; subject accounts that are levied upon for child support to garnishment. Amends sec. 6023 of 1961 PA 236 (MCL 600.6023).  TIE BAR WITH: SB 0523'13, SB 0525'13Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
SB 0525 of 2013,Senate Bill,"Family law; child support; qualified individual retirement accounts; include in financial institutions data match. Amends sec. 1 of 1971 PA 174 (MCL 400.231).  TIE BAR WITH: SB 0523'13, SB 0524'13Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
SB 0526 of 2013 (PA 0380 of 2014),Senate Bill,Family law; child support; assignments of support process; modify. Amends sec. 5d of 1982 PA 295 (MCL 552.605d).Last Action: ASSIGNED PA 0380'14 WITH IMMEDIATE EFFECT
SB 0527 of 2013,Senate Bill,"Civil procedure; costs and fees; fees for actions involving child custody, support, or parenting time; require payment at time action is filed. Amends sec. 2529 of 1961 PA 236 (MCL 600.2529).Last Action: postponed temporarily"
SB 0528 of 2013 (PA 0388 of 2014),Senate Bill,Gaming; lottery; distribution of lottery winnings for child support arrearages; update to reflect payment to the state disbursement unit and require the lottery bureau to pay any indebtedness to department of human services. Amends sec. 32 of 1972 PA 239 (MCL 432.32).Last Action: ASSIGNED PA 0388'14 WITH IMMEDIATE EFFECT
SB 0529 of 2013 (PA 0381 of 2014),Senate Bill,Family law; child support; allocation and distribution determination authority; modify. Amends sec. 3 of 1971 PA 174 (MCL 400.233).Last Action: ASSIGNED PA 0381'14 WITH IMMEDIATE EFFECT
SB 0530 of 2013 (PA 0382 of 2014),Senate Bill,"Family law; friend of the court; powers and duties of office of child support; modify, and provide other general amendments. Amends secs. 9, 12, 13, 15, 22 & 26 of 1982 PA 294 (MCL 552.509 et seq.).Last Action: ASSIGNED PA 0382'14 WITH IMMEDIATE EFFECT"
SB 0531 of 2013,Senate Bill,Occupations; landscape architects; contracts with public entities; revise prohibition against certain indemnification provisions. Amends sec. 1 of 1966 PA 165 (MCL 691.991).  TIE BAR WITH: SB 0513'13Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
SB 0532 of 2013,Senate Bill,Property tax; principal residence exemption; eligibility to claim exemption on certain homes in foreclosure claimed by certain foreclosing entities; eliminate requirement to pay amount equivalent to school operating mills. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
SB 0533 of 2013 (PA 0020 of 2014),Senate Bill,Economic development; brownfield redevelopment authority; date of report for collection of certain tax increment revenue; revise for 2013 only. Amends sec. 15a of 1996 PA 381 (MCL 125.2665a).Last Action: ASSIGNED PA 0020'14 WITH IMMEDIATE EFFECT
SB 0534 of 2013,Senate Bill,"Gaming; lottery; lottery winners; allow lottery bureau to withhold for unpaid court fines, costs, and victim compensation. Amends sec. 32 of 1972 PA 239 (MCL 432.32).  TIE BAR WITH: SB 0519'13Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0535 of 2013 (PA 0276 of 2014),Senate Bill,"Criminal procedure; other; methamphetamine abuse reporting act; create, and prohibit certain controlled substance offenders from obtaining products containing ephedrine or pseudoephedrine under certain circumstances. Creates new act.  TIE BAR WITH: SB 0756'14Last Action: ASSIGNED PA 0276'14 WITH IMMEDIATE EFFECT"
SB 0536 of 2013 (PA 0274 of 2014),Senate Bill,Economic development; other; short-term abatement program; provide for. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7tt.Last Action: ASSIGNED PA 0274'14 WITH IMMEDIATE EFFECT
SB 0537 of 2013,Senate Bill,"Health; occupations; tattooing, branding, or body piercing of minors; prohibit under the age of 16 and require body art facility maintain signed consent forms for at least 1 year. Amends sec. 13102 of 1978 PA 368 (MCL 333.13102).Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0538 of 2013,Senate Bill,Animals; other; facilities accredited by the American zoo and aquarium association or the zoological association of America; exempt from certain provisions of large carnivore act. Amends sec. 22 of 2000 PA 274 (MCL 287.1122).Last Action: REFERRED TO COMMITTEE ON AGRICULTURE
SB 0539 of 2013 (PA 0173 of 2013),Senate Bill,Torts; governmental immunity; damage to underground facility; exempt from immunity. Amends sec. 7 of 1964 PA 170 (MCL 691.1407).  TIE BAR WITH: SB 0540'13Last Action: ASSIGNED PA 0173'13 WITH IMMEDIATE EFFECT
