Document,Type,Description
HR 0086 of 2007,House Resolution,A resolution commemorating September 2007 as Children's Internet Safety Month in the state of Michigan.Last Action: adopted
SR 0086 of 2007,Senate Resolution,"A resolution to memorialize the Congress of the United States to reject legislation that would preempt the authority of the Great Lakes states to curb the release of ballast water.
Last Action: ADOPTED AS SUBSTITUTED S-3"
SR 0087 of 2007,Senate Resolution,"A resolution to urge the Governor to reestablish the Groundwater Conservation Advisory Council.

Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
HR 0087 of 2007,House Resolution,"A resolution recognizing the 70th anniversary of the Michigan United Conservation Club.
Last Action: adopted"
HR 0088 of 2007,House Resolution,"A resolution to memorialize Congress to enact the passenger bill of rights act.

Last Action: adopted"
SR 0088 of 2007,Senate Resolution,A resolution to commemorate August 2007 as Michigan International Speedway Month in the state of Michigan.Last Action: ADOPTED
SR 0089 of 2007,Senate Resolution,"A resolution to memorialize the United States Congress to enact H.R. 2927, which responsibly balances achievable fuel economy increases with important economic and social concerns, including consumer demand.

Last Action:  ROLL CALL # 246 YEAS 32 NAYS 0 EXCUSED 6 NOT VOTING 0"
HR 0089 of 2007,House Resolution,"A resolution to encourage the Michigan Department of Natural Resources and the Michigan Public Service Commission to promote the Safe Passage Initiative.

Last Action: laid over one day under the rules"
HR 0090 of 2007,House Resolution,A resolution honoring the 25th anniversary of the Economic Alliance for Michigan (EAM).Last Action: adopted
SR 0090 of 2007,Senate Resolution,"A resolution to memorialize the Congress of the United States and Indiana Department of Environmental Management to stop the increased dumping of pollutants into Lake Michigan by the British Petroleum refinery in Indiana.

Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SR 0091 of 2007,Senate Resolution,A resolution observing September 2007 as National Alcohol and Drug Addiction Recovery Month in the state of Michigan.Last Action: ADOPTED
HR 0091 of 2007,House Resolution,"A resolution recognizing May 2, 2007, as ACES with Friends at the Capitol Day.Last Action: adopted"
HR 0092 of 2007,House Resolution,"A resolution to urge any state department or agency seeking to privatize any state services to conduct a pre-privatization cost-benefit analysis and submit it to the House and Senate Appropriations Committees beforehand.

Last Action: adopted"
SR 0092 of 2007,Senate Resolution,"A resolution to memorialize the United States Congress to reauthorize the State Children's Health Insurance Program (SCHIP) for the state of Michigan.
Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SR 0093 of 2007,Senate Resolution,"A resolution to recognize Liberty Renewable Fuels, LLC, for its effort in building Michigan's largest ethanol plant in Ithaca, Michigan.Last Action: ADOPTED"
HR 0093 of 2007,House Resolution,A resolution honoring the Dundee High School Wrestling team upon winning the 2007 Division III State ChampionshipLast Action: adopted
HR 0094 of 2007,House Resolution,"A resolution recognizing May 8, 2007, as Teacher Appreciation Day in the state of Michigan.Last Action: adopted"
SR 0094 of 2007,Senate Resolution,A resolution commemorating the 40th Anniversary of James Madison College at Michigan State University.Last Action: ADOPTED
SR 0095 of 2007,Senate Resolution,"A resolution to urge the International Joint Commission and the United States Army Corps of Engineers to expedite studies investigating the effect of dredging and erosion of the St. Clair River on the water levels of the upper Great Lakes and, if necessary, take prompt actions to remediate any impacts.

Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
HR 0095 of 2007,House Resolution,"A resolution recognizing May 7-11, 2007, as Teacher Appreciation Week in the state of Michigan.Last Action: adopted"
HR 0096 of 2007,House Resolution,"A resolution to express opposition to Norfolk Southern Corporation's proposed sale of its rail line between Lansing and Jackson.

Last Action: adopted"
SR 0096 of 2007,Senate Resolution,A resolution to memorialize the Congress of the United States to extend the H2B returning worker exemption permanently.Last Action: ADOPTED
SR 0097 of 2007,Senate Resolution,A resolution celebrating the grand opening of the new Detroit Institute of Arts (DIA).Last Action: ADOPTED
HR 0097 of 2007,House Resolution,"A resolution recognizing the National Association of Letter Carriers' 15th annual ""Stamp Out Hunger!"" food drive in the state of Michigan.Last Action: adopted"
HR 0098 of 2007,House Resolution,"A resolution to memorialize Congress to repeal Title II of the REAL ID Act of 2005 and to support a return to a negotiated rulemaking process with the states, as called for in S. 4117, the Identification Security Enhancement Act of 2006.

Last Action: referred to Committee on New Economy and Quality of Life"
SR 0098 of 2007,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to increase funding for Veterans Affairs health claims processing.

Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS"
SR 0099 of 2007,Senate Resolution,"A resolution to memorialize the Congress of the United States to ensure that all members of the Armed Forces receive post-deployment health assessments for possible post-traumatic stress disorder and traumatic brain injuries, and that these assessments follow these servicemembers as they transition from active duty to civilian life or reserve duty.
Last Action: ADOPTED"
HR 0099 of 2007,House Resolution,A resolution to commemorate May 2007 as Stroke Awareness Month in the state of Michigan.Last Action: adopted
HR 0100 of 2007,House Resolution,A resolution commemorating May 2007 as Mental Health Awareness Month in the state of Michigan.Last Action: adopted
SR 0100 of 2007,Senate Resolution,"A resolution to urge the United States Department of Defense to accept records of state screening for post-traumatic stress disorder and traumatic brain injuries in the absence of a federal screening record.

Last Action: ADOPTED"
SR 0101 of 2007,Senate Resolution,"A resolution to urge the Department of Defense to provide copies of Defense Department Form 214 to the home county of each member of the Armed Forces at the conclusion of their service.

Last Action: ADOPTED"
HR 0101 of 2007,House Resolution,"A resolution to urge the United States Congress to oppose the South Korea Free Trade Agreement.

Last Action: adopted"
HR 0102 of 2007,House Resolution,A resolution declaring May 2007 as Asian Pacific American Heritage Month in the state of Michigan.Last Action: adopted
SR 0102 of 2007,Senate Resolution,"A resolution to memorialize the Congress of the United States to provide for the construction and maintenance of a national cemetery in Michigan's Upper Peninsula.

Last Action: ADOPTED"
SR 0103 of 2007,Senate Resolution,"A resolution to urge the Michigan Civil Service Commission to amend the civil service rules regarding the veterans' hiring preference to extend the eligibility period from 5 years to 10 years following completion of active military duty.

Last Action: ADOPTED"
HR 0103 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to establish a tax on excess oil company profits and rebate those tax revenues to the nation's taxpayers.

Last Action: referred to Committee on Energy and Technology"
HR 0104 of 2007,House Resolution,"A resolution commemorating May 22-28, 2007, as Aquatic Invasive Species Awareness Week in the state of Michigan.Last Action: adopted"
SR 0104 of 2007,Senate Resolution,"A resolution to memorialize the United States Postal Service to offer reduced rates for mailing packages to military personnel serving in a theater of war.

Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS"
SR 0105 of 2007,Senate Resolution,"A resolution to memorialize the Congress of the United States to extend to veterans the option of enhanced insurance coverage to utilize private medical care facilities to alleviate some of the need to travel to distant VA hospitals.

Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS"
HR 0105 of 2007,House Resolution,"A resolution designating May 13-20, 2007, as Michigan AmeriCorps Week in the state of Michigan.Last Action: adopted"
HR 0106 of 2007,House Resolution,A resolution celebrating May 2007 as the 94th annual Be Kind to Animals Month in the state of Michigan.Last Action: adopted
SR 0106 of 2007,Senate Resolution,"A resolution to urge the Department of Veterans Affairs to base their decisions for VA outpatient clinic staffing levels and funding on the size of the local veteran population.

Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS"
SR 0107 of 2007,Senate Resolution,"A resolution memorializing the life of Vincenzo James Bruno, a proud Italian-American citizen whose very existence improved his community and his country.Last Action: ADOPTED"
HR 0107 of 2007,House Resolution,"A resolution to memorialize Congress to reauthorize Amtrak funding and support states in their efforts to expand passenger rail service.

Last Action: adopted"
HR 0108 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to take steps to remove the mandate for highly qualified effective teacher status from the No Child Left Behind provisions.
Last Action: referred to Committee on Education"
SR 0108 of 2007,Senate Resolution,A resolution honoring the Loyal Order of Moose and recognizing their fundraising efforts to aid in the creation of a memorial remembering the heroes of Flight 93.Last Action: ADOPTED
SR 0109 of 2007,Senate Resolution,A resolution recognizing September 2007 as Suicide Prevention Month in the state of Michigan.Last Action: ADOPTED
HR 0109 of 2007,House Resolution,"A resolution to urge the United States Secretary of State to increase efforts to urge the People's Republic of China to halt its violation of the human rights of its citizens, specifically the persecution of and forced harvesting of organs from practitioners of Falun Gong.
Last Action: adopted"
HR 0110 of 2007,House Resolution,A resolution recognizing May 2007 as Hearing Loss Awareness Month in the state of Michigan.Last Action: adopted
SR 0110 of 2007,Senate Resolution,"A resolution observing September 17-23, 2007, as Pollution Prevention Week in Michigan.Last Action: ADOPTED"
SR 0111 of 2007,Senate Resolution,"A resolution supporting civic education and observing September 16-22, 2007, as Michigan Legislators Back to School Week.Last Action: ADOPTED"
HR 0111 of 2007,House Resolution,A resolution applauding the Tuskegee Airmen  for the receipt of the Congressional Gold Medal and for their exemplary service to our state and the nation.Last Action: adopted
HR 0112 of 2007,House Resolution,"A resolution designating May 17, 2007, as Community College Day in the state of Michigan.Last Action: adopted"
SR 0112 of 2007,Senate Resolution,A resolution declaring October 2007 as Cooperative Month in Michigan.Last Action: ADOPTED
SR 0113 of 2007,Senate Resolution,"A resolution to urge the Federal Emergency Management Agency to reject proposed revisions to existing flood insurance rate maps in the state of Michigan.
Last Action: ADOPTED"
HR 0113 of 2007,House Resolution,"A resolution commemorating the history of the Ford Wixom Assembly Plant in Novi, Michigan.Last Action: adopted"
HR 0114 of 2007,House Resolution,A resolution congratulating the Michigan State University Men's Hockey Team upon winning the 2007 NCAA Championship.Last Action: adopted
SR 0114 of 2007,Senate Resolution,"A resolution to amend the Standing Rules of the Senate.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM"
SR 0115 of 2007,Senate Resolution,"A resolution recognizing the ""Connecting Michigan Statewide Trailways Vision and Action Plan"" as a milestone achievement for the statewide trailways system.Last Action: ADOPTED"
HR 0115 of 2007,House Resolution,A resolution commemorating May 2007 as Foster Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0116 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to provide a federal extension of unemployment benefits.

Last Action: referred to Committee on Labor"
SR 0116 of 2007,Senate Resolution,A resolution in recognition of the 2007 class of recreation and park professionals inducted into the Michigan Recreation and Park Association Hall of Fame.Last Action: ADOPTED
SR 0117 of 2007,Senate Resolution,"A resolution to memorialize Congress to override President Bush's veto of the bipartisan bill to reauthorize and expand the State Children's Health Insurance Program (SCHIP).

Last Action: DISCHARGE COMMITTEE WITHDRAWN"
HR 0117 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to provide a federal extension of unemployment benefits for those unemployed workers in the state of Michigan.

Last Action:  Roll Call # 486 Yeas 106 Nays 0"
HR 0118 of 2007,House Resolution,"A resolution commemorating June 10 - 16, 2007, as Emerald Ash Borer Awareness Week in the state of Michigan.Last Action: adopted"
SR 0118 of 2007,Senate Resolution,"A resolution declaring October 14-20, 2007, as Credit Union Week in Michigan.Last Action: ADOPTED"
SR 0119 of 2007,Senate Resolution,"A resolution to urge the Michigan Office of Financial and Insurance Services to continue its participation in the states-based development of the Nationwide Mortgage Licensing System.

Last Action: ADOPTED"
HR 0119 of 2007,House Resolution,"A resolution proclaiming the week of May 19-25, 2007, as Michigan Safe Boating Week.Last Action: adopted"
HR 0120 of 2007,House Resolution,"A resolution to amend the Standing Rules of the House of Representatives.

Last Action: adopted"
SR 0120 of 2007,Senate Resolution,A resolution offered as a memorial for Jerry Lawler.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0121 of 2007,Senate Resolution,"A resolution declaring November 4-10, 2007, as Michigan Long-Term Care Awareness Week in the state of Michigan.Last Action: ADOPTED"
HR 0121 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to encourage expansion of existing or the construction of new petroleum refineries in the United States to meet our increasing energy needs.

Last Action: adopted"
HR 0122 of 2007,House Resolution,"A resolution to urge all of Michigan's public universities to create an exception to grant residency status to students seeking to maintain their Michigan residency status following the transfer of an active duty parent by the military.

Last Action: adopted"
SR 0122 of 2007,Senate Resolution,"A resolution to urge state departments, universities, community colleges, and local units of government not to invest or deposit any funds in any business, legal, or governmental entity or institution that is engaged in business with known state sponsors of terror or has facilities in these countries.

Last Action: ADOPTED AS SUBSTITUTED S-1"
SR 0123 of 2007,Senate Resolution,"A resolution to support the plan of the Detroit International Bridge Company to establish an enhancement span to the Ambassador Bridge and to urge the Michigan Strategic Fund and U.S. and Canadian authorities to take certain actions regarding this project.

Last Action: ADOPTED"
HR 0123 of 2007,House Resolution,"A resolution to express support for the securitization of tobacco settlement fund money to the general fund as part of the effort to balance the state budget, provided this step is part of a long-term solution to the structural deficit.

Last Action: adopted"
HR 0124 of 2007,House Resolution,"A resolution to express support for amending the Higher Education Loan Authority Act to extend to the Higher Education Loan Authority the power to grant and pay money to the Michigan Merit Award Trust Fund, provided this step is part of a long-term solution to the structural deficit.

Last Action: adopted"
SR 0124 of 2007,Senate Resolution,"A resolution to memorialize the President of the United States and the United States Congress to work in good faith and in a bipartisan manner to adopt legislation to reauthorize the State Children's Health Insurance Program (SCHIP) and provide for the ability to expand such program to cover additional uninsured children.

Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SR 0125 of 2007,Senate Resolution,"A resolution recognizing November 8, 2007, as National Parents As Teachers Day in Michigan.Last Action: ADOPTED"
HR 0125 of 2007,House Resolution,"A resolution to express support for the governor's proposal to consolidate and centralize state internal auditing and internal control system functions.

Last Action: adopted"
HR 0126 of 2007,House Resolution,A resolution commemorating May 2007 as Bike Month in Michigan.Last Action: adopted
SR 0126 of 2007,Senate Resolution,"A resolution honoring veterans on Veterans Day, November 11, 2007.Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS"
SR 0127 of 2007,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact H.R. 3725, the Mortgage Disclosure Simplification Act of 2007.

Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS"
HR 0127 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation, and the President of the United States to sign legislation, to make gasoline price gouging a crime in times of an energy emergency.

Last Action: referred to Committee on Energy and Technology"
HR 0128 of 2007,House Resolution,A resolution to commemorate June 2007 as Michigan Horse Racing Month in the state of Michigan.Last Action: adopted
SR 0128 of 2007,Senate Resolution,A resolution applauding AT&T Michigan for its recognition as the Michigan Chronicle's Company of the Year 2007.Last Action: ADOPTED
SR 0129 of 2007,Senate Resolution,"A resolution opposing the proposed Triangle Project and urging the developers in good faith to discontinue the project in light of Michigan’s struggling economy and limited revenue and expressing the intent of the Senate not to appropriate any money for the lease after the State of Michigan takes possession of the building.

Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
HR 0129 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to provide funding to the United States Army Corps of Engineers for dredging recreational harbors in Michigan.

Last Action: re-referred to Committee on Tourism, Outdoor Recreation and Natural Resources"
HR 0130 of 2007,House Resolution,"A resolution to urge Michigan's public universities to adopt policies to prohibit investment in nations identified by the United States State Department as state sponsors of terrorism.

Last Action: referred to Committee on Government Operations"
SR 0130 of 2007,Senate Resolution,"A resolution to request that the Governor reimburse the community of Livonia for the jobs and economic losses resulting from the move of Quicken Loans to downtown Detroit.

Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM"
SR 0131 of 2007,Senate Resolution,"A resolution to request the congressional Joint Committee on the Library to approve the replacement of Michigan's statue of Zachariah Chandler with an image of President Gerald R. Ford as part of the National Statuary Hall Collection and to take other actions related to this undertaking.

Last Action: ADOPTED"
HR 0131 of 2007,House Resolution,"A resolution recognizing the Cooperative Elevator Company of Pigeon, Michigan as the 2006 Agricultural Exporter of the Year.Last Action: adopted"
HR 0132 of 2007,House Resolution,"A resolution to urge the Governor to implement a statewide recycling initiative.

Last Action: referred to Committee on Great Lakes and Environment"
SR 0132 of 2007,Senate Resolution,A resolution commemorating December 16 as Michigan POW/MIA Recognition Day.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0133 of 2007,Senate Resolution,"A resolution to urge the Michigan Department of Transportation to add an interchange in the charter township of Canton at I-275 and Warren Road.
Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION"
HR 0133 of 2007,House Resolution,A resolution commemorating the 50th Anniversary of the Mackinac Bridge and recognizing all the people who supported it throughout history.Last Action: adopted
HR 0134 of 2007,House Resolution,"A resolution to urge Michigan's state executive departments to transmit required reports electronically.

Last Action: referred to Committee on Government Operations"
HR 0135 of 2007,House Resolution,"A resolution to memorialize Congress to provide adequate funding to the United States Department of State to help ensure the efficient and timely processing of passports and associated refunds.

Last Action: referred to Committee on Government Operations"
HR 0136 of 2007,House Resolution,"A resolution recognizing June 17-23, 2007, as Juvenile Diabetes Awareness Week in the state of Michigan.Last Action: adopted"
HR 0137 of 2007,House Resolution,"A resolution to amend the Standing Rules of the House of Representatives.

Last Action: referred to Committee on Oversight and Investigations"
HR 0138 of 2007,House Resolution,A resolution commemorating June 2007 as Black Music Month in the state of Michigan.Last Action: adopted
HR 0139 of 2007,House Resolution,"A resolution to memorialize manufacturers of products marketed for children who are seven years old or younger to remove certain toxic substances from the products and replace these substances with the least toxic substances available.

Last Action: referred to Committee on Health Policy"
HR 0140 of 2007,House Resolution,A resolution designating July 2007 as Michigan Craft Beer Month and commending the Michigan Craft Brewers.Last Action: adopted
HR 0141 of 2007,House Resolution,"A resolution honoring the centennial of United Parcel Service of America, Inc. (UPS) and recognizing their contributions to the citizens of Michigan.Last Action: adopted"
HR 0142 of 2007,House Resolution,"A resolution to memorialize the United States Congress to investigate issues regarding the high price of gasoline nationally and in Michigan; to identify long-term solutions to sustain lower gasoline prices; and to encourage the development and use of ethanol and biodiesel fuels as well as other emerging alternative energy technologies to lower the market price of gasoline.

Last Action: referred to Committee on Agriculture"
HR 0143 of 2007,House Resolution,"A resolution recognizing July 1 - 7, 2007, as Dietary Manager's Association Week in the state of Michigan.Last Action: adopted"
HR 0144 of 2007,House Resolution,"A resolution to recognize June 30-July 7, 2007, as Fun, Safe Swimming Week in the state of Michigan.Last Action: adopted"
HR 0145 of 2007,House Resolution,"A resolution to memorialize the United States Congress to enact legislation that replaces the outdated Fast Track system so United States trade agreements are developed in a more democratic and inclusive way that protects federalism and state sovereignty.

Last Action: referred to Committee on Government Operations"
HR 0146 of 2007,House Resolution,A resolution recognizing July 2007 as Professional Pest Management Month in the state of Michigan.Last Action: adopted
HR 0147 of 2007,House Resolution,"A resolution urging the Michigan Sports Hall of Fame to follow the lead of the National Baseball Hall of Fame in Cooperstown and cast their vote in favor of Norman ""Turkey"" Stearnes's entry into the Michigan Sports Hall of Fame.Last Action: adopted"
HR 0148 of 2007,House Resolution,"A resolution to request the Joint Committee on the Library of Congress to approve the placement of a statue of President Gerald R. Ford as part of the National Statuary Hall Collection in the United States Capitol.

Last Action: adopted"
HR 0149 of 2007,House Resolution,"A resolution to urge the Michigan Strategic Fund to reject the Ambassador Bridge's application for United States Department of Transportation private activity bonds for the construction of a new privately owned international crossing of the Detroit River.

Last Action: referred to Committee on Transportation"
HR 0150 of 2007,House Resolution,"A resolution to urge the Appropriations Committees of the Michigan House of Representatives and the Michigan Senate to oppose the adoption of an ""anti-tourism"" tax on specific tourism sectors in the state.

Last Action: referred to Committee on Oversight and Investigations"
HR 0151 of 2007,House Resolution,"A resolution offered as a memorial for Tom Meyer, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0152 of 2007,House Resolution,"A resolution to memorialize Congress to provide funding for the partnership program of the United States Census Bureau.

Last Action: adopted"
HR 0153 of 2007,House Resolution,"A resolution to amend the Standing Rules of the House of Representatives.

Last Action: adopted"
HR 0154 of 2007,House Resolution,"A resolution to memorialize the United States Congress to investigate and adjust the formula for allocating funding to the states for the Emergency Food Assistance Program.

Last Action: referred to Committee on Agriculture"
HR 0155 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Hearing Aid Assistance Tax Credit Act.

Last Action: adopted"
HR 0156 of 2007,House Resolution,"A resolution to encourage Congress and the United States Department of Agriculture to implement food policies that promote healthy food, farms, and communities by encouraging local production of fruits and vegetables by specialty crop farmers.

Last Action: adopted"
HR 0157 of 2007,House Resolution,"A resolution commemorating August 4, 2007, as Michigan Airborne Day.Last Action: adopted"
HR 0158 of 2007,House Resolution,"A resolution to concur in a tribal-state gaming compact between the Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians of Michigan (the Gun Lake Band) and the State of Michigan and signed on May 9, 2007.

Last Action:  Roll Call # 284 Yeas 63 Nays 41"
HR 0159 of 2007,House Resolution,"A resolution to urge the President of the United States, the United States Congress and the United States Department of State to consult with appropriate officials in Syria, Lebanon, and the Palestinian Authority regarding the status of missing Israeli soldiers and demand the immediate and unconditional release of three Israeli soldiers currently believed to be held by Hamas and Hezbollah.

Last Action: referred to Committee on Government Operations"
HR 0160 of 2007,House Resolution,A resolution to commemorate August 2007 as Michigan International Speedway Month in the state of Michigan.Last Action: adopted
HR 0161 of 2007,House Resolution,"A resolution to express opposition to the closing of St. John Riverview Center in Detroit.

Last Action: referred to Committee on Health Policy"
HR 0162 of 2007,House Resolution,"A resolution commemorating August 18, 2007, as Family Preservation Day in the state of Michigan.Last Action: referred to Committee on Families and Children's Services"
HR 0163 of 2007,House Resolution,"A resolution to express opposition to the increased discharge of pollution into Lake Michigan from the British Petroleum refinery at Whiting, Indiana.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0164 of 2007,House Resolution,"A resolution to recognize September 9, 2007, as Fetal Alcohol Spectrum Disorders Awareness Day in the state of Michigan.Last Action: adopted"
HR 0165 of 2007,House Resolution,"A resolution to memorialize the United States Congress to enact H.R. 2927, which responsibly balances achievable fuel economy increases with important economic and social concerns, including consumer demand.

Last Action: adopted"
HR 0166 of 2007,House Resolution,"A resolution to encourage the Federal Highway Administration to approve the $1,000,000 grant request, submitted by the Michigan Department of Transportation, to develop a rail transit route as an alternative to U.S. 23 in Livingston and Washtenaw counties.

Last Action: adopted"
HR 0167 of 2007,House Resolution,"A resolution declaring September 2007 as College Savings Month in the state of Michigan.
Last Action: adopted"
HR 0168 of 2007,House Resolution,"A resolution to urge municipalities in Michigan to participate in the StormReady program.

Last Action: referred to Committee on Intergovernmental, Urban and Regional Affairs"
HR 0169 of 2007,House Resolution,"A resolution to urge the Department of State Police to determine the extent of dog fighting activity in Michigan.

Last Action: referred to Committee on Judiciary"
HR 0170 of 2007,House Resolution,A resolution commemorating the 40th anniversary of Michigan State University's James Madison College.Last Action: adopted
HR 0171 of 2007,House Resolution,A resolution to commemorate September 2007 as National Alcohol and Drug Addiction Recovery Month in the state of Michigan.Last Action: adopted
HR 0172 of 2007,House Resolution,"A resolution to urge the Congress of the United States and the United States Environmental Protection Agency to address the recent approval of increased pollution by British Petroleum into the Great Lakes.

Last Action: adopted"
HR 0173 of 2007,House Resolution,"A resolution to amend the Standing Rules of the House of Representatives.

Last Action: adopted"
HR 0174 of 2007,House Resolution,"A resolution to memorialize the United States Congress to examine current trade policies with China, including the issues of safety and the overall impact of Chinese goods on our country.

Last Action: referred to Committee on Commerce"
HR 0175 of 2007,House Resolution,"A resolution to memorialize the United States Congress to reestablish medical care for certain veterans whose income and disability status disqualified them for Department of Veterans Affairs medical care as of January 17, 2003.

Last Action: adopted"
HR 0176 of 2007,House Resolution,"A resolution to memorialize Congress to repeal Title II of the REAL ID Act of 2005 and to support a return to a negotiated rulemaking process with the states.

Last Action: adopted"
HR 0177 of 2007,House Resolution,"A resolution to express support for the application by Northwest Airlines to operate direct flights between Detroit and Shanghai and Beijing, China.

Last Action: referred to Committee on Transportation"
HR 0178 of 2007,House Resolution,"A resolution to urge the United States Conference of Mayors to revisit and update their study of the impact of federal jobs programs in urban areas.

Last Action: referred to Committee on Intergovernmental, Urban and Regional Affairs"
HR 0179 of 2007,House Resolution,"A resolution urging the President and Congress to mobilize our industrial resources to support the war effort in order to accelerate our ability to return our troops home.

Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
HR 0180 of 2007,House Resolution,"A resolution to urge Michigan's public colleges and universities to adopt a preferential acceptance policy for Michigan applicants.

Last Action: referred to Committee on Education"
HR 0181 of 2007,House Resolution,"A resolution recognizing the 225th anniversary of the Purple Heart on Tuesday, August 7, 2007.Last Action: adopted"
HR 0182 of 2007,House Resolution,A resolution commemorating September 2007 as Mental Health Awareness and Suicide Prevention Month in Michigan.Last Action: adopted
HR 0183 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to continue exempting returning workers from the cap on H2B visas.
Last Action: adopted"
HR 0184 of 2007,House Resolution,"A resolution to express support for the National Labor Relations Board Union in its attempts to bargain with the National Labor Relations Board.

Last Action: referred to Committee on Oversight and Investigations"
HR 0185 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to reauthorize the Water Resources Development Act.

Last Action: referred to Committee on Tourism, Outdoor Recreation and Natural Resources"
HR 0186 of 2007,House Resolution,"A resolution to express the intent of the Michigan House of Representatives to provide funding for a Secretary of State branch office in Milan, Michigan.

Last Action: referred to Committee on Government Operations"
HR 0187 of 2007,House Resolution,"A resolution proclaiming September 22, 2007, as Hunting and Fishing Day in the state of Michigan.Last Action: adopted"
HR 0188 of 2007,House Resolution,A resolution recognizing the 35th anniversary of National Hunting and Fishing Day.Last Action: adopted
HR 0189 of 2007,House Resolution,"A resolution of tribute offered as a memorial for James F. Smith, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0190 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to create the Homeowners and Bank Protection Act.

Last Action: referred to Committee on Banking and Financial Services"
HR 0191 of 2007,House Resolution,"A resolution declaring November 4-10, 2007, as Michigan Long-Term Care Awareness Week in the state of Michigan.Last Action: adopted"
HR 0192 of 2007,House Resolution,A resolution declaring October 2007 as Apple Cider Month in the state of Michigan.Last Action: adopted
HR 0193 of 2007,House Resolution,"A resolution proclaiming Friday, September 28, 2007 as Michigan Indian Day.Last Action: adopted"
HR 0194 of 2007,House Resolution,"A resolution recognizing October 15 through October 19, 2007, as National School Lunch Week.Last Action: adopted"
HR 0195 of 2007,House Resolution,A resolution proclaiming September 2007 as Life Insurance Awareness Month.Last Action: adopted
HR 0196 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to adopt and submit to the states for ratification an amendment to the United States Constitution to require a balanced budget.

Last Action: referred to Committee on Government Operations"
HR 0197 of 2007,House Resolution,A resolution recognizing the 40th anniversary of the Michigan Chapter of the Sierra Club.Last Action: adopted
HR 0198 of 2007,House Resolution,A resolution recognizing October 2007 as Polish Heritage Month in the state of Michigan.Last Action: adopted
HR 0199 of 2007,House Resolution,"A resolution to urge the United States Congress to enact legislation to provide for an energy efficiency block grant program.

Last Action: referred to Committee on Energy and Technology"
HR 0200 of 2007,House Resolution,"A resolution recognizing October 7-13, 2007, as Michigan Fire Prevention Week in the state of Michigan.Last Action: adopted"
HR 0201 of 2007,House Resolution,"A resolution to memorialize the United States Congress to override the President's veto of the State Children's Health Insurance Program (SCHIP).
Last Action:  Roll Call # 461 Yeas 72 Nays 34"
HR 0202 of 2007,House Resolution,A resolution recognizing October 2007 as Breast Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0203 of 2007,House Resolution,A resolution designating October 2007 as Safe Sleep Awareness Month in the state of Michigan.Last Action: adopted
HR 0204 of 2007,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to require health plans to cover a minimum hospital stay for mastectomies, lumpectomies, and lymph node dissection for the treatment of breast cancer.

Last Action: referred to Committee on Health Policy"
