Document,Type,Description
HB 4247 of 2009,House Bill,Communications; video services; dispute resolution process; provide for. Amends sec. 10 of 2006 PA 480 (MCL 484.3310).Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
HB 4248 of 2009 (PA 54 of 2010),House Bill,Retirement; state employees; provision relating to reemployment of retired nursing staff in the department of corrections; modify. Amends sec. 68c of 1943 PA 240 (MCL 38.68c).Last Action: assigned PA 54'10 with immediate effect
HB 4249 of 2009,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for certain prescription drug crimes; enact. Amends sec. 13n, ch. XVII of 1927 PA 175 (MCL 777.13n).  TIE BAR WITH: HB 4250'09Last Action: printed bill filed 02/12/2009"
HB 4250 of 2009,House Bill,Crimes; controlled substances; penalties for certain prescription drug violations; increase. Amends sec. 17766 of 1978 PA 368 (MCL 333.17766).Last Action: printed bill filed 02/12/2009
HB 4251 of 2009,House Bill,Housing; landlord and tenants; requirement for landlord to provide a means for solid waste disposal to tenants being evicted; establish. Creates new act.Last Action: printed bill filed 02/12/2009
HB 4252 of 2009,House Bill,Highways; other; toll roads; allow. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 1j.Last Action: printed bill filed 02/12/2009
HB 4253 of 2009,House Bill,Insurance; unfair trade practices; rates based on location of insured's residence; prohibit. Amends sec. 2111 of 1956 PA 218 (MCL 500.2111) & adds sec. 2004.Last Action: printed bill filed 02/12/2009
HB 4254 of 2009,House Bill,Transportation; funds; requirement for 50% of transportation contracts to be given to local municipality in which contract is located; establish. Amends sec. 11c of 1951 PA 51 (MCL 247.661c).Last Action: printed bill filed 02/12/2009
HB 4255 of 2009,House Bill,State financing and management; purchasing; competitive bidding requirement; modify. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).  TIE BAR WITH: HB 4254'09Last Action: printed bill filed 02/12/2009
HB 4256 of 2009,House Bill,Michigan business tax; other; relief during transition period for penalties and interest associated with the underpayment of estimated taxes; provide for. Amends sec. 501 of 2007 PA 36 (MCL 208.1501).Last Action: printed bill filed 02/12/2009
HB 4257 of 2009 (PA 182 of 2009),House Bill,"Communications; telecommunications; intrastate switched toll access service rates; modify, and create an intrastate switched toll access rate restructuring mechanism. Amends sec. 310 of 1991 PA 179 (MCL 484.2310).Last Action: assigned PA 182'09 with immediate effect"
HB 4258 of 2009 (PA 7 of 2009),House Bill,"Appropriations; supplemental; multidepartment supplemental for fiscal year ending September 30, 2009; provide for. Creates appropriation act.Last Action: assigned PA 7'09 with immediate effect"
HB 4259 of 2009,House Bill,Appropriations; supplemental; multidepartment supplemental for certain fiscal years; provide for. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4260 of 2009,House Bill,Appropriations; supplemental; funding to create a trade office overseas; provide for. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4261 of 2009,House Bill,Elections; registration; preregistration to vote at age 16; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 496a.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
HB 4262 of 2009,House Bill,Education; other; reduction in class sizes for K-3; require over 5-year period. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1290.Last Action: printed bill filed 02/18/2009
HB 4263 of 2009,House Bill,Animals; other; methods of use for euthanizing animals; clarify. Amends 1919 PA 339 (MCL 287.261 - 287.290) by adding sec. 19c.Last Action: printed bill filed 02/18/2009
HB 4264 of 2009 (PA 141 of 2009),House Bill,Michigan business tax; other; using historic credit carryforwards to offset recaptured credits; allow. Amends sec. 435 of 2007 PA 36 (MCL 208.1435).Last Action: assigned PA 141'09 with immediate effect
HB 4265 of 2009,House Bill,"History and arts; other; local historic district restrictions and enforcement; modify. Amends secs. 1a, 5, 9, 10, 11, 14 & 15 of 1970 PA 169 (MCL 399.201a et seq.) & adds secs. 14a & 14b.Last Action: printed bill filed 02/18/2009"
HB 4266 of 2009,House Bill,Michigan business tax; surcharge; historic preservation tax credit revisions; provide for. Amends sec. 435 of 2007 PA 36 (MCL 208.1435).Last Action: printed bill filed 02/18/2009
HB 4267 of 2009,House Bill,Criminal procedure; warrants; procedure for public disclosure of a civil or criminal arrest warrant; modify. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 1817.Last Action: printed bill filed 02/18/2009
HB 4268 of 2009,House Bill,Education; employees; notification to employees and law enforcement when threat of physical assault is made; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1307.Last Action: printed bill filed 02/18/2009
HB 4269 of 2009,House Bill,Crimes; malicious destruction; destruction or mutilation of war memorial or war monument; increase penalties to 5 years. Amends sec. 387 of 1931 PA 328 (MCL 750.387).Last Action: referred to second reading
HB 4270 of 2009,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of damaging or destroying a war memorial monument; establish. Amends sec. 16s, ch. XVII of 1927 PA 175 (MCL 777.16s).  TIE BAR WITH: HB 4269'09Last Action: referred to second reading"
HB 4271 of 2009,House Bill,"Property tax; other; separate disclosure statement stating the anticipated amount of taxes following a transfer of ownership; require to be signed by buyer and seller, real estate agent, or closing agent. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).Last Action: printed bill filed 02/18/2009"
HB 4272 of 2009,House Bill,Housing; housing development authority; location of a public sale; allow in sheriff's office. Amends sec. 48f of 1966 PA 346 (MCL 125.1448f).Last Action: printed bill filed 02/18/2009
HB 4273 of 2009,House Bill,Liens; mortgages; public sale of property being foreclosed by advertisement; allow to be held in sheriff's office. Amends sec. 3216 of 1961 PA 236 (MCL 600.3216).Last Action: printed bill filed 02/18/2009
HB 4274 of 2009,House Bill,Michigan business tax; credit; listing of tax credits available under the Michigan business tax act and report on the operation and effectiveness of each credit; require treasury to provide. Amends sec. 513 of 2007 PA 36 (MCL 208.1513).Last Action: printed bill filed 02/18/2009
HB 4275 of 2009,House Bill,Public employees and officers; state; health care benefits for state employees; limit. Creates new act.Last Action: printed bill filed 02/18/2009
HB 4276 of 2009,House Bill,Cemeteries and funerals; funeral practices; procedure to screen for veteran status when cremation order is signed; require of funeral homes. Amends 1980 PA 299 (MCL 339.101 - 339.2919) by adding sec. 1807a.Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
HB 4277 of 2009,House Bill,"Environmental protection; solid waste; placement of mercury in landfills or incinerators; prohibit except for under limited circumstances and require labeling of mercury-added products. Amends secs. 11503, 11514 & 11539 of 1994 PA 451 (MCL 324.11503 et seq.).  TIE BAR WITH: HB 4278'09Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
HB 4278 of 2009,House Bill,Environmental protection; prohibited products; mercury-added products sold in Michigan; revise definition and require labeling of. Amends sec. 17201 of 1994 PA 451 (MCL 324.17201) & adds sec. 17208.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
HB 4279 of 2009,House Bill,Environmental protection; prohibited products; mercury-added novelty or button-cell battery; prohibit sale of. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 17209.  TIE BAR WITH: HB 4278'09Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
HB 4280 of 2009,House Bill,Environmental protection; prohibited products; sale or distribution of elemental mercury; regulate. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 17211.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
HB 4281 of 2009,House Bill,"Environmental protection; prohibited products; phasing out of the sale of mercury-added products in the state of Michigan; provide for with a waiver to be granted under certain circumstances. Amends sec. 17201 of 1994 PA 451 (MCL 324.17201) & adds secs. 17210, 17215 & 17217.  TIE BAR WITH: HB 4278'09Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
HB 4282 of 2009,House Bill,State financing and management; purchasing; debarment process for vendors; modify. Amends sec. 264 of 1984 PA 431 (MCL 18.1264).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 4283 of 2009,House Bill,Income tax; credit; credit for certain renovations made to the home of a senior or person with a disability; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 278.Last Action: printed bill filed 02/18/2009
HB 4284 of 2009,House Bill,Campaign finance; contributions and expenditures; annual signature requirement for political action committee checkoff for payroll deductions; eliminate. Amends sec. 55 of 1976 PA 388 (MCL 169.255).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
HB 4285 of 2009,House Bill,Retirement; public school employees; multiplier; increase if individual retires before a certain date. Amends sec. 84 of 1980 PA 300 (MCL 38.1384) & adds sec. 81b.Last Action: printed bill filed 02/18/2009
HB 4286 of 2009 (PA 47 of 2009),House Bill,Natural resources; hunting; promotion of; provide for on department of natural resources controlled land. Amends sec. 504 of 1994 PA 451 (MCL 324.504).Last Action: assigned PA 47'09 with immediate effect
HB 4287 of 2009,House Bill,Human services; food assistance; penalties for bridge card fraud by merchant; clarify. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 14k.Last Action: printed bill filed 02/18/2009
HB 4288 of 2009,House Bill,Appropriations; zero budget; department of agriculture; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 4289 of 2009,House Bill,Appropriations; zero budget; capital outlay; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4290 of 2009,House Bill,Appropriations; zero budget; community colleges; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4291 of 2009,House Bill,Appropriations; zero budget; department of community health; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4292 of 2009,House Bill,Appropriations; zero budget; department of corrections; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4293 of 2009,House Bill,Appropriations; zero budget; department of education; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4294 of 2009,House Bill,Appropriations; zero budget; department of environmental quality; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4295 of 2009,House Bill,Appropriations; zero budget; general government; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4296 of 2009,House Bill,Appropriations; zero budget; higher education; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4297 of 2009,House Bill,"Appropriations; zero budget; department of history, arts, and libraries; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009"
HB 4298 of 2009,House Bill,Appropriations; zero budget; department of human services; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4299 of 2009,House Bill,Appropriations; zero budget; judiciary; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4300 of 2009,House Bill,"Appropriations; zero budget; department of energy, labor, and economic growth; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009"
HB 4301 of 2009,House Bill,Appropriations; zero budget; Michigan strategic fund; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4302 of 2009,House Bill,Appropriations; zero budget; department of military and veterans affairs; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4303 of 2009,House Bill,Appropriations; zero budget; department of natural resources; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4304 of 2009,House Bill,Appropriations; zero budget; single section school aid; provide for fiscal year 2009-2010. Amends sec. 11 of 1979 PA 94 (MCL 388.1611).Last Action: printed bill filed 02/18/2009
HB 4305 of 2009,House Bill,Appropriations; zero budget; multisection school aid; provide for fiscal year 2009-2010. Amends secs. 11 & 17b of 1979 PA 94 (MCL 388.1611 & 388.1617b).Last Action: printed bill filed 02/18/2009
HB 4306 of 2009,House Bill,Appropriations; zero budget; department of state police; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4307 of 2009,House Bill,Appropriations; zero budget; department of transportation; provide for fiscal year 2009-2010. Creates appropriation act.Last Action: printed bill filed 02/18/2009
HB 4308 of 2009 (PA 38 of 2009),House Bill,Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: assigned PA 38'09 with immediate effect
HB 4309 of 2009 (PA 24 of 2009),House Bill,Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: assigned PA 24'09 with immediate effect
HB 4310 of 2009 (PA 64 of 2009),House Bill,Appropriations; zero budget; supplemental appropriations; provide for fiscal year 2008-2009. Creates appropriation act.Last Action: assigned PA 64'09 with immediate effect
HB 4311 of 2009 (PA 140 of 2009),House Bill,Appropriations; zero budget; supplemental appropriations; provide for fiscal years 2008-2009 and 2009-2010. Creates appropriation act.Last Action: assigned PA 140'09 with immediate effect
HB 4312 of 2009,House Bill,Labor; hours and wages; adoption leave; provide for. Amends sec. 3 of 1978 PA 390 (MCL 408.473).Last Action: referred to second reading
HB 4313 of 2009,House Bill,Education; financing; school district's use of sinking funds; expand to include purposes for which bonds may be used. Amends sec. 1212 of 1976 PA 451 (MCL 380.1212).Last Action: REFERRED TO COMMITTEE ON FINANCE
HB 4314 of 2009,House Bill,"Juveniles; criminal procedure; appointment of attorney to represent a juvenile in certain proceedings; require. Amends sec. 17c, ch. XIIA of 1939 PA 288 (MCL 712A.17c).Last Action: referred to second reading"
HB 4315 of 2009,House Bill,Crimes; criminal sexual conduct; criminal sexual conduct in the second degree; modify elements of crimes involving certain prisoners and probationers. Amends sec. 520c of 1931 PA 328 (MCL 750.520c).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4316 of 2009,House Bill,Torts; product liability; limitation on liability for drugs that have been approved by federal food and drug administration; rescind. Amends sec. 2946 of 1961 PA 236 (MCL 600.2946).Last Action: POSTPONED UNTIL 12/31/2010
HB 4317 of 2009,House Bill,Civil procedure; statute of limitations; drug product liability cases previously prohibited because of FDA approval defense; allow to be commenced within 3 years after repeal of the defense. Amends sec. 5805 of 1961 PA 236 (MCL 600.5805).  TIE BAR WITH: HB 4316'09Last Action: POSTPONED UNTIL 12/31/2010
HB 4318 of 2009,House Bill,"Consumer protection; unfair trade practices; liability for inaccurate representations concerning risks of certain drugs, medications, and supplements; clarify. Amends secs. 2 & 3 of 1976 PA 331 (MCL 445.902 & 445.903).Last Action: POSTPONED UNTIL 12/31/2010"
HB 4319 of 2009,House Bill,Property tax; personal property; equipment used by farmer-owned cooperatives; exempt. Amends sec. 9 of 1893 PA 206 (MCL 211.9).Last Action: printed bill filed 02/18/2009
HB 4320 of 2009,House Bill,Property tax; special assessments; millage assessed for police and fire districts; permit levy on per parcel or ad valorem basis. Amends sec. 1 of 1951 PA 33 (MCL 41.801).Last Action: printed bill filed 02/18/2009
HB 4321 of 2009,House Bill,Property tax; principal residence exemption; eligibility for conditional rescission of principal residence exemption; expand to certain inherited estates. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: read a first time
HB 4322 of 2009,House Bill,Crimes; penalties; penalty for falsely signing a community service form for certain individuals; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 411u.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4323 of 2009,House Bill,Property tax; principal residence exemption; filing deadline for homestead property tax exemptions for individuals purchasing foreclosed homes; revise. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).Last Action: printed bill filed 02/19/2009
HB 4324 of 2009 (PA 18 of 2010),House Bill,Animals; dogs; proof of vaccination upon license application process; modify. Amends sec. 6 of 1919 PA 339 (MCL 287.266).Last Action: assigned PA 18'10 with immediate effect
HB 4325 of 2009 (PA 314 of 2010),House Bill,"Criminal procedure; forfeiture; forfeiture of assets in crimes involving identity theft; provide for. Amends 2004 PA 452 (MCL 445.61 - 445.77) by adding secs. 19a, 19b & 19c.  TIE BAR WITH: SB 0223'09, SB 0225'09, SB 0226'09Last Action: assigned PA 314'10"
HB 4326 of 2009,House Bill,Crimes; definitions; definition of racketeering; expand to include identity theft and computer crimes. Amends sec. 159g of 1931 PA 328 (MCL 750.159g).Last Action: PLACED ON ORDER OF GENERAL ORDERS
HB 4327 of 2009 (PA 190 of 2009),House Bill,Labor; fair employment practices; discriminatory treatment based on pregnancy; prohibit. Amends sec. 202 of 1976 PA 453 (MCL 37.2202).Last Action: assigned PA 190'09 with immediate effect
HB 4328 of 2009,House Bill,Vehicles; registration plates; use of dealer's plate; expand to include commercial transactions. Amends sec. 244 of 1949 PA 300 (MCL 257.244).Last Action: printed bill filed 02/19/2009
HB 4329 of 2009,House Bill,Insurance; no-fault; mini-tort recovery; increase cap. Amends sec. 3135 of 1956 PA 218 (MCL 500.3135).Last Action: printed bill filed 02/19/2009
HB 4330 of 2009,House Bill,Civil procedure; remedies; correction of inaccurate item in consumer credit reports; establish procedures for civil action in state court. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 8309.Last Action: printed bill filed 02/19/2009
HB 4331 of 2009,House Bill,Probate; powers of attorney; power of attorney for individuals 60 years of age or vulnerable adults; require to register with probate court. Amends title & sec. 1108 of 1998 PA 386 (MCL 700.1108) & adds secs. 5109 & 5110.Last Action: printed bill filed 02/19/2009
HB 4332 of 2009,House Bill,Civil procedure; costs and fees; costs and fees in the court of appeals and of court transcripts; increase. Amends secs. 321 & 2543 of 1961 PA 236 (MCL 600.321 & 600.2543).Last Action: printed bill filed 02/19/2009
HB 4333 of 2009,House Bill,"Corrections; prisoners; electronic funds transfer card for money remaining in prisoner's account when prisoner is released; allow department to issue. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 37a.  TIE BAR WITH: HB 4112'09, HB 4113'09, HB 4114'09, HB 4115'09Last Action: printed bill filed 02/19/2009"
HB 4334 of 2009,House Bill,Weapons; concealed; list of specified premises on which a person licensed to carry a concealed weapon may not carry that weapon; eliminate. Amends sec. 5c of 1927 PA 372 (MCL 28.425c) & repeals sec. 5o of 1927 PA 372 (MCL 28.425o).Last Action: printed bill filed 02/19/2009
HB 4335 of 2009,House Bill,Criminal procedure; sentencing guidelines; crime of carrying a concealed weapon in a prohibited place; delete from guidelines. Amends sec. 11b of 1927 PA 175 (MCL 777.11b).  TIE BAR WITH: HB 4334'09Last Action: printed bill filed 02/19/2009
HB 4336 of 2009,House Bill,"Crimes; drunk driving; repeat drunk driving offenders; amend license sanctions. Amends secs. 303, 319 & 322 of 1949 PA 300 (MCL 257.303 et seq.).Last Action: printed bill filed 02/19/2009"
HB 4337 of 2009,House Bill,Elections; registration; preregistration to vote at age 16; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 496a.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
HB 4338 of 2009,House Bill,Income tax; credit; credit for purchase and installation of a solar energy system in residential structure; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 278.Last Action: printed bill filed 02/19/2009
HB 4339 of 2009,House Bill,Health facilities; hospitals; inform and provide elderly persons with the pneumococcal vaccine; require under certain circumstances. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 21529 & repeals sec. 21529 of 1978 PA 368 (MCL 333.21529).Last Action: printed bill filed 02/19/2009
HB 4340 of 2009,House Bill,Income tax; deductions; initial angel investment minimum requirement; revise. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: printed bill filed 02/19/2009
HB 4341 of 2009,House Bill,"Health; smoking; smoking in places of employment; prohibit, and expand smoking prohibition in food service establishments. Amends heading of pt. 129 & secs. 12601, 12603, 12611, 12613, 12614, 12905 & 12915 of 1978 PA 368 (MCL 333.12601 et seq.); adds sec. 12606 & repeals secs. 12604a, 12605, 12607, 12615, 12617, 12909, 21333 & 21733 of 1978 PA 368 (MCL 333.12604a et seq.) & sec. 6127 of 2000 PA 92 (MCL 289.6127).Last Action: printed bill filed 02/19/2009"
HB 4342 of 2009,House Bill,Vehicles; registration plates; disclosure of handicap license plate or mirror tag options and cost; require. Amends secs. 675 & 803d of 1949 PA 300 (MCL 257.675 & 257.803d).Last Action: printed bill filed 02/19/2009
HB 4343 of 2009,House Bill,Traffic control; violations; operating or allowing the operation of a motor vehicle with tinted windows; prohibit under certain circumstances and require notification of tinted window upon sale or transfer. Amends sec. 709 of 1949 PA 300 (MCL 257.709).Last Action: printed bill filed 02/19/2009
HB 4344 of 2009,House Bill,Higher education; financial aid; student loan forgiveness program for new teachers in at-risk schools; provide for. Creates new act.Last Action: printed bill filed 02/19/2009
HB 4345 of 2009,House Bill,Higher education; financial aid; notice to colleges of availability of teacher loan forgiveness program; require of department of education. Amends sec. 300 of 1965 PA 380 (MCL 16.400).  TIE BAR WITH: HB 4344'09Last Action: printed bill filed 02/19/2009
HB 4346 of 2009,House Bill,School aid; foundation allowance; equal foundation allowance for all school districts; require legislature to work toward. Amends sec. 20 of 1979 PA 94 (MCL 388.1620).Last Action: printed bill filed 02/19/2009
HB 4347 of 2009,House Bill,Criminal procedure; sentencing guidelines; crime of carrying a concealed weapon in a prohibited place; delete from guidelines. Amends sec. 11b of 1927 PA 175 (MCL 777.11b).  TIE BAR WITH: HB 4348'09Last Action: printed bill filed 02/20/2009
HB 4348 of 2009,House Bill,Weapons; concealed; list of specified premises on which a person licensed to carry a concealed weapon may not carry that weapon; eliminate. Amends sec. 5c of 1927 PA 372 (MCL 28.425c) & repeals sec. 5o of 1927 PA 372 (MCL 28.425o).Last Action: printed bill filed 02/20/2009
HB 4349 of 2009,House Bill,Crimes; other; reporting discovery of a dead body; require. Amends sec. 2841 of 1978 PA 368 (MCL 333.2841).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4350 of 2009,House Bill,Appropriations; supplemental; multidepartment supplemental for certain fiscal years; provide for. Creates appropriation act.Last Action: printed bill filed 02/20/2009
HB 4351 of 2009,House Bill,Appropriations; supplemental; multidepartment supplemental for certain fiscal years; provide for. Creates appropriation act.Last Action: printed bill filed 02/20/2009
HB 4352 of 2009,House Bill,Vehicles; fund-raising registration plates; Michigan heritage specialty plate; provide for. Amends sec. 811e of 1949 PA 300 (MCL 257.811e) & adds sec. 811r.Last Action: printed bill filed 02/20/2009
HB 4353 of 2009,House Bill,Income tax; deductions; initial angel investment minimum requirement; revise. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
HB 4354 of 2009,House Bill,Higher education; financial aid; North American Indian tuition waiver; repeal. Repeals 1976 PA 174 (MCL 390.1251 - 390.1253).Last Action: printed bill filed 02/20/2009
HB 4355 of 2009,House Bill,Public employees and officers; state; state contractors; require to verify legal residency of employees. Creates new act.Last Action: referred to second reading
HB 4356 of 2009,House Bill,Liens; other; special tools liens; modify provisions regarding right to possession. Amends sec. 27 of 2002 PA 481 (MCL 570.567).  TIE BAR WITH: HB 4357'09Last Action: referred to second reading
HB 4357 of 2009,House Bill,"Liens; other; special tools liens; allow special tool builder to recover attorney fees, costs, and interest. Amends sec. 31 of 2002 PA 481 (MCL 570.571).  TIE BAR WITH: HB 4356'09Last Action: referred to second reading"
HB 4358 of 2009,House Bill,"Liens; other; moldbuilder's liens; allow moldbuilder to recover attorney fees, costs, and interest. Amends sec. 10c of 1981 PA 155 (MCL 445.620c).  TIE BAR WITH: HB 4359'09Last Action: referred to second reading"
HB 4359 of 2009,House Bill,Liens; other; moldbuilders' liens; modify provisions regarding right to possession. Amends sec. 10a of 1981 PA 155 (MCL 445.620a).  TIE BAR WITH: HB 4358'09Last Action: referred to second reading
HB 4360 of 2009,House Bill,Vehicles; equipment; newspaper carrier delivering newspapers in automobile; exempt from seat belt use requirement under certain circumstances. Amends sec. 710e of 1949 PA 300 (MCL 257.710e).Last Action: printed bill filed 02/20/2009
HB 4361 of 2009,House Bill,Property tax; assessments; sale price as presumptive true cash value when property is sold; establish. Amends sec. 27 of 1893 PA 206 (MCL 211.27).Last Action: printed bill filed 02/20/2009
HB 4362 of 2009,House Bill,Transportation; school vehicles; use of cellular telephone while operating a school bus; prohibit. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 58.Last Action: printed bill filed 02/20/2009
HB 4363 of 2009,House Bill,State financing and management; purchasing; buy Michigan first directive; expand to include as a secondary option to then buy American. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).Last Action: printed bill filed 02/20/2009
HB 4364 of 2009,House Bill,Elections; petitions; name of individual or organization providing compensation to a circulator of a ballot question petition; require to be printed on the front of the petition. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 482a.Last Action: printed bill filed 02/20/2009
HB 4365 of 2009,House Bill,Elections; candidates; real property ownership as qualification for elected or appointed office; prohibit. Creates new act.Last Action: printed bill filed 02/20/2009
HB 4366 of 2009,House Bill,Sales tax; exemptions; nonprescription medications; exempt. Amends sec. 4g of 1933 PA 167 (MCL 205.54g).Last Action: printed bill filed 02/20/2009
HB 4367 of 2009,House Bill,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends secs. 758, 759 & 759b of 1954 PA 116 (MCL 168.758 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM"
HB 4368 of 2009,House Bill,Elections; voting procedures; early voting; provide for. Amends secs. 720 & 735 of 1954 PA 116 (MCL 168.720 & 168.735) & adds sec. 720a.Last Action: printed bill filed 02/20/2009
HB 4369 of 2009,House Bill,"Traffic control; violations; use of mobile phones while operating a motor vehicle; prohibit, and provide penalties. Amends sec. 320a of 1949 PA 300 (MCL 257.320a) & adds sec. 602b.Last Action: printed bill filed 02/20/2009"
HB 4370 of 2009 (PA 58 of 2010),House Bill,"Traffic control; violations; entry of points on operator's license for operating a motor vehicle while reading, typing, or sending a text message on an electronic wireless device; prohibit. Amends sec. 320a of 1949 PA 300 (MCL 257.320a).  TIE BAR WITH: HB 4394'09, SB 0468'09Last Action: assigned PA 58'10 with immediate effect"
HB 4371 of 2009,House Bill,"Environmental protection; solid waste; plan contents; revise, and require recycling reports. Amends secs. 11503, 11506, 11507a, 11521, 11539, 11541 & 11547 of 1994 PA 451 (MCL 324.11503 et seq.).Last Action: printed bill filed 02/20/2009"
HB 4372 of 2009,House Bill,"Mental health; community mental health; jail diversion program for certain individuals with mental illness or disability; revise. Amends secs. 401 & 406 of 1974 PA 258 (MCL 330.1401 & 330.1406); adds secs. 207a, 207b, 207c, 207d, 207e & 207f & repeals sec. 207 of 1974 PA 258 (MCL 330.1207).Last Action: printed bill filed 02/20/2009"
HB 4373 of 2009,House Bill,Traffic control; driver license; resident address on driver license different than resident address on qualified voter file; permit. Amends secs. 307 & 315 of 1949 PA 300 (MCL 257.307 & 257.315).Last Action: printed bill filed 02/20/2009
HB 4374 of 2009,House Bill,Elections; registration; resident address on driver license or personal identification card different than resident address on qualified voter file; permit. Amends sec. 509o of 1954 PA 116 (MCL 168.509o).Last Action: printed bill filed 02/20/2009
HB 4375 of 2009,House Bill,Sales tax; exemptions; tax incentives to cargo shippers; modify. Amends sec. 4x of 1933 PA 167 (MCL 205.54x).Last Action: printed bill filed 02/20/2009
HB 4376 of 2009,House Bill,Use tax; exemptions; tax incentives to cargo shippers; modify. Amends sec. 4 of 1937 PA 94 (MCL 205.94).Last Action: printed bill filed 02/20/2009
