Document,Type,Description
SB 0707 of 2007,Senate Bill,Environmental protection; pollution prevention; carbon dioxide capture and sequestration; provide for. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 58.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
SB 0708 of 2007,Senate Bill,Property tax; personal property; carbon dioxide capture equipment; exempt. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding secs. 7mm & 9l.  TIE BAR WITH: SB 0707'07Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0709 of 2007,Senate Bill,"Retirement; fire and police; definition of spouse; clarify. Amends sec. 6 of 1937 PA 345 (MCL 38.556).Last Action: REFERRED TO COMMITTEE ON LOCAL, URBAN AND STATE AFFAIRS"
SB 0710 of 2007,Senate Bill,"Health; anatomical gifts; uniform anatomical gift act; create. Amends heading of pt. 101 & secs. 10101, 10102, 10103, 10104, 10105, 10106, 10107, 10108, 10109, 10204 & 20165 of 1978 PA 368 (MCL 333.10101 et seq.); adds secs. 10110, 10111, 10112, 10113, 10114, 10115, 10116, 10117, 10118, 10119, 10120, 10121, 10122 & 10123 & repeals sec. 10102a of 1978 PA 368 (MCL 333.10102a).  TIE BAR WITH: SB 0711'07, SB 0712'07, SB 0713'07, SB 0714'07, SB 0715'07Last Action: referred to Committee on Health Policy"
SB 0711 of 2007,Senate Bill,State; identification cards; amendments regarding revised uniform anatomical gift act; provide for in personal identification card law. Amends sec. 2 of 1972 PA 222 (MCL 28.292).  TIE BAR WITH: SB 0710'07Last Action: referred to Committee on Health Policy
SB 0712 of 2007 (PA 0036 of 2008),Senate Bill,Traffic control; driver license; amendments regarding revised uniform anatomical gift act; provide for in vehicle code. Amends secs. 307 & 310 of 1949 PA 300 (MCL 257.307 & 257.310).  TIE BAR WITH: HB 4940'07Last Action: ASSIGNED PA 0036'08 WITH IMMEDIATE EFFECT
SB 0713 of 2007 (PA 0037 of 2008),Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for certain violations of the revised uniform anatomical gift act; enact. Amends sec. 13n, ch. XVII of 1927 PA 175 (MCL 777.13n).  TIE BAR WITH: HB 4940'07Last Action: ASSIGNED PA 0037'08 WITH IMMEDIATE EFFECT"
SB 0714 of 2007 (PA 0038 of 2008),Senate Bill,Health; anatomical gifts; amendments regarding revised uniform anatomical gift act; provide for in medical examiner law. Amends sec. 9 of 1953 PA 181 (MCL 52.209).  TIE BAR WITH: HB 4940'07Last Action: ASSIGNED PA 0038'08 WITH IMMEDIATE EFFECT
SB 0715 of 2007,Senate Bill,"Health; anatomical gifts; amendments regarding revised uniform anatomical gift act; provide for in estates and protected individuals code. Amends secs. 3206, 5506, 5507, 5508 & 5510 of 1998 PA 386 (MCL 700.3206 et seq.).  TIE BAR WITH: SB 0710'07Last Action: referred to Committee on Health Policy"
SB 0716 of 2007 (PA 0124 of 2008),Senate Bill,Health; medical records; access to medical records including autopsy reports; clarify. Amends sec. 3 of 2004 PA 47 (MCL 333.26263).Last Action: ASSIGNED PA 0124'08 WITH IMMEDIATE EFFECT
SB 0717 of 2007,Senate Bill,"Health; pharmaceuticals; certain criteria regarding pharmacy labeling; modify. Amends secs. 17745, 17756 & 17757 of 1978 PA 368 (MCL 333.17745 et seq.).Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0718 of 2007,Senate Bill,Trade; tobacco products; sale of tobacco products to minors; modify penalties for retailers. Amends sec. 1 of 1915 PA 31 (MCL 722.641).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0719 of 2007,Senate Bill,Education; attendance; parent requests for classroom assignment of multiple birth siblings; require public schools to comply with. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1147a.Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0720 of 2007 (PA 0432 of 2008),Senate Bill,"Occupations; junk and secondhand dealers; requirement to comply with the nonferrous metal regulatory act; provide for. Amends secs. 1 & 2 of 1917 PA 350 (MCL 445.401 & 445.402).  TIE BAR WITH: HB 5694'08, HB 6181'08, SB 1114'08, SB 1571'08Last Action: ASSIGNED PA 0432'08 WITH IMMEDIATE EFFECT"
SB 0721 of 2007,Senate Bill,"Water; conservation; water withdrawals and water diversions; regulate. Amends secs. 32701 & 32702 of 1994 PA 451 (MCL 324.32701 & 324.32702).  TIE BAR WITH: SB 0722'07, SB 0723'07, SB 0724'07, SB 0725'07, SB 0726'07, SB 0727'07, SB 0728'07, SB 0729'07Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SB 0722 of 2007,Senate Bill,"Water; conservation; water withdrawals; modify certain registration and reporting requirements and require conservation measures. Amends secs. 32705, 32706, 32707, 32708 & 32708a of 1994 PA 451 (MCL 324.32705 et seq.) & adds sec. 32708b.  TIE BAR WITH: SB 0721'07, SB 0723'07, SB 0724'07, SB 0725'07, SB 0726'07, SB 0727'07, SB 0728'07, SB 0729'07Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SB 0723 of 2007 (PA 0189 of 2008),Senate Bill,"Water; conservation; water resources conservation advisory council; create, and provide duties. Amends secs. 32801 & 32803 of 1994 PA 451 (MCL 324.32801 & 324.32803).  TIE BAR WITH: HB 4343'07, HB 5065'07, HB 5066'07, HB 5067'07, HB 5069'07, HB 5073'07, SB 0212'07, SB 0727'07, SB 0858'07, SB 0859'07, SB 0860'07Last Action: ASSIGNED PA 0189'08 WITH IMMEDIATE EFFECT"
SB 0724 of 2007,Senate Bill,"Water; conservation; water withdrawal; regulate. Amends secs. 32721 & 32723 of 1994 PA 451 (MCL 324.32721 & 324.32723).  TIE BAR WITH: SB 0721'07, SB 0722'07, SB 0723'07, SB 0725'07, SB 0726'07, SB 0727'07, SB 0728'07, SB 0729'07Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SB 0725 of 2007,Senate Bill,"Water; conservation; water withdrawals; provide for a water withdrawal assessment tool. Amends sec. 32722 of 1994 PA 451 (MCL 324.32722) & repeals sec. 32724 of 1994 PA 451 (MCL 324.32724).  TIE BAR WITH: SB 0721'07, SB 0722'07, SB 0723'07, SB 0724'07, SB 0726'07, SB 0727'07, SB 0728'07, SB 0729'07Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SB 0726 of 2007,Senate Bill,"Water; conservation; water withdrawals; modify authority for water users committees and local ordinances. Amends secs. 32725 & 32726 of 1994 PA 451 (MCL 324.32725 & 324.32726) & repeals sec. 32803 of 1994 PA 451 (MCL 324.32803).  TIE BAR WITH: SB 0721'07, SB 0722'07, SB 0723'07, SB 0724'07, SB 0725'07, SB 0727'07, SB 0728'07, SB 0729'07Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SB 0727 of 2007 (PA 0188 of 2008),Senate Bill,"Water; conservation; water withdrawals; require producers of bottled drinking water to conduct an evaluation. Amends sec. 17 of 1976 PA 399 (MCL 325.1017).  TIE BAR WITH: HB 4343'07, HB 5065'07, HB 5066'07, HB 5067'07, HB 5069'07, HB 5073'07, SB 0212'07, SB 0723'07, SB 0858'07, SB 0859'07, SB 0860'07Last Action: ASSIGNED PA 0188'08 WITH IMMEDIATE EFFECT"
SB 0728 of 2007,Senate Bill,"Water; conservation; water withdrawals; regulate bottled water facilities. Amends sec. 17 of 1976 PA 399 (MCL 325.1017).  TIE BAR WITH: SB 0721'07, SB 0722'07, SB 0723'07, SB 0724'07, SB 0725'07, SB 0726'07, SB 0727'07, SB 0729'07Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SB 0729 of 2007,Senate Bill,"Water; conservation; water withdrawals; provide department of environmental quality with rule-making authority. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 32729.  TIE BAR WITH: SB 0721'07, SB 0722'07, SB 0723'07, SB 0724'07, SB 0725'07, SB 0726'07, SB 0727'07, SB 0728'07Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SB 0730 of 2007 (PA 0001 of 2008),Senate Bill,"Education; other; references to ""handicapped person"" in school code; revise to ""student with a disability"", allow for transfer of public school academy assets and pupils to another public school, and revise effective date for school district consolidations. Amends secs. 4, 6, 504, 605, 701, 859, 861, 1296, 1311, 1311g, 1321, 1701, 1701a, 1711, 1723, 1724, 1751, 1752, 1756, 1757 & 1761 of 1976 PA 451 (MCL 380.4 et seq.); adds sec. 504c & repeals sec. 504c of 1976 PA 451 (MCL 380.504c).Last Action: PRESENTED TO GOVERNOR 1/10/2008 @ 2:20 PM"
SB 0731 of 2007 (PA 0139 of 2008),Senate Bill,Military affairs; other; requirement to provide certain returning reservists with post-traumatic stress disorder (PTSD) and traumatic brain injury questionnaires; provide for. Amends 1967 PA 150 (MCL 32.501 - 32.851) by adding sec. 236.Last Action: ASSIGNED PA 0139'08 WITH IMMEDIATE EFFECT
SB 0732 of 2007,Senate Bill,"Businesses; other; designation of certain veteran-owned businesses as Michigan patriot businesses; allow. Creates new act.  TIE BAR WITH: SB 0733'07, SB 0734'07Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
SB 0733 of 2007,Senate Bill,Economic development; economic development corporations; website for certain veteran entrepreneurs; require. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 79.Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security
SB 0734 of 2007,Senate Bill,"Businesses; other; Michigan patriot business participants; require that list be made available to agencies and the public. Amends sec. 141 of 1984 PA 431 (MCL 18.1141).  TIE BAR WITH: SB 0732'07, SB 0733'07Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security"
SB 0735 of 2007,Senate Bill,Higher education; tuition; tuition waiver for disabled veterans; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0736 of 2007,Senate Bill,Higher education; financial aid; tuition waiver for North American Indians; prohibit reimbursement to colleges and universities that do not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 2a of 1976 PA 174 (MCL 390.1252a).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0737 of 2007,Senate Bill,Higher education; financial aid; nursing scholarship; prohibit use at a college or university that does not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 2 of 2002 PA 591 (MCL 390.1182).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0738 of 2007,Senate Bill,Higher education; financial aid; children of veterans tuition grant act; prohibit use at a college or university that does not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 2 of 2005 PA 248 (MCL 390.1342).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0739 of 2007,Senate Bill,Higher education; financial aid; state competitive scholarships; prohibit use at college or university that does not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 7 of 1964 PA 208 (MCL 390.977).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0740 of 2007,Senate Bill,Higher education; financial aid; Michigan promise grant; prohibit use at college or university that does not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 2 of 2006 PA 479 (MCL 390.1622).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0741 of 2007,Senate Bill,Higher education; financial aid; Michigan educational opportunity grants; prohibit use at an educational institution that does not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 3 of 1986 PA 273 (MCL 390.1403).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0742 of 2007,Senate Bill,Higher education; financial aid; Michigan work-study program; prohibit use at college or university that does not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 3 of 1986 PA 288 (MCL 390.1373).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0743 of 2007,Senate Bill,Higher education; financial aid; work-study program for graduate and professional students; prohibit reimbursement to graduate or professional graduate schools that do not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 3 of 1986 PA 303 (MCL 390.1323).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0744 of 2007,Senate Bill,"Higher education; financial aid; part-time, independent student grants; prohibit use at certain educational institutions that do not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 3 of 1986 PA 102 (MCL 390.1283).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS"
SB 0745 of 2007,Senate Bill,Higher education; financial aid; Michigan education trust money; prohibit use at public university that does not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 4 of 1986 PA 316 (MCL 390.1424).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0746 of 2007,Senate Bill,Higher education; financial aid; tuition waiver for corrections officer survivors; prohibit reimbursement to state colleges and universities that do not grant in-state tuition to certain military personnel stationed in Michigan and their dependents. Amends sec. 4 of 1998 PA 541 (MCL 390.1264).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0747 of 2007 (PA 0141 of 2008),Senate Bill,Education; attendance; student's absence due to parent's being deployed or return from active duty; require to be treated as excused absence. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1138.Last Action: ASSIGNED PA 0141'08 WITH IMMEDIATE EFFECT
SB 0748 of 2007,Senate Bill,Insurance; life; life insurance policy of certain active duty military personnel; provide procedure to safeguard termination. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 4003.Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security
SB 0749 of 2007 (PA 0138 of 2008),Senate Bill,Liens; foreclosure; prohibition of foreclosure of mortgages given by certain active military personnel; provide for. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding secs. 3185 & 3285.Last Action: ASSIGNED PA 0138'08 WITH IMMEDIATE EFFECT
SB 0750 of 2007 (PA 0028 of 2008),Senate Bill,Veterans; employment; employment preference for honorably discharged veterans; modify residency requirement. Amends sec. 1 of 1897 PA 205 (MCL 35.401).Last Action: ASSIGNED PA 0028'08 WITH IMMEDIATE EFFECT
SB 0751 of 2007 (PA 0133 of 2008),Senate Bill,"State financing and management; purchasing; veterans' preference for construction, goods, and services; increase. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).Last Action: ASSIGNED PA 0133'08 WITH IMMEDIATE EFFECT"
SB 0752 of 2007 (PA 0163 of 2008),Senate Bill,Veterans; other; filing location of discharge papers for national guard reservists; clarify. Amends sec. 237 of 1967 PA 150 (MCL 32.637).Last Action: ASSIGNED PA 0163'08 WITH IMMEDIATE EFFECT
SB 0753 of 2007,Senate Bill,Traffic control; driver license; waiver of certain road test for certain members of the armed forces; allow. Amends sec. 309 of 1949 PA 300 (MCL 257.309).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0754 of 2007 (PA 0176 of 2008),Senate Bill,Veterans; other; welcome home letters; require to include state-funded veterans service organizations. Creates new act.Last Action: ASSIGNED PA 0176'08 WITH IMMEDIATE EFFECT
SB 0755 of 2007,Senate Bill,Natural resources; hunting; hunting and fishing license fees; waive for certain veterans. Amends sec. 43537 of 1994 PA 451 (MCL 324.43537).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0756 of 2007,Senate Bill,Vehicles; registration plates; waiver of service fee for special registration plates for disabled veterans; provide for. Amends sec. 803f of 1949 PA 300 (MCL 257.803f).Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
SB 0757 of 2007 (PA 0146 of 2007),Senate Bill,"Economic development; plant rehabilitation; criteria for certain facilities; modify. Amends secs. 2, 9 & 14 of 1974 PA 198 (MCL 207.552 et seq.).Last Action: ASSIGNED PA 0146'07 WITH IMMEDIATE EFFECT"
SB 0758 of 2007,Senate Bill,Elections; voters; photo identification or affidavit required before being given a ballot at an election; eliminate. Amends sec. 523 of 1954 PA 116 (MCL 168.523).Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
SB 0759 of 2007,Senate Bill,Labor; fair employment practices; whistleblowers' provision; extend to health care employees. Amends sec. 20180 of 1978 PA 368 (MCL 333.20180).Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0760 of 2007 (PA 0521 of 2008),Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crimes of leaving child unattended in vehicle resulting in injury or resulting in death; enact, and revise reference to child abuse in the third degree to reflect citation change. Amends sec. 16g, ch. XVII of 1927 PA 175 (MCL 777.16g).  TIE BAR WITH: HB 4872'07, SB 0158'07Last Action: ASSIGNED PA 0521'08 WITH IMMEDIATE EFFECT"
SB 0761 of 2007,Senate Bill,Business tax; other; credit for expenses incurred to originate a deposit on a beverage container; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 451.Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0762 of 2007,Senate Bill,Insurance; health care corporations; coverage for amino acid-based elemental formulas; require in certain cases. Amends 1980 PA 350 (MCL 550.1101 - 550.1704) by adding sec. 416e.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0763 of 2007,Senate Bill,Insurance; health; coverage for amino acid-based elemental formulas; require in certain cases. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406s.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0764 of 2007,Senate Bill,Sales tax; rate; general amendments; provide for. Amends secs. 2 & 6a of 1933 PA 167 (MCL 205.52 & 205.56a).Last Action: DISCHARGE COMMITTEE WITHDRAWN
SB 0765 of 2007,Senate Bill,Sales tax; rate; general amendments; provide for. Amends secs. 2 & 6a of 1933 PA 167 (MCL 205.52 & 205.56a).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0766 of 2007,Senate Bill,Use tax; exemptions; certain exemptions; eliminate. Amends title & secs. 3a & 5 of 1937 PA 94 (MCL 205.93a & 205.95).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0767 of 2007,Senate Bill,Use tax; exemptions; certain exemptions; eliminate. Amends title & secs. 3a & 5 of 1937 PA 94 (MCL 205.93a & 205.95).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0768 of 2007,Senate Bill,Use tax; rate; general amendments; provide for. Amends secs. 3 & 4a of 1937 PA 94 (MCL 205.93 & 205.94a).Last Action: DISCHARGE COMMITTEE WITHDRAWN
SB 0769 of 2007,Senate Bill,Use tax; rate; general amendments; provide for. Amends secs. 3 & 4a of 1937 PA 94 (MCL 205.93 & 205.94a).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0770 of 2007,Senate Bill,"Income tax; rate; single business tax references and rate provisions; clean up. Amends secs. 30, 51, 261, 266 & 270 of 1967 PA 281 (MCL 206.30 et seq.) & repeals secs. 51c, 51d & 51e of 1967 PA 281 (MCL 206.51c et seq.).Last Action: DISCHARGE COMMITTEE WITHDRAWN"
SB 0771 of 2007,Senate Bill,"Income tax; rate; single business tax references and rate provisions; clean up. Amends secs. 30, 51, 261, 266 & 270 of 1967 PA 281 (MCL 206.30 et seq.) & repeals secs. 51c, 51d & 51e of 1967 PA 281 (MCL 206.51c et seq.).Last Action: REFERRED TO COMMITTEE ON FINANCE"
SB 0772 of 2007 (PA 0091 of 2007),Senate Bill,"Appropriations; other; interim fiscal year appropriations for 2007-2008; provide for. Creates appropriation act.  TIE BAR WITH: HB 5194'07, HB 5198'07Last Action: ASSIGNED PA 0091'07 WITH IMMEDIATE EFFECT"
SB 0773 of 2007 (PA 0092 of 2007),Senate Bill,"Appropriations; school aid; interim fiscal year appropriations for part of 2007-2008; provide for. Amends secs. 8b, 11, 11j, 17b, 39a & 147 of 1979 PA 94 (MCL 388.1608b et seq.) & repeals secs. 41a & 98b of 1979 PA 94 (MCL 388.1641a & 388.1698b).  TIE BAR WITH: HB 5194'07, HB 5198'07Last Action: ASSIGNED PA 0092'07 WITH IMMEDIATE EFFECT"
SB 0774 of 2007 (PA 0072 of 2007),Senate Bill,"Taxation; hotel-motel tax; allowing convention facilities development funds to be used for the general fund; provide for. Amends secs. 8, 9 & 10 of 1985 PA 106 (MCL 207.628 et seq.).Last Action: ASSIGNED PA 0072'07 WITH IMMEDIATE EFFECT"
SB 0775 of 2007,Senate Bill,Property tax; payment and collection; drawing funds from county revolving fund equal to reduction from state; allow. Amends sec. 44a of 1893 PA 206 (MCL 211.44a).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0776 of 2007,Senate Bill,Health; abortion; partial-birth abortions; prohibit. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 90h.Last Action: POSTPONED FOR THE DAY
SB 0777 of 2007,Senate Bill,"Income tax; rate; income tax rate and personal exemption; increase. Amends secs. 30 & 51 of 1967 PA 281 (MCL 206.30 & 206.51) & repeals secs. 51c, 51d & 51e of 1967 PA 281 (MCL 206.51c et seq.).Last Action: REFERRED TO COMMITTEE ON FINANCE"
SB 0778 of 2007,Senate Bill,"Revenue sharing; cities and villages; distribution formula; revise. Amends sec. 13 of 1971 PA 140 (MCL 141.913).Last Action: referred to Committee on Intergovernmental, Urban and Regional Affairs"
SB 0779 of 2007,Senate Bill,Economic development; development incentives; financial incentives for integrated gasification combined cycle plants; provide for. Amends sec. 3 of 1996 PA 376 (MCL 125.2683) & adds sec. 8g.Last Action: REASSIGNED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
SB 0780 of 2007,Senate Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of improper electronic surveillance by governmental entity; enact. Amends sec. 16aa, ch. XVII of 1927 PA 175 (MCL 777.16aa).  TIE BAR WITH: SB 0781'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
SB 0781 of 2007,Senate Bill,Crimes; surveillance; warrantless electronic surveillance by a government official or body; prohibit. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 539l.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
SB 0782 of 2007,Senate Bill,"Environmental protection; permits; sunset date on certain fee collections; extend. Amends secs. 3122, 5522, 11135, 11153, 11525a, 12103, 12109 & 12112 of 1994 PA 451 (MCL 324.3122 et seq.).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SB 0783 of 2007,Senate Bill,Traffic control; violations; operation of a vehicle while using certain electronic devices; prohibit. Amends sec. 320a of 1949 PA 300 (MCL 257.320a) & adds sec. 602b.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
SB 0784 of 2007,Senate Bill,Insurance; health; coverage for certain treatments related to autism; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406s.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0785 of 2007,Senate Bill,Insurance; health care corporations; coverage for certain treatments related to autism; provide for. Amends 1980 PA 350 (MCL 550.1101 - 550.1704) by adding sec. 416e.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0786 of 2007,Senate Bill,Civil procedure; civil actions; limitation on recovery amount allowed in small claims suits; revise. Amends sec. 8401 of 1961 PA 236 (MCL 600.8401).Last Action: POCKET VETO 01/21/2009
SB 0787 of 2007,Senate Bill,Public utilities; public service commission; general amendments to 1939 PA 3; provide for. Amends secs. 10 & 10u of 1939 PA 3 (MCL 460.10 & 460.10u).Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
SB 0788 of 2007,Senate Bill,Health; occupations; licensure of massage therapists; provide for. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16334 & pt. 179A.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND REGULATORY REFORM
SB 0789 of 2007,Senate Bill,Insurance; health; data sharing between auto insurers and department of community health for medicaid purposes; require. Amends sec. 1 of 2006 PA 593 (MCL 550.281).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0790 of 2007,Senate Bill,Income tax; property tax credit; homestead property tax credit income eligibility; increase. Amends sec. 520 of 1967 PA 281 (MCL 206.520).Last Action: referred to Committee on Commerce
SB 0791 of 2007,Senate Bill,Income tax; property tax credit; homestead property tax credits; increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).Last Action: referred to Committee on Commerce
SB 0792 of 2007,Senate Bill,Income tax; deductions; child care deduction; increase. Amends sec. 30d of 1967 PA 281 (MCL 206.30d).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0793 of 2007,Senate Bill,Income tax; exemptions; personal exemption; increase. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0794 of 2007 (PA 0168 of 2007),Senate Bill,Transportation; funds; transportation economic development fund; modify. Amends sec. 11 of 1987 PA 231 (MCL 247.911).Last Action: ASSIGNED PA 0168'07 WITH IMMEDIATE EFFECT
SB 0795 of 2007,Senate Bill,Appropriations; zero budget; multidepartment zero based for fiscal year 2006-2007; provide for. Creates appropriation act.Last Action: PLACED ON ORDER OF GENERAL ORDERS
SB 0796 of 2007 (PA 0088 of 2007),Senate Bill,Insurance; other; collection of quality assurance assessment program fees; revise. Amends sec. 224b of 1956 PA 218 (MCL 500.224b).Last Action: ASSIGNED PA 0088'07 WITH IMMEDIATE EFFECT
SB 0797 of 2007,Senate Bill,Public utilities; electric utilities; integrated resource plan; allow a utility to file for construction of a new power plant. Creates new act.Last Action: REFERRED TO COMMITTEE ON ENERGY POLICY AND PUBLIC UTILITIES
SB 0798 of 2007,Senate Bill,Income tax; deductions; solid waste fee; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0799 of 2007 (PA 0147 of 2007),Senate Bill,Natural resources; other; Michigan civilian conservation corps endowment fund; appropriate money to state general fund. Amends title & sec. 12a of 1984 PA 22 (MCL 409.312a).Last Action: ASSIGNED PA 0147'07 WITH IMMEDIATE EFFECT
SB 0800 of 2007,Senate Bill,Health facilities; hospitals; inform and provide elderly persons with the influenza vaccine; require under certain circumstances. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 21529 & repeals sec. 21529 of 1978 PA 368 (MCL 333.21529).Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0801 of 2007,Senate Bill,Single business tax; credit; tax incentive for carbon dioxide sequestration and capture; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 451.  TIE BAR WITH: SB 0707'07Last Action: REFERRED TO COMMITTEE ON FINANCE
SB 0802 of 2007,Senate Bill,Appropriations; supplemental; multidepartment supplemental; provide for fiscal year 2006-2007. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0803 of 2007,Senate Bill,Appropriations; zero budget; multisection school aid bill; provide for fiscal year 2006-2007. Amends secs. 11 & 17b of 1979 PA 94 (MCL 388.1611 & 388.1617b).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0804 of 2007,Senate Bill,School aid; categoricals; funding for creation of ACT practice tests; eliminate. Amends sec. 98 of 1979 PA 94 (MCL 388.1698).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
