Document,Type,Description
HR 0102 of 2019,House Resolution,A resolution to oppose the Keweenaw Bay Indian Community's application to regulate water quality and air quality under federal law on the L'Anse Reservation.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
HR 0103 of 2019,House Resolution,A resolution to honor the life of Judge Damon J. Keith.Last Action: introduced by the Speaker
HR 0104 of 2019,House Resolution,A resolution urging the United States Department of Agriculture to recognize industrial hemp as a valuable agricultural commodity and take steps to remove barriers to the commercial production of this crop.Last Action: adopted
HR 0105 of 2019,House Resolution,"A resolution to declare May 17, 2019, as Diffuse Intrinsic Pontine Glioma Day in the state of Michigan.Last Action: adopted"
HR 0106 of 2019,House Resolution,A resolution to commemorate the 160th anniversary of the founding of the city of Lansing.Last Action: adopted
HR 0107 of 2019,House Resolution,A resolution to encourage the Congress of the United States to continue aid and support for Israel.Last Action: referred to Committee on Government Operations
HR 0108 of 2019,House Resolution,A resolution to support the United States' relationship with the State of Israel and the Middle East peace process and to call on the President and Congress of the United States to continue policies supporting this relationship.Last Action: referred to Committee on Government Operations
HR 0109 of 2019,House Resolution,"A resolution to declare May 22, 2019, as Equal Rights Advocacy Day in the state of Michigan.   Last Action: referred to Committee on Government Operations"
HR 0110 of 2019,House Resolution,"A resolution to declare May 23, 2019, as Stop the Bleed Day in the state of Michigan.Last Action: adopted"
HR 0111 of 2019,House Resolution,A resolution to commemorate the 120th anniversary of the founding of the Michigan Municipal League.   Last Action: adopted
HR 0112 of 2019,House Resolution,"A resolution to declare May 23, 2019, as Centenarian Day in the state of Michigan.Last Action: adopted"
HR 0113 of 2019,House Resolution,"A resolution to declare May 28, 2019, as Menstrual Hygiene Day in the state of Michigan.Last Action: adopted"
HR 0114 of 2019,House Resolution,"A resolution to declare June 2019 as Lesbian, Gay, Bisexual, and Transgender Pride Month in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0115 of 2019,House Resolution,"A resolution to urge the resignation of Representative Larry Inman of the One Hundred-fourth House District, state of Michigan.Last Action: roll call Roll Call # 179 Yeas 98 Nays 8 Excused 0 Not Voting 4"
HR 0116 of 2019,House Resolution,"A resolution to declare June 10, 2019, as Alcoholics Anonymous Day in the state of Michigan.Last Action: adopted"
HR 0117 of 2019,House Resolution,A resolution to declare June 2019 as Buddy-to-Buddy Volunteer Veteran Program Month in the state of Michigan.Last Action: adopted
HR 0118 of 2019,House Resolution,A resolution to commemorate the 75th anniversary of D-Day and all of the Allied forces who fought along the beaches of Normandy so that Europe might be free from the bonds of tyranny and oppression.Last Action: adopted
HR 0119 of 2019,House Resolution,"A resolution to commemorate June 10, 2019, as the 100th anniversary of the ratification of the 19th Amendment by the state of Michigan.Last Action: adopted"
HR 0120 of 2019,House Resolution,A resolution to declare June 2019 as Alzheimer's Awareness Month in the state of Michigan.Last Action: adopted
HR 0121 of 2019,House Resolution,"A resolution to declare June 7, 2019, as National Gun Violence Awareness Day in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0122 of 2019,House Resolution,"A resolution to declare June 12, 2019, as Women Veterans Recognition Day in the state of Michigan.Last Action: adopted"
HR 0123 of 2019,House Resolution,A resolution to urge the Congress of the United States to establish and fund programs that support positive health practices for minority mothers.Last Action: adopted
HR 0124 of 2019,House Resolution,"A resolution to declare June 14, 2019, as Fisher House Day in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0125 of 2019,House Resolution,"A resolution to declare June 15, 2019, as Elder Abuse Awareness Day in the state of Michigan.Last Action: adopted"
HR 0126 of 2019,House Resolution,A resolution to memorialize the Congress of the United States to pursue humane and responsible immigration policies and oppose discriminatory policies and practices in immigration enforcement.Last Action: referred to Committee on Government Operations
HR 0127 of 2019,House Resolution,A resolution to memorialize the Congress of the United States to develop and improve trade relations with Cuba and to study and report on economic opportunities with Cuba.Last Action: referred to Committee on Government Operations
HR 0128 of 2019,House Resolution,A resolution to urge the Congress and President of the United States to expand the manufacturer's phaseout for the Qualified Plug-In Electric Drive Motor Vehicle Tax Credit.Last Action: referred to Committee on Tax Policy
HR 0129 of 2019,House Resolution,A resolution to commemorate the 100th anniversary of the founding of Optimist International.Last Action: adopted
HR 0130 of 2019,House Resolution,A resolution to commemorate the 55th anniversary of the Civil Rights Act of 1964.Last Action: adopted
HR 0131 of 2019,House Resolution,"A resolution to declare June 19, 2019, as Juneteenth Independence Day in the state of Michigan.Last Action: adopted"
HR 0132 of 2019,House Resolution,"A resolution to declare July 22, 2019, as Fragile X Awareness Day in the state of Michigan.Last Action: adopted"
HR 0133 of 2019,House Resolution,A resolution to declare July 2019 as Fragile X Awareness Month in the state of Michigan.Last Action: adopted
HR 0134 of 2019,House Resolution,A resolution to declare July 2019 as Dark Sky Awareness Month in the state of Michigan.   Last Action: adopted
HR 0135 of 2019,House Resolution,A resolution to declare July 2019 as Craft Beer Month in the state of Michigan.   Last Action: adopted
HR 0136 of 2019,House Resolution,"A resolution to declare June 30-July 7, 2019, as Aquatic Invasive Species Awareness Week in the state of Michigan.Last Action: adopted"
HR 0137 of 2019,House Resolution,A resolution to declare July 2019 as Wildlife Conservation Month in the state of Michigan.Last Action: adopted
HR 0138 of 2019,House Resolution,"A resolution to declare June 22, 2019, as Michigan Mountain Biking Day in the state of Michigan.Last Action: adopted"
HR 0139 of 2019,House Resolution,A resolution to encourage all of Michigan's public universities to enact welcoming policies and procedures for students from all over the world.   Last Action: referred to Committee on Education
HR 0140 of 2019,House Resolution,A resolution to encourage the Governor to appoint Lois J. Cross-Hart of the village of Cassopolis as Poet Laureate of the state of Michigan.   Last Action: referred to Committee on Government Operations
HR 0141 of 2019,House Resolution,A resolution to honor 400 years of African American heritage in the United States of America.   Last Action: adopted
HR 0142 of 2019,House Resolution,"A resolution to commemorate August 26, 2019, as the 99th anniversary of the adoption of the Nineteenth Amendment by the Congress of the United States.Last Action: adopted"
HR 0143 of 2019,House Resolution,A resolution to support the U.S. cherry industry's petition before the U.S. International Trade Commission stating unfair trade practices against Turkey and to urge the Commission and the U.S. Department of Commerce to take action protecting U.S. cherry farmers.Last Action: adopted
HR 0144 of 2019,House Resolution,"A resolution to declare September 1-September 7, 2019, as Infant Safe Sleep Awareness Week in the state of Michigan.Last Action: adopted"
HR 0145 of 2019,House Resolution,A resolution to urge the Governor to make substantial progress toward eliminating the disparities minority- and women-owned businesses experience in the state contracting process.   Last Action: referred to Committee on Commerce and Tourism
HR 0146 of 2019,House Resolution,A resolution to declare September 2019 as Childhood Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0147 of 2019,House Resolution,A resolution to declare September 2019 as PACE Awareness Month in the state of Michigan.Last Action: adopted
HR 0148 of 2019,House Resolution,A resolution to oppose the resumption of capital punishment by the federal government and urge Attorney General Barr and the U.S. Department of Justice to immediately reverse its decision to resume executions.Last Action: referred to Committee on Judiciary
HR 0149 of 2019,House Resolution,"A resolution to declare September 7, 2019, as Great Lakes-St. Lawrence Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0150 of 2019,House Resolution,"A resolution to declare September 8-14, 2019, as Direct Support Professionals Recognition Week in the state of Michigan.Last Action: adopted"
HR 0151 of 2019,House Resolution,A resolution to urge the Congress of the United States to clarify its position on the legality of marijuana under the Controlled Substances Act of 1970.Last Action: adopted
HR 0152 of 2019,House Resolution,A resolution to urge the President of the United States to nominate commissioners to fill the vacancies on the Federal Election Commission.Last Action: referred to Committee on Elections and Ethics
HR 0153 of 2019,House Resolution,"A resolution to declare September 11-17, 2019, as Patriot Week in the state of Michigan.Last Action: adopted"
HR 0154 of 2019,House Resolution,A resolution to encourage the National Park Service to establish a moose tag lottery hunt to assist in controlling the moose population on Isle Royale.Last Action: adopted
HR 0155 of 2019,House Resolution,"A resolution to declare September 13-22, 2019, as Welcoming Week in the state of Michigan.Last Action: adopted"
HR 0156 of 2019,House Resolution,"A resolution to memorialize the President and Congress of the United States to increase federal investment in drinking water, wastewater, and stormwater infrastructure.Last Action: referred to Committee on Natural Resources and Outdoor Recreation"
HR 0157 of 2019,House Resolution,A resolution to memorialize the President and Congress of the United States to increase funding for the Great Lakes Restoration Initiative to $475 million per year.Last Action: adopted
HR 0158 of 2019,House Resolution,A resolution to memorialize the federal government to support strong ballast water rules and efforts at Brandon Road Lock and Dam to prevent and control the introduction and spread of invasive species in the Great Lakes region.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
HR 0159 of 2019,House Resolution,A resolution to urge the President and Congress of the United States and the United States Environmental Protection Agency to commit to assisting states in reducing nutrient pollution in the western Lake Erie basin by 40 percent by 2025.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
HR 0160 of 2019,House Resolution,"A resolution to urge Congress and the President to support federal funding for ports, harbors, and critical marine infrastructure in the Great Lakes region including the Soo Locks reconstruction project.Last Action: adopted"
HR 0161 of 2019,House Resolution,A resolution to memorialize the United States Environmental Protection Agency and Department of Defense to increase federal action to address PFAS contamination.Last Action: referred to Committee on Natural Resources and Outdoor Recreation
HR 0162 of 2019,House Resolution,"A resolution to declare September 17-23, 2019, as Constitution Week in the state of Michigan.Last Action: adopted"
HR 0163 of 2019,House Resolution,"A resolution to declare September 19, 2019, as Maltese American Heritage Day in the state of Michigan.Last Action: adopted"
HR 0164 of 2019,House Resolution,"A resolution to declare September 22-28, 2019, as Fetal Alcohol Spectrum Disorders Awareness Week in the state of Michigan.Last Action: adopted"
HR 0165 of 2019,House Resolution,"A resolution to declare September 22-29, 2019, as Michigan Trails Week in the state of Michigan.Last Action: adopted"
HR 0166 of 2019,House Resolution,"A resolution to declare September 23-27, 2019, as Clean Energy Week in the state of Michigan.Last Action: adopted"
HR 0167 of 2019,House Resolution,"A resolution to declare September 22-28, 2019, as Sickle Cell Disease Awareness Week in the state of Michigan.Last Action: adopted"
HR 0168 of 2019,House Resolution,"A resolution to declare September 22-28, 2019, as Rail Safety Week in the state of Michigan.Last Action: adopted"
HR 0169 of 2019,House Resolution,"A resolution to declare October 2, 2019, as Equestrian Trails Day in the state of Michigan.Last Action: adopted"
HR 0170 of 2019,House Resolution,A resolution to declare October 2019 as Library Appreciation Month in the state of Michigan.Last Action: adopted
HR 0171 of 2019,House Resolution,A resolution to declare October 2019 as College Month in the state of Michigan.Last Action: adopted
HR 0172 of 2019,House Resolution,A resolution to declare October 2019 as Domestic Violence Awareness Month in the state of Michigan.Last Action: adopted
HR 0173 of 2019,House Resolution,A resolution to declare October 2019 as Breast Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0174 of 2019,House Resolution,A resolution to declare October 2019 as Get Smart About Credit Month in the state of Michigan.Last Action: adopted
HR 0175 of 2019,House Resolution,"A resolution to declare October 4-6, 2019, as Buy Nearby Weekend in the state of Michigan.Last Action: adopted"
HR 0176 of 2019,House Resolution,A resolution to declare October 2019 as Disability Employment Awareness Month in the state of Michigan.Last Action: adopted
HR 0177 of 2019,House Resolution,A resolution to declare October 2019 as Filipino American History Month in the state of Michigan.Last Action: adopted
HR 0178 of 2019,House Resolution,"A resolution to declare October 14-18, 2019, as Careers In Energy Week in the state of Michigan.Last Action: adopted"
HR 0179 of 2019,House Resolution,"A resolution to declare October 10, 2019, as Children's Environmental Health Day in the state of Michigan.Last Action: adopted"
HR 0180 of 2019,House Resolution,"A resolution to urge Congress to enact legislation to classify domestic terrorism as a federal crime to provide the Federal Bureau of Investigation and the Department of Homeland Security with more tools to combat these types of crimes.Last Action: referred to Committee on Military, Veterans and Homeland Security"
HR 0181 of 2019,House Resolution,"A resolution to urge the U.S. Food and Drug Administration to address the current shortage of critical, lifesaving drugs.Last Action: referred to Committee on Health Policy"
HR 0182 of 2019,House Resolution,A resolution to urge the Congress of the United States to enact legislation allowing Medicare to negotiate prescription drug prices.Last Action: referred to Committee on Health Policy
HR 0183 of 2019,House Resolution,"A resolution to declare October 15, 2019, as Pregnancy Loss Awareness Day in the state of Michigan.Last Action: adopted"
HR 0184 of 2019,House Resolution,"A resolution to declare October 20-26, 2019, as Respiratory Care Week in the state of Michigan.Last Action: adopted"
HR 0185 of 2019,House Resolution,"A resolution of tribute offered as a memorial for Donald H. Gilmer, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0186 of 2019,House Resolution,"A resolution to declare October 23-31, 2019, as Red Ribbon Week in the state of Michigan.Last Action: adopted"
HR 0187 of 2019,House Resolution,A resolution to memorialize the Congress of the United States to reauthorize the Violence Against Women Act.Last Action: referred to Committee on Judiciary
HR 0188 of 2019,House Resolution,"A resolution to commemorate the 40th anniversary of diplomatic relations between the United States and People's Republic of China and to declare October 1, 2019, as China Day and October 1-7, 2019, as Chinese Heritage Week in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0189 of 2019,House Resolution,"A resolution to declare October 27, 2019, as a Day of Action Against Anti-Semitism in the state of Michigan.Last Action: adopted"
HR 0190 of 2019,House Resolution,"A resolution to recognize the historic, cultural, and religious significance of the Festival of Diwali.Last Action: adopted"
HR 0191 of 2019,House Resolution,"A resolution to declare October 30, 2019, as Auto Heritage Day in the state of Michigan.Last Action: adopted"
HR 0192 of 2019,House Resolution,"A resolution to declare November 12, 2019, as Sigma Gamma Rho Sorority, Incorporated Founders' Day in the state of Michigan.Last Action: adopted"
HR 0193 of 2019,House Resolution,A resolution to declare November 2019 as Poverty and Homelessness Awareness Month in the state of Michigan.Last Action: adopted
HR 0194 of 2019,House Resolution,"A resolution to declare November 1, 2019, as Lead Poisoning Prevention Day in the state of Michigan.Last Action: adopted"
HR 0195 of 2019,House Resolution,A resolution to declare November 2019 as Stomach Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0196 of 2019,House Resolution,"A resolution to memorialize the U.S. Congress to adopt Election Day, the first Tuesday after the first Monday in November, as a national holiday.Last Action: referred to Committee on Government Operations"
HR 0197 of 2019,House Resolution,A resolution to commemorate the centennial of the American Legion Auxiliary.Last Action: adopted
HR 0198 of 2019,House Resolution,A resolution to declare November 2019 as Adoption Awareness Month in the state of Michigan.Last Action: adopted
HR 0199 of 2019,House Resolution,"A resolution to declare December 1-7, 2019, as Cancer Screen Week in the state of Michigan.Last Action: adopted"
HR 0200 of 2019,House Resolution,A resolution of tribute for the Honorable Sheldon Neeley.Last Action: adopted
HR 0201 of 2019,House Resolution,"A resolution to condemn state-sanctioned, forced organ harvesting from prisoners of conscience in the People's Republic of China, urge action by the President of the United States and the United States medical community, and demand an end to the persecution of Falun Gong practitioners.Last Action: referred to Committee on Health Policy"
HR 0202 of 2019,House Resolution,"A resolution to support passage of federal legislation to increase apprenticeship opportunities for veterans.Last Action: referred to Committee on Military, Veterans and Homeland Security"
HR 0203 of 2019,House Resolution,"A resolution to declare December 4, 2019, as Pallister-Killian Syndrome Awareness Day in the state of Michigan.Last Action: adopted"
HR 0204 of 2019,House Resolution,"A resolution to urge the Congress of the United States to enact legislation to add bottled water to the list of WIC-eligible foods.Last Action: referred to Committee on Families, Children, and Seniors"
HR 0205 of 2019,House Resolution,"A resolution of tribute offered as a memorial for Richard Ball, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0206 of 2019,House Resolution,"A resolution to declare December 10-17, 2019, as International Human Rights Week in the state of Michigan.Last Action: referred to Committee on Education"
HR 0207 of 2019,House Resolution,"A resolution to commemorate December 14, 2019, as the 183rd birthday of the Upper Peninsula in the state of Michigan.Last Action: adopted"
SR 0091 of 2020,Senate Resolution,A resolution to urge the U.S. Air Force to station the F-35 Lightning II at Selfridge Air National Guard Base.Last Action: ADOPTED
SR 0092 of 2020,Senate Resolution,A resolution to express concern about Canada's proposed placement of an underground nuclear waste repository in the Great Lakes basin.Last Action: REFERRED TO COMMITTEE ON ENERGY AND TECHNOLOGY
SR 0093 of 2020,Senate Resolution,"A resolution to recognize January 26-February 1, 2020, as Catholic Schools Week.Last Action: ADOPTED"
SR 0094 of 2020,Senate Resolution,"A resolution to commemorate February 1, 2020, as Blue Star Mother's Day.Last Action: ADOPTED"
SR 0095 of 2020,Senate Resolution,A resolution to recognize February 2020 as Children's Dental Health Month.Last Action: ADOPTED
SR 0096 of 2020,Senate Resolution,A resolution to recognize January 2020 as School Board Recognition Month.Last Action: ADOPTED
SR 0097 of 2020,Senate Resolution,A resolution to recognize February 2020 as School-Based Health Care Awareness Month.Last Action: ADOPTED
SR 0098 of 2020,Senate Resolution,A resolution to call for human trafficking hotline postings to be displayed at financial institutions.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SR 0099 of 2020,Senate Resolution,A resolution to memorialize the Congress of the United States to enact legislation to fully fund the Individuals with Disabilities Education Act (IDEA).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SR 0100 of 2020,Senate Resolution,"A resolution to recognize February 2020 as American Heart Month and February 19, 2020, as ""Go Red for Women Day"".Last Action: ADOPTED"
SR 0101 of 2020,Senate Resolution,A resolution to recognize February 2020 as Black History Month.Last Action: LIEUTENANT GOVERNOR NAMED CO-SPONSOR
SR 0102 of 2020,Senate Resolution,"A resolution to recognize February 24-28, 2020, as Public Schools Week.Last Action: ADOPTED"
SR 0103 of 2020,Senate Resolution,"A resolution to recognize February 25, 2020, as Cochlear Implant Day.Last Action: ADOPTED"
SR 0104 of 2020,Senate Resolution,A resolution to oppose policies that restrict the autonomy of workers and employers and memorialize the President and Congress of the United States to support and defend the rights and freedoms of workers and employers.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0105 of 2020,Senate Resolution,A resolution to commemorate the 150th anniversary of the ratification of the 15th Amendment.Last Action: ADOPTED
SR 0106 of 2020,Senate Resolution,A resolution to commemorate the 100th anniversary of the passage and ratification of the 19th Amendment to the United States Constitution.Last Action: ADOPTED
SR 0107 of 2020,Senate Resolution,A resolution to urge the federal government to fund the medical costs associated with testing and mandatory hospital stays for the novel coronavirus.Last Action: ADOPTED
SR 0108 of 2020,Senate Resolution,"A resolution to urge the President and the Congress of the United States to declare the waters of the Straits of Mackinac as ""designated"" for purposes of Great Lakes commercial ship pilotage.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SR 0109 of 2020,Senate Resolution,A resolution to commemorate March 2020 as Social Work Month.Last Action: ADOPTED
SR 0110 of 2020,Senate Resolution,A resolution to recognize April 2020 as Financial Literacy Month.Last Action: ADOPTED
SR 0111 of 2020,Senate Resolution,A resolution to urge the Governor to allow elective procedures in hospitals and to allow healthcare providers the freedom to determine their capacity to handle elective procedures.Last Action: ADOPTED
SR 0112 of 2020,Senate Resolution,A resolution to urge the Governor to use the most current federal guidelines on identifying essential critical infrastructure workers.Last Action: ADOPTED
SR 0113 of 2020,Senate Resolution,A resolution to memorialize the Congress of the United States to fully fund affordable and consistent internet access for all communities and households across the state of Michigan and the entire country.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0114 of 2020,Senate Resolution,A resolution authorizing the Senate Majority Leader to commence legal action on behalf of the Senate challenging the Governor’s authority and actions during the COVID-19 pandemic.Last Action: ADOPTED
SR 0115 of 2020,Senate Resolution,A resolution to encourage Congress to address the unique needs of domestic violence victims and survivors in the next phase of federal stimulus funding in response to COVID-19.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0116 of 2020,Senate Resolution,A resolution to censure Senator Dale Zorn of the Seventeenth Senate District.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0117 of 2020,Senate Resolution,A resolution to grant the Senate Standing Committee on Oversight the power to administer oaths and subpoena witnesses and state records and files.Last Action: ADOPTED AS SUBSTITUTED (S-1)
SR 0118 of 2020,Senate Resolution,"A resolution to urge the Michigan State Capitol Commission to prohibit firearms and other dangerous weapons in public areas of the state Capitol building and the Capitol grounds, and to install security screening checkpoints.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0119 of 2020,Senate Resolution,"A resolution to recognize the Home Front Victory Celebration-Michigan, in remembrance of the 75th anniversary of the end of World War II.Last Action: ADOPTED"
SR 0120 of 2020,Senate Resolution,A resolution to oppose actions by the United States Environmental Protection Agency to weaken the Mercury and Air Toxics Standards.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
SR 0121 of 2020,Senate Resolution,A resolution to recognize May 2020 as Brain Tumor Awareness Month.Last Action: ADOPTED
SR 0122 of 2020,Senate Resolution,A resolution to condemn and denounce the violent activities of extremist organizations and to memorialize the Congress of the United States to redouble its efforts to combat the spread of all forms of domestic terrorism.Last Action: ADOPTED
SR 0123 of 2020,Senate Resolution,"A resolution to recognize June 2020 as Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Pride Month.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
SR 0124 of 2020,Senate Resolution,"A resolution to memorialize the Congress of the United States to help the state of Michigan, schools, and local governments address revenue shortfalls during the COVID-19 Pandemic.Last Action: ADOPTED"
SR 0125 of 2020,Senate Resolution,A resolution to denounce the Governor’s policy placing COVID-19 positive residents with uninfected residents in nursing homes.Last Action: ADOPTED
SR 0126 of 2020,Senate Resolution,A resolution to memorialize the Congress and President of the United States to provide additional funding to help state and local governments with significant budget shortfalls due to the COVID-19 Pandemic and to make existing COVID-19 funding more flexible.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SR 0127 of 2020,Senate Resolution,"A resolution to commemorate June 19, 2020, as Juneteenth.Last Action: LIEUTENANT GOVERNOR NAMED CO-SPONSOR"
SR 0128 of 2020,Senate Resolution,"A resolution to express support for a bi-partisan discussion on renaming military installations currently named after Confederate generals.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS"
SR 0129 of 2020,Senate Resolution,"A resolution to urge the United States Department of Defense to establish a policy to review, and change as necessary, the names of military installations and ships every 20 years.Last Action: ADOPTED"
SR 0130 of 2020,Senate Resolution,A resolution to memorialize the Congress of the United States to explore further avenues of relief for businesses affected by the COVID-19 Pandemic.Last Action: ADOPTED
SR 0131 of 2020,Senate Resolution,A resolution to commemorate July 2020 as Craft Beer Month.Last Action: ADOPTED
SR 0132 of 2020,Senate Resolution,A resolution to condemn Governor Gretchen Whitmer's inaction in addressing issues at the Unemployment Insurance Agency with residents filing for and receiving unemployment benefits and to urge the Governor to promptly sign Enrolled Senate Bill No. 690 of 2020.Last Action: ADOPTED AS SUBSTITUTED (S-1)
SR 0133 of 2020,Senate Resolution,"A resolution to commemorate June 27, 2020, as Post-Traumatic Stress Injury (PTSI) Awareness Day.Last Action: ADOPTED"
SR 0134 of 2020,Senate Resolution,"A resolution to reaffirm the right of the free press to investigate and report on police violence, the use of excessive force by the police, protests, or riots freely and without intimidation or violent obstruction by the government.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0135 of 2020,Senate Resolution,"A resolution to urge the United States Congress, the President of the United States, the Secretary of the Air Force, and the Assistant Secretary of the Air Force to consider the City of Sterling Heights, Michigan as the location for the headquarters of the United States Space Force.Last Action: PLACED ON ORDER OF RESOLUTIONS"
SR 0136 of 2020,Senate Resolution,A resolution to urge the Governor to ban the display of the Confederate flag from all state properties.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0137 of 2020,Senate Resolution,A resolution to acknowledge the 55th Anniversary of the Voting Rights Act of 1965.Last Action: ADOPTED
SR 0138 of 2020,Senate Resolution,A resolution to memorialize the United States Congress to fully fund the United States Postal Service and protect access to mail-in voting during the COVID-19 Pandemic.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0139 of 2020,Senate Resolution,A resolution to recognize independent workers in the state of Michigan.Last Action: ADOPTED
SR 0140 of 2020,Senate Resolution,"A resolution to commemorate September 13-19, 2020, as Direct Support Professionals Week.Last Action: ADOPTED"
SR 0141 of 2020,Senate Resolution,"A resolution to designate September 20-26, 2020, as “Gold Star Family Week.”Last Action: ADOPTED"
SR 0142 of 2020,Senate Resolution,A resolution to encourage the Michigan Public Service Commission to undertake a study into alternative and innovative rate design options for Michigan's electric customers.Last Action: ADOPTED
SR 0143 of 2020,Senate Resolution,A resolution to encourage the Michigan Public Service Commission to study the potential opportunity to integrate customer-owned generation resources into the electric grid.Last Action: ADOPTED
SR 0144 of 2020,Senate Resolution,A resolution to designate October 2020 as Michigan Library Appreciation Month.Last Action: ADOPTED
SR 0145 of 2020,Senate Resolution,"A resolution to urge the Department of Homeland Security to conduct a swift investigation into allegations of invasive medical procedures or hysterectomies performed on immigrant detainees without informed consent, ensure impacted individuals may freely participate in the investigation, and provide immediate medical treatment to any affected individuals, and to memorialize the Congress of the United States to pass measures requiring greater oversight of immigration detention centers and increased protections for detainees.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0146 of 2020,Senate Resolution,A resolution to commemorate the 50th Anniversary of the Michigan State Police State Security Operations Section.Last Action: ADOPTED
SR 0147 of 2020,Senate Resolution,"A resolution to congratulate the government and people of the Republic of China (Taiwan) on the celebration of their 109th National Day on October 10, 2020.Last Action: ADOPTED"
SR 0148 of 2020,Senate Resolution,A resolution to recognize October 2020 as Domestic Violence Awareness Month.Last Action: ADOPTED
SR 0149 of 2020,Senate Resolution,A resolution to discourage local units of government from defunding or abolishing police departments.Last Action: ADOPTED
SR 0150 of 2020,Senate Resolution,"A resolution to grant the Senate Standing Committee on Oversight the full scope of power as authorized by MCL 4.101 and MCL 4.541 to administer oaths, issue subpoenas, and examine books and records.Last Action: ADOPTED"
SR 0151 of 2020,Senate Resolution,"A resolution to recognize all of the clerks, their staff, and election workers in Michigan who made the November 3, 2020 general election possible under unprecedented circumstances.Last Action: LIEUTENANT GOVERNOR NAMED CO-SPONSOR"
SR 0152 of 2020,Senate Resolution,"A resolution to recognize November 18, 2020, as the Seventh Annual Michigan Auto Heritage Day.Last Action: ADOPTED"
SR 0153 of 2020,Senate Resolution,A resolution to urge the Centers for Disease Control and Prevention to prioritize Michigan as one of the first states to receive the COVID-19 vaccine.Last Action: ADOPTED
SR 0154 of 2020,Senate Resolution,"A resolution to amend the tribal-state gaming compact between the Little River Band of Ottawa Indians and the state of Michigan made and entered on December 3, 1998.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0155 of 2020,Senate Resolution,"A resolution of tribute offered as a memorial for Arthur Miller, Jr., former member of the Senate.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0156 of 2020,Senate Resolution,A resolution of tribute for the Honorable Peter J. Lucido.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0157 of 2020,Senate Resolution,A resolution of tribute for the Honorable Peter MacGregor.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0158 of 2020,Senate Resolution,A resolution to memorialize the Congress of the United States to enact the Healthcare Workforce Resilience Act.Last Action: ADOPTED
HR 0208 of 2020,House Resolution,"A resolution to urge the President and Congress of the United States to reauthorize the Older Americans Act and restore funding to Fiscal Year 2010 levels adjusted for inflation.Last Action: referred to Committee on Families, Children, and Seniors"
HR 0209 of 2020,House Resolution,A resolution to declare January 2020 as Human Trafficking Awareness Month in the state of Michigan.Last Action: adopted
HR 0210 of 2020,House Resolution,"A resolution to declare January 11, 2020, as Human Trafficking Awareness Day in the state of Michigan.Last Action: adopted"
HR 0211 of 2020,House Resolution,"A resolution to declare January 8-11, 2020, as Human Trafficking Awareness Week in the state of Michigan.Last Action: adopted"
HR 0212 of 2020,House Resolution,A resolution to declare January 2020 as National Mentoring Month in the state of Michigan.Last Action: adopted
HR 0213 of 2020,House Resolution,A resolution to urge the President and the United States Department of Agriculture to repeal the new work requirements for the Supplemental Nutrition Assistance Program.Last Action: referred to Committee on Appropriations
