Document,Type,Description
HR 0084 of 2009,House Resolution,"A resolution recognizing April 28, 2009, as Equal Pay Day in the state of Michigan.Last Action:  Roll Call # 175 Yeas 108 Nays 1"
SR 0084 of 2009,Senate Resolution,"A resolution recognizing October 15, 2009, as Conflict Resolution Day in the state of Michigan.Last Action: ADOPTED"
SR 0085 of 2009,Senate Resolution,"A resolution recognizing October 11-17, 2009, as Credit Union Week and honoring all Michigan credit unions.Last Action: ADOPTED"
HR 0085 of 2009,House Resolution,"A resolution to commemorate May 12, 2009, as Michigan Fibromyalgia Awareness Day.Last Action: adopted"
HR 0086 of 2009,House Resolution,A resolution declaring May 2009 as Bicycle Safety and Driver Alertness Month in the state of Michigan.Last Action: adopted
SR 0086 of 2009,Senate Resolution,"A resolution urging Congress to defend the role of the dollar as a world reserve currency.

Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS"
SR 0087 of 2009,Senate Resolution,A resolution recognizing November 2009 as Pancreatic Cancer Awareness Month in the state of Michigan.Last Action: ADOPTED
HR 0087 of 2009,House Resolution,"A resolution recognizing the week of May 3-9, 2009, as National County Government Week in the state of Michigan.Last Action: adopted"
HR 0088 of 2009,House Resolution,"A resolution recognizing the week of May 10-16, 2009, as Nursing Home Week in the state of Michigan.Last Action: adopted"
SR 0088 of 2009,Senate Resolution,"A resolution to urge the Michigan House of Representatives to begin the veto override process on the Governor's line-item veto of the section 20j hold harmless school aid funding in 2009 PA 121.
Last Action: PLACED ON ORDER OF RESOLUTIONS"
SR 0089 of 2009,Senate Resolution,"A resolution to memorialize Congress to require that 2010 census forms include a question on citizenship.

Last Action: ADOPTED"
HR 0089 of 2009,House Resolution,"A resolution to memorialize Congress to enact the Credit Cardholders' Bill of Rights Act.

Last Action:  Roll Call # 209 Yeas 102 Nays 6"
HR 0090 of 2009,House Resolution,"A resolution calling on Governor Granholm to divest all state money from certain hedge funds refusing to accept a settlement on the Chrysler bonds they hold and urging other states to divest their holdings in these hedge funds, should these hedge funds fail to agree on a bond settlement before today's deadline on concluding an agreement.

Last Action:  Roll Call # 208 Yeas 76 Nays 33"
SR 0090 of 2009,Senate Resolution,"A resolution to memorialize Congress to require that the forms for the 2010 census include a statement of citizenship.

Last Action: ADOPTED"
SR 0091 of 2009,Senate Resolution,"A resolution recognizing October 18-24, 2009, as National Chemistry Week in the state of Michigan.Last Action: ADOPTED"
HR 0091 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to remove the requirement that states make permanent changes to their 100 percent employer-financed unemployment insurance laws to expand unemployment benefits to individuals who are not currently eligible in order to qualify for the state’s portion of one-time unemployment benefit funding.

Last Action: referred to Committee on Labor"
HR 0092 of 2009,House Resolution,"A resolution of tribute offered as a memorial for David Frederick Upton, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
SR 0092 of 2009,Senate Resolution,A resolution to recognize October 2009 as Window Covering Safety Month.Last Action: ADOPTED
SR 0093 of 2009,Senate Resolution,"A resolution to proclaim November 9-13, 2009, as School Psychology Week in Michigan.Last Action: ADOPTED"
HR 0093 of 2009,House Resolution,"A resolution declaring June 24, 2009, as Older Michiganians Day in the state of Michigan.Last Action: adopted"
HR 0094 of 2009,House Resolution,A resolution recognizing June 2009 as Professional Pest Management Month in the state of Michigan.Last Action: adopted
SR 0094 of 2009,Senate Resolution,"A resolution commemorating the Michigan History Foundation's Jingle Ball on November 21, 2009.Last Action: ADOPTED"
SR 0095 of 2009,Senate Resolution,A resolution honoring the C.S. Mott Foundation for its investment in Michigan through the Moving Ideas to Market initiative.Last Action: ADOPTED
HR 0095 of 2009,House Resolution,"A resolution to commemorate May 16th, 2009, as Cherry Blossom Day in the state of Michigan.Last Action: adopted"
HR 0096 of 2009,House Resolution,A resolution recognizing May 2009 as Hearing Loss Awareness Month in the state of Michigan.Last Action: adopted
SR 0096 of 2009,Senate Resolution,"A resolution to urge the Congress of the United States to enact and put into immediate effect a Humphrey-Hawkins Full Employment Act.

Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
SR 0097 of 2009,Senate Resolution,"A resolution recognizing November 2009 as Adoption Awareness Month and November 15, 2009, as Adoption Day in the state of Michigan.Last Action: ADOPTED"
HR 0097 of 2009,House Resolution,"A resolution designating May 11-17, 2009, as Get Active America Week in the state of Michigan.Last Action: adopted"
HR 0098 of 2009,House Resolution,"A resolution to memorialize the United States Congress to eliminate the sentencing disparity for crimes involving different forms of cocaine.

Last Action: referred to Committee on Judiciary"
SR 0098 of 2009,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact a credit in the federal excise tax on sparkling wines equivalent to the credit for still wines from small wineries.

Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
SR 0099 of 2009,Senate Resolution,A resolution to amend the Standing Rules of the Senate.Last Action: ADOPTED
HR 0099 of 2009,House Resolution,"A resolution to urge the U.S. Department of Energy to give full consideration to advanced battery manufacturing grant applications from Michigan-based manufacturers.

Last Action: adopted"
HR 0100 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to exempt the auto industry from antitrust provisions for a limited time to facilitate the consolidation of the auto supplier industry in an orderly fashion.

Last Action: referred to Committee on Judiciary"
SR 0100 of 2009,Senate Resolution,"A resolution to urge the U.S. Congress and the U.S. Army Corps of Engineers to take immediate actions to prevent the Asian carp from entering the Great Lakes and to develop long-term strategies to address this problem.

Last Action: ADOPTED"
SR 0101 of 2009,Senate Resolution,"A resolution in memory of the Honorable Erma Henderson, president emeritus of the Detroit City Council, the first African-American woman elected president of the Detroit City Council, and the only person to have served as president for three consecutive terms.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
HR 0101 of 2009,House Resolution,A resolution commemorating May 2009 as Bike Month in the state of Michigan.Last Action: adopted
HR 0102 of 2009,House Resolution,"A resolution to memorialize the United States Congress to enact H.R. 521, the Stillbirth Awareness and Research Act of 2009.

Last Action: adopted"
SR 0102 of 2009,Senate Resolution,"A resolution to urge United States Department of Health and Human Services Secretary Kathleen Sebelius to continue the Perinatology Research Branch (PRB) facility in Detroit, Michigan.Last Action: ADOPTED"
SR 0103 of 2009,Senate Resolution,"A resolution to memorialize Congress to enact the Investment in Rural Afterschool Programs Act.

Last Action: ADOPTED"
HR 0103 of 2009,House Resolution,"A resolution to urge Michigan-based corporations, advertising companies, and state agencies to film their commercials in Michigan.

Last Action: referred to Committee on Commerce"
HR 0104 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to enact H.R. 1646, the Hearing Aid Assistance Tax Credit Act.

Last Action: reported with recommendation without amendment"
SR 0104 of 2009,Senate Resolution,"A resolution to urge the State Officers Compensation Commission to ensure that no compensation is earned by legislators or the governor beginning on July 1 of every year until the Michigan Legislature has passed a balanced budget.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS AND REFORM"
SR 0105 of 2009,Senate Resolution,"A resolution honoring Olympic torchbearer James Pivarnik, Ph.D.Last Action: ADOPTED"
HR 0105 of 2009,House Resolution,A resolution declaring the second Saturday in July as Cruisin' Michigan Day in the state of Michigan.Last Action: adopted
HR 0106 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to rectify the imbalance in federal transportation funding that has consistently put Michigan near the bottom of the 50 states in the percentage of federal transportation tax dollars returned to this state each year.

Last Action: adopted"
HR 0107 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to maintain, or increase, FY 2010 funding for the Emergency Food and Shelter National Board Program.

Last Action: referred to Committee on Families and Children's Services"
HR 0108 of 2009,House Resolution,"A resolution to memorialize Congress to provide that companies that receive tax breaks or other incentives and then move American jobs to other countries lose all governmental benefits.

Last Action: referred to Committee on Commerce"
HR 0109 of 2009,House Resolution,"A resolution to memorialize Congress to enact legislation to eliminate the 24-month Medicare waiting period for participants on Social Security Disability Insurance.

Last Action: reported with recommendation without amendment"
HR 0110 of 2009,House Resolution,"A resolution declaring June 24, 2009, Senior Michiganders Day in the state of Michigan.Last Action: adopted"
HR 0111 of 2009,House Resolution,"A resolution proclaiming July 11, 2009, as Srebrenica Remembrance Day and the week of July 11, 2009, as Bosnia and Herzegovina Tribute Week in the state of Michigan.Last Action: adopted"
HR 0112 of 2009,House Resolution,"A resolution to urge the U.S. Department of State to work with Italian authorities to do all they can to maintain the Italian Consulate in Detroit.

Last Action: adopted"
HR 0113 of 2009,House Resolution,"A resolution to affirm the individual rights secured under the Ninth Amendment to the Constitution of the United States and to urge the federal government to respect this fundamental protection.

Last Action: referred to Committee on Judiciary"
HR 0114 of 2009,House Resolution,"A resolution to memorialize the United States Congress to oppose any plans to implement a carbon dioxide cap and trade (tax) program.

Last Action: referred to Committee on Energy and Technology"
HR 0115 of 2009,House Resolution,"A resolution to urge Eastern Michigan University to respect the religious rights of its students and staff and halt all discriminatory practices and to urge the Michigan Attorney General to investigate the Julea Ward case to determine if her civil rights have been violated.

Last Action: referred to Committee on Judiciary"
HR 0116 of 2009,House Resolution,"A resolution requesting the principals of the Revenue Estimating Conference to hold monthly revenue estimating conferences until the 2009-2010 Fiscal Year and the 2010-2011 Fiscal Year budgets have been enacted.

Last Action: referred to Committee on Appropriations"
HR 0117 of 2009,House Resolution,A resolution designating July 2009 as Michigan Craft Beer Month and commending the Michigan craft brewers.Last Action: adopted
HR 0118 of 2009,House Resolution,"A resolution to memorialize Congress to adopt legislation expressing the sense that national health care reform should ensure that the health care needs of women and of all individuals in the United States are met.

Last Action: reported with recommendation without amendment(s)"
HR 0119 of 2009,House Resolution,"A resolution to express the sense of this legislative body that the state of Michigan should intensify its efforts to reduce the high rates of teen pregnancies.

Last Action: reported with recommendation without amendment(s)"
HR 0120 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Prevention First Act to increase access to birth control to prevent unintended pregnancies and reduce the need for abortions.

Last Action: reported with recommendation without amendment(s)"
HR 0121 of 2009,House Resolution,"A resolution of tribute offered as a memorial for Richard D. Allen, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0122 of 2009,House Resolution,"A resolution to recognize June 28-July 5, 2009, as Fun, Safe Swimming Week in the state of Michigan.Last Action: adopted"
HR 0123 of 2009,House Resolution,"A resolution to extend subpoena power to the House Judiciary Committee.

Last Action: reported with recommendation without amendment(s)"
HR 0124 of 2009,House Resolution,"A resolution to memorialize the United States Congress to enact the Automobile Dealer Economic Rights Restoration Act of 2009.

Last Action: referred to Committee on Commerce"
HR 0125 of 2009,House Resolution,"A resolution to memorialize the United States Congress to appropriate $475 million for a Great Lakes Restoration Initiative.

Last Action: adopted"
HR 0126 of 2009,House Resolution,"A resolution to memorialize the United States Congress to enact the American Clean Energy and Security Act.

Last Action: reported with recommendation without amendment(s)"
HR 0127 of 2009,House Resolution,"A resolution to memorialize Congress to provide that every public employee, including every elected official, must live under the provisions of whatever ""public option"" for health care emerges from ongoing discussions to overhaul health care in this country.

Last Action: referred to Committee on Health Policy"
HR 0128 of 2009,House Resolution,"A resolution to memorialize the President and Congress to resolve the Mexican trucking dispute that has resulted in higher tariffs on United States goods being exported to Mexico.

Last Action: referred to Committee on Commerce"
HR 0129 of 2009,House Resolution,"A resolution to urge the Federal Emergency Management Agency to allow additional time and flexibility for property owners in Michigan to comply with new flood insurance requirements.

Last Action: referred to Committee on Commerce"
HR 0130 of 2009,House Resolution,"A resolution to memorialize Congress to enact the Healthy Schools Act of 2009.

Last Action: referred to Committee on Education"
HR 0131 of 2009,House Resolution,"A resolution to call upon the Auditor General to identify and analyze all profits generated by the Michigan State Police Headquarters project and to report the findings to the House of Representatives.

Last Action: referred to Committee on Judiciary"
HR 0132 of 2009,House Resolution,"A resolution to memorialize the United States Senate to oppose the ratification of the United Nations Convention on the Rights of the Child.

Last Action: referred to Committee on Families and Children's Services"
HR 0133 of 2009,House Resolution,A resolution recognizing September 2009 as Life Insurance Awareness Month in the state of Michigan.Last Action: adopted
HR 0134 of 2009,House Resolution,"A resolution to memorialize Congress to enact the Social Security Fairness Act to rectify inequities in Social Security for certain public service workers.

Last Action: referred to Committee on Labor"
HR 0135 of 2009,House Resolution,"A resolution to urge President Obama to grant Michigan a waiver from federal matching requirements for federal-aid highway projects.

Last Action: referred to Committee on Transportation"
HR 0136 of 2009,House Resolution,"A resolution wishing Muslims in Michigan and beyond a happy Eid al-Fitr, the celebration marking the start of the fasting month of Ramadan.
Last Action: adopted"
HR 0137 of 2009,House Resolution,"A resolution to memorialize Congress and the President to increase Michigan's share of stimulus funding for transportation.

Last Action: referred to Committee on Transportation"
HR 0138 of 2009,House Resolution,"A resolution to affirm the right of workers to bargain collectively in their labor contracts for wages, working conditions, and benefits, and, in particular, health benefits.

Last Action: referred to Committee on Labor"
HR 0139 of 2009,House Resolution,A resolution proclaiming September 2009 as Safe Sleep Awareness Month in the state of Michigan.Last Action: adopted
HR 0140 of 2009,House Resolution,"A resolution to urge the Governor to devise a plan to assure that the Library of Michigan collection remains intact and accessible in Lansing.

Last Action: referred to Committee on Government Operations"
HR 0141 of 2009,House Resolution,A resolution recognizing September 2009 as National Alcohol and Drug Addiction Recovery Month in the state of Michigan.Last Action: adopted
HR 0142 of 2009,House Resolution,"A resolution of tribute offered as a memorial for Jim Connors, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0143 of 2009,House Resolution,A resolution to amend the Standing Rules of the House of Representatives.Last Action: adopted
HR 0144 of 2009,House Resolution,"A resolution to memorialize the President and Congress of the United States to pursue policies that encourage full reciprocity, fairness, and transparency in trade agreements and the elimination of obstacles to investment in America.

Last Action: referred to Committee on Commerce"
HR 0145 of 2009,House Resolution,"A resolution to encourage the Michigan Department of Education to recognize the psychological differences between how boys and girls learn and to communicate this finding to the state's K-12 education community.

Last Action: referred to Committee on Education"
HR 0146 of 2009,House Resolution,"A resolution of tribute offered as a memorial for Ralph A. Ostling, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0147 of 2009,House Resolution,"A resolution commemorating Monday, September 21, 2009, as Family Day in the state of Michigan.Last Action: adopted"
HR 0148 of 2009,House Resolution,"A resolution to memorialize the United States Congress to oppose a national health care plan, based on compelling health facts and statistics as reported by the Hoover Institute.

Last Action: referred to Committee on Health Policy"
HR 0149 of 2009,House Resolution,"A resolution to recognize September 9, 2009, as Fetal Alcohol Spectrum Disorders Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0150 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation prohibiting states with levels of unemployment that exceed the national average from being donor states.

Last Action: referred to Committee on Tax Policy"
HR 0151 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to increase funding available for beach water quality monitoring.

Last Action: adopted"
HR 0152 of 2009,House Resolution,"A resolution urging the Speaker of the House of Representatives of Michigan to call the chamber into session every day, excluding religious holidays, until the House of Representatives has passed a Fiscal Year 2010 budget that is balanced and clearly identifies revenue sources.

Last Action: referred to Committee on Judiciary"
HR 0153 of 2009,House Resolution,A resolution declaring September 2009 as Pain Awareness Month in the state of Michigan.Last Action: adopted
HR 0154 of 2009,House Resolution,"A resolution of tribute offered as a memorial for Gloria Schermesser, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0155 of 2009,House Resolution,"A resolution to memorialize the United States Congress to increase the appropriation of funds for research related to Lyme disease prevention and treatment.

Last Action: reported with recommendation without amendment"
HR 0156 of 2009,House Resolution,"A resolution of tribute offered as a memorial for Richard A. Young, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0157 of 2009,House Resolution,"A resolution proclaiming September 17, 2009, as Buy Local - Select Michigan Day.Last Action: adopted"
HR 0158 of 2009,House Resolution,A resolution to recognize October 2009 as Filipino American Heritage Month in the state of Michigan.Last Action: adopted
HR 0159 of 2009,House Resolution,"A resolution to recognize September 15, 2009, through October 15, 2009, as Hispanic Heritage Month in the state of Michigan.Last Action: adopted"
HR 0160 of 2009,House Resolution,"A resolution proclaiming the week of September 21, 2009, as Pollution Prevention Week in the state of Michigan.Last Action: adopted"
HR 0161 of 2009,House Resolution,"A resolution to urge Chrysler to continue manufacturing automobiles at the Sterling Heights Assembly Plant.

Last Action: adopted"
HR 0162 of 2009,House Resolution,"A resolution to memorialize Congress and the President of the United States to explicitly exclude coverage for abortion from any government health care plan that is created.

Last Action: referred to Committee on Judiciary"
HR 0163 of 2009,House Resolution,"A resolution recognizing October 11-17, 2009, as Credit Union Week in the state of Michigan and honoring all Michigan credit unions.Last Action: adopted"
HR 0164 of 2009,House Resolution,"A resolution designating October 15, 2009, as Conflict Resolution Day in the state of Michigan.
Last Action: adopted"
HR 0165 of 2009,House Resolution,"A resolution to memorialize the United States Congress and the President of the United States to oppose relocating detainees held at the detention facility at Guantanamo Bay to facilities in Michigan.

Last Action: referred to Committee on Judiciary"
HR 0166 of 2009,House Resolution,"A resolution declaring November 18, 2009, as Chronic Obstructive Pulmonary Disease Awareness Day in the state of Michigan.
Last Action: adopted"
HR 0167 of 2009,House Resolution,"A resolution recognizing October 25-31, 2009, as Respiratory Care Week in the state of Michigan.
Last Action: adopted"
HR 0168 of 2009,House Resolution,"A resolution to memorialize Congress to adopt the Humane and Optimal Restoration and Sustainability of Equines Act.

Last Action: referred to Committee on Agriculture"
HR 0169 of 2009,House Resolution,A resolution recognizing October 2009 as Poverty Awareness Month in the state of Michigan.Last Action: adopted
HR 0170 of 2009,House Resolution,"A resolution recognizing October 18-24, 2009, as National Chemistry Week in the state of Michigan.Last Action: adopted"
HR 0171 of 2009,House Resolution,"A resolution to memorialize Congress to enact the FAA Reauthorization Act of 2009 with language that treats all employees of the express carrier industry equally under federal labor laws.

Last Action: adopted"
HR 0172 of 2009,House Resolution,"A resolution to memorialize Congress to reject proposals instituting new federal review, oversight, or preemption of state health insurance laws, creating a federal health insurance exchange or connector, and creating a federal health insurance plan or so-called public plan option.

Last Action: referred to Committee on Health Policy"
HR 0173 of 2009,House Resolution,"A resolution to urge the Governor and Surgeon General of Michigan and the Michigan Department of Community Health to raise awareness about the benefits of breastfeeding.

Last Action: referred to Committee on Health Policy"
HR 0174 of 2009,House Resolution,"A resolution to urge the Dow Chemical Company to clean up environmental contamination at the now defunct chemical plant in Bhopal, India.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0175 of 2009,House Resolution,"A resolution to urge the Congress of the United States to enact and put into immediate effect a Humphrey-Hawkins Full Employment Act.

Last Action: adopted"
HR 0176 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to increase funding for research into the diagnosis and treatment of Lyme disease.

Last Action: referred to Committee on Health Policy"
HR 0177 of 2009,House Resolution,"A resolution to call for the creation of a youth administration to represent the voices of young people in Michigan in the lawmaking process.

Last Action: referred to Committee on Intergovernmental and Regional Affairs"
HR 0178 of 2009,House Resolution,A resolution honoring the C.S. Mott Foundation.Last Action: adopted
HR 0179 of 2009,House Resolution,"A resolution to support the Governor's efforts to streamline and consolidate state government through the combination of the Department of Natural Resources and the Department of Environmental Quality into one single department.

Last Action: re-referred to Committee on Government Operations"
HR 0180 of 2009,House Resolution,"A resolution recognizing November 14, 2009 as World Diabetes Day in the state of Michigan.Last Action: adopted"
HR 0181 of 2009,House Resolution,A resolution commemorating the 20th anniversary of the fall of the Berlin Wall and the beginning of the peaceful and democratic reunification of Germany.Last Action: adopted
HR 0182 of 2009,House Resolution,"A resolution declaring November 2009 as Alzheimer's Disease Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0183 of 2009,House Resolution,A resolution recognizing November 2009 as Dwarfism Awareness Month in the state of Michigan.Last Action: adopted
HR 0184 of 2009,House Resolution,"A resolution recognizing November 19, 2009, as Great American Smoke-Out Day in the state of Michigan.
Last Action: adopted"
HR 0185 of 2009,House Resolution,"A resolution declaring December 1, 2009, as World AIDS Day in the state of Michigan.
Last Action: adopted"
HR 0186 of 2009,House Resolution,"A resolution to urge the U.S. Congress and the U.S. Army Corps of Engineers to take immediate actions to prevent the Asian carp from entering the Great Lakes and to develop long-term strategies to address this problem.

Last Action: adopted"
HR 0187 of 2009,House Resolution,"A resolution to express support for active transportation infrastructure options that promote walking and bicycle usage and reduce childhood obesity.

Last Action: adopted"
HR 0188 of 2009,House Resolution,"A resolution to memorialize the Congress of the United States to enact a credit in the federal excise tax on sparkling wines equivalent to the credit for still wines from small wineries.

Last Action: referred to Committee on Tax Policy"
HR 0189 of 2009,House Resolution,"A resolution to memorialize the United States Congress to investigate the integrity of climate change science and require greater public transparency in this research.

Last Action: referred to Committee on Great Lakes and Environment"
HR 0190 of 2009,House Resolution,"A resolution honoring Robert Heft, the designer of the United States 50-star flag.
Last Action: adopted"
HR 0191 of 2009,House Resolution,"A resolution to urge the United States Department of State to fulfill its legal obligation to respond to Freedom of Information requests for records related to breaches in passport record security and to provide complete information to the states regarding how Enhanced Driver’s License information is being protected, housed, and shared.

Last Action: referred to Committee on Judiciary"
HR 0192 of 2009,House Resolution,"A resolution to express the sense of this legislative body that immediate steps must be taken to restore fully the educational funding previously reduced through the so-called 20j veto and the proration per pupil cut.

Last Action: referred to Committee on Education"
SR 0106 of 2010,Senate Resolution,"A resolution to memorialize the President, the Congress, and the Secretary of the Department of Health and Human Services to remove provisions from the final version of federal health care reform legislation that would increase financial obligations for Michigan and other states, whether through expanded Medicaid requirements or other mandates.
Last Action:  ROLL CALL # 9 YEAS 36 NAYS 0 EXCUSED 1 NOT VOTING 1"
SR 0107 of 2010,Senate Resolution,"A resolution to memorialize the President, the Congress, and the Secretary of the Department of Health and Human Services to remove the so-called ""Nebraska Compromise"" from the final version of the federal health care reform legislation.
Last Action:  ROLL CALL # 7 YEAS 26 NAYS 11 EXCUSED 1 NOT VOTING 0"
SR 0108 of 2010,Senate Resolution,A resolution to amend the Standing Rules of the Senate.Last Action: ADOPTED
SR 0109 of 2010,Senate Resolution,"A resolution to urge the United States Coast Guard to operate a cutter ship out of Charlevoix.

Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
SR 0110 of 2010,Senate Resolution,"A resolution to urge the Department of Community Health to authorize the ProCare Health Plan of Michigan to insure Medicaid-eligible individuals in Macomb and Oakland Counties.
Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SR 0111 of 2010,Senate Resolution,"A resolution commemorating February 1-7, 2010, as NASA Week in the state of Michigan.Last Action: ADOPTED"
SR 0112 of 2010,Senate Resolution,"A resolution recognizing January 31 - February 6, 2010, as Catholic Schools Week in the state of Michigan.Last Action: ADOPTED"
SR 0113 of 2010,Senate Resolution,A resolution commemorating the 100th Anniversary of the Boy Scouts of America.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0114 of 2010,Senate Resolution,A resolution to honor Mark Ingram as the recipient of the 2009 Heisman Trophy.Last Action: ADOPTED
SR 0115 of 2010,Senate Resolution,"A resolution to memorialize the President of the United States and the United States Congress to ensure that local businesses located in Michigan and their employees be the primary beneficiaries of the American Recovery and Reinvestment Act funds appropriated to Michigan to stimulate the economy and create jobs.

Last Action:  ROLL CALL # 114 YEAS 37 NAYS 0 EXCUSED 1 NOT VOTING 0"
SR 0116 of 2010,Senate Resolution,"A resolution recognizing February 28, 2010, as Rare Disease Day in the state of Michigan.Last Action: ADOPTED"
SR 0117 of 2010,Senate Resolution,"A resolution to memorialize the Congress of the United States, the President, the Secretary of the U.S. Department of Health and Human Services, and the director of the Centers for Medicare and Medicaid Services to change Medicaid laws, rules, and policies to reward states for maintaining healthy Medicaid populations and administering efficient, cost-effective programs.
Last Action:  ROLL CALL # 60 YEAS 26 NAYS 12 EXCUSED 0 NOT VOTING 0"
SR 0118 of 2010,Senate Resolution,"A resolution in memory of Kelvin W. Scott, a champion for civil rights and a lawyer dedicated to justice.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0119 of 2010,Senate Resolution,A resolution commemorating March 2010 as Ethnic and Cultural Heritage Month in the state of Michigan.Last Action: ADOPTED
SR 0120 of 2010,Senate Resolution,"A resolution to encourage the U.S. Department of Transportation to approve the application of Delta Air Lines for a new route from Detroit Metropolitan Airport to Haneda Airport in Japan.

Last Action: ADOPTED"
SR 0121 of 2010,Senate Resolution,"A resolution declaring March 1-7, 2010, as Weights and Measures Week in the state of Michigan.Last Action: ADOPTED"
SR 0122 of 2010,Senate Resolution,"A resolution commemorating March 6, 2010, as Go Curling Day in Michigan.Last Action: ADOPTED"
SR 0123 of 2010,Senate Resolution,A resolution commemorating the 100th Anniversary of Indian Trails motorcoach company.Last Action: ADOPTED
SR 0124 of 2010,Senate Resolution,"A resolution to urge the Secretary of State to reconsider and reverse the decision to close the branch office located in Temperance.

Last Action: REFERRED TO COMMITTEE ON LOCAL, URBAN AND STATE AFFAIRS"
SR 0125 of 2010,Senate Resolution,A resolution designating April 2010 as Michigan Student Athlete Cardiac Awareness Month.Last Action: ADOPTED
SR 0126 of 2010,Senate Resolution,"A resolution commemorating March 16, 2010, as a Day of Remembrance for Victims of Drunk Drivers in Michigan.Last Action: ADOPTED"
SR 0127 of 2010,Senate Resolution,"A resolution declaring March 17, 2010, as Alpha Kappa Alpha Sorority, Inc., Day at the Capitol.Last Action: ADOPTED"
SR 0128 of 2010,Senate Resolution,"A resolution to memorialize the Congress of the United States to rectify the imbalance in federal transportation funding that has consistently put Michigan near the bottom of the 50 states in the percentage of tax dollars returned and to urge the administration to waive the matching fund requirement for federal highway dollars.

Last Action: ADOPTED"
SR 0129 of 2010,Senate Resolution,"A resolution to urge the Governor to rescind her proclamation making March 20, 2010, Michigan Meatout Day.
Last Action:  ROLL CALL # 123 YEAS 25 NAYS 12 EXCUSED 0 NOT VOTING 1"
SR 0130 of 2010,Senate Resolution,"A resolution commemorating March 26, 2010, as Support Our Troops Day.Last Action: ADOPTED"
SR 0131 of 2010,Senate Resolution,A resolution celebrating the 100th Anniversary of Providence Hospital.Last Action: ADOPTED
SR 0132 of 2010,Senate Resolution,"A resolution to urge inclusion of an addendum to address aquatic invasive species in the Great Lakes Water Quality Agreement.

Last Action: ADOPTED"
SR 0133 of 2010,Senate Resolution,"A resolution to urge the Great Lakes-St. Lawrence River Basin Water Resources Council to scrutinize carefully the proposed diversion at Waukesha, Wisconsin.

Last Action: ADOPTED"
SR 0134 of 2010,Senate Resolution,"A resolution to urge the United States Supreme Court to clarify that the right to bear arms applies to individuals.

Last Action: ADOPTED"
SR 0135 of 2010,Senate Resolution,"A resolution observing May 2010 as Dandy-Walker Syndrome and Hydrocephalus Awareness Month.
Last Action: ADOPTED"
SR 0136 of 2010,Senate Resolution,"A resolution recognizing April 9, 2010, as Ernie Harwell Day in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0137 of 2010,Senate Resolution,"A resolution to encourage and support the Attorney General of the state of Michigan in his efforts to represent the citizens of this state in all legal matters, regardless of the wishes or political views of the Governor.

Last Action:  ROLL CALL # 176 YEAS 20 NAYS 15 EXCUSED 3 NOT VOTING 0"
SR 0138 of 2010,Senate Resolution,A resolution recognizing April 2010 as Multiple Birth Awareness Month in Michigan.Last Action: ADOPTED
SR 0139 of 2010,Senate Resolution,"A resolution to condemn bigotry, violence, and hate speech with regards to the political discourse surrounding the health care reform process taking place in Congress.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0140 of 2010,Senate Resolution,A resolution declaring April 2010 as Youth Financial Literacy Month in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0141 of 2010,Senate Resolution,A resolution recognizing April 2010 as Autism Awareness Month in the state of Michigan.Last Action: ADOPTED
