Document,Type,Description
HR 0092 of 2013,House Resolution,"A resolution to declare April 11, 2013, as Parkinson's Disease Awareness Day in the state of Michigan.Last Action: adopted"
HR 0093 of 2013,House Resolution,"A resolution to declare April 16, 2013, as Voice Day in the state of Michigan.Last Action: adopted"
SR 0093 of 2013,Senate Resolution,A resolution recognizing the 50th Anniversary of the assassination of John F. Kennedy.Last Action: ADOPTED
SR 0094 of 2013,Senate Resolution,A resolution honoring Maestro Enrique Arturo Diemecke.Last Action: ADOPTED
HR 0094 of 2013,House Resolution,"A resolution to declare April 19, 2013, as a Day of Silence in the state of Michigan.Last Action: adopted"
HR 0095 of 2013,House Resolution,"A resolution to declare April 23, 2013, as Turkish-American Day in the state of Michigan.Last Action: adopted"
SR 0095 of 2013,Senate Resolution,"A resolution honoring the 25th Anniversary of the Child and Adolescent Health Center Program.
Last Action: ADOPTED"
SR 0096 of 2013,Senate Resolution,A resolution to recognize and honor the eleven women who served as delegates to the 1961-1962 Michigan Constitutional Convention.Last Action: LIEUTENANT GOVERNOR NAMED CO-SPONSOR
HR 0096 of 2013,House Resolution,"A resolution to urge the Governor to establish a Cyber Security Task Force to review federal and state cyber security laws and policies for inconsistencies.

Last Action: referred to Committee on Energy and Technology"
HR 0097 of 2013,House Resolution,"A resolution to declare April 21-28, 2013, as Money Smart Week in the state of Michigan.Last Action: adopted"
SR 0097 of 2013,Senate Resolution,A resolution to amend the Standing Rules of the Senate.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0098 of 2013,Senate Resolution,"A resolution to urge the Congress and the President of the United States to enact legislation that would reinstate the separation of commercial and investment banking functions in effect under the Glass-Steagall Act.Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS"
HR 0098 of 2013,House Resolution,"A resolution to call upon the Governor and the Emergency Manager for the City of Detroit to conduct an immediate financial audit of the Detroit Water and Sewerage Department.

Last Action: referred to Committee on Local Government"
HR 0099 of 2013,House Resolution,"A resolution to declare May 2013 as Children's Mental Health Month in the state of Michigan.  
Last Action: adopted"
SR 0099 of 2013,Senate Resolution,"A resolution to declare October 2013 as Juvenile Justice Awareness Month in the state of Michigan. 
Last Action: ADOPTED"
SR 0100 of 2013,Senate Resolution,"A resolution to urge the U.S. Army to continue the Army Reserve Officers' Training Corps (ROTC) program at Northern Michigan University.

Last Action: ADOPTED"
HR 0100 of 2013,House Resolution,A resolution to declare May 2013 as Foster Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0101 of 2013,House Resolution,A resolution to declare May 2013 as Skin Cancer Awareness Month in the state of Michigan.Last Action: adopted
SR 0101 of 2013,Senate Resolution,A resolution to commemorate the 50th Anniversary of President John F. Kennedy's signing into law the Community Mental Health Act.Last Action: ADOPTED
SR 0102 of 2013,Senate Resolution,"A resolution to recognize and commend the United States Veterans Administration for its efforts in ensuring a healthy and sustainable environment for current and future generations of veterans and their families.
Last Action: ADOPTED"
HR 0102 of 2013,House Resolution,A resolution to declare May 2013 as Bicycle Safety and Driver Alertness Month in the state of Michigan.Last Action: adopted
HR 0103 of 2013,House Resolution,"A resolution to declare April 21-27, 2013, as Drug Take Back Awareness Week in the state of Michigan.Last Action: adopted"
SR 0103 of 2013,Senate Resolution,"A resolution to amend the Standing Rules of the Senate.

Last Action: ADOPTED"
SR 0104 of 2013,Senate Resolution,"A resolution recognizing November 10-16, 2013, as Nurse Practitioner Week in the state of Michigan.Last Action: ADOPTED"
HR 0104 of 2013,House Resolution,"A resolution to encourage elementary schools throughout Michigan to incorporate the gun safety curriculum found in the Michigan Model for Health program and to encourage all schools to incorporate gun safety programs at all grade levels.

Last Action: referred to Committee on Education"
HR 0105 of 2013,House Resolution,"A resolution to declare April 27, 2013, as Save The Frogs Day in the state of Michigan.Last Action: adopted"
SR 0105 of 2013,Senate Resolution,"A resolution designating January 11, 2014, as Human Trafficking Awareness Day in the state of Michigan.
Last Action: ADOPTED"
SR 0106 of 2013,Senate Resolution,A resolution to designate November 2013 as Alpha-1 Awareness Month in the state of Michigan.Last Action: ADOPTED
HR 0106 of 2013,House Resolution,"A resolution to declare April 24-30, 2013, as Black April Memorial Week in the state of Michigan.Last Action: adopted"
HR 0107 of 2013,House Resolution,"A resolution to declare May 11, 2013, as Train Day in the state of Michigan.Last Action: adopted"
SR 0107 of 2013,Senate Resolution,"A resolution to support and endorse the proposal submitted by the Michigan Advanced Aerial Systems Consortium requesting that Michigan be named one of six federally-identified unmanned aircraft system (UAS) test sites.Last Action: REFERRED TO COMMITTEE ON VETERANS, MILITARY AFFAIRS AND HOMELAND SECURITY"
HR 0108 of 2013,House Resolution,"A resolution to urge Congress to raise permanently the cap on new H1-B temporary work visas available to immigrant professionals and to eliminate the cap for those holding a master's degree or higher from U.S. universities.

Last Action: adopted"
HR 0109 of 2013,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to implement fair and just immigration reform.

Last Action: referred to Committee on Michigan Competitiveness"
HR 0110 of 2013,House Resolution,A resolution to declare May 2013 as Mental Health Awareness Month in the state of Michigan.Last Action: adopted
HR 0111 of 2013,House Resolution,A resolution to declare April 2013 as Safe Digging Month in the state of Michigan.Last Action: adopted
HR 0112 of 2013,House Resolution,"A resolution to declare May 3, 2013, as Community College Day in the state of Michigan.Last Action: adopted"
HR 0113 of 2013,House Resolution,"A resolution to declare May 12, 2013, as Fibromyalgia Awareness Day in the state of  Michigan.Last Action: adopted"
HR 0114 of 2013,House Resolution,"A resolution to declare April 28, 2013, as Worker Memorial Day in the state of Michigan.Last Action: adopted"
HR 0115 of 2013,House Resolution,"A resolution to declare May 1, 2013, as Law Day in the state of MichiganLast Action: adopted"
HR 0116 of 2013,House Resolution,A resolution to declare the month of April 2013 as Community Bankers Month in the state of Michigan.Last Action: adopted
HR 0117 of 2013,House Resolution,"A resolution to urge the Michigan Department of Education to add to its model curriculum content standards and benchmarks a requirement that first grade students demonstrate knowledge of their home address and telephone number.

Last Action: referred to Committee on Education"
HR 0118 of 2013,House Resolution,A resolution to declare May 2013 as Community Action Agency Month in the state of Michigan.Last Action: adopted
HR 0119 of 2013,House Resolution,"A resolution to declare April 29-May 5, 2013, as Screen-Free Week in the state of Michigan.Last Action: adopted"
HR 0120 of 2013,House Resolution,A resolution to declare May 2013 as Lyme Disease Awareness Month in the state of Michigan.Last Action: adopted
HR 0121 of 2013,House Resolution,"A resolution to declare May 3, 2013, as Stand4Change Day in the state of Michigan.Last Action: adopted"
HR 0122 of 2013,House Resolution,A resolution to declare May 2013 as Brain Tumor Awareness Month in the state of Michigan.Last Action: adopted
HR 0123 of 2013,House Resolution,"A resolution to declare May 9, 2013, as Children's Mental Health Awareness Day in the state of Michigan.Last Action: adopted"
HR 0124 of 2013,House Resolution,"A resolution to declare May 6-12, 2013, as Nurses Week in the state of Michigan.Last Action: adopted"
HR 0125 of 2013,House Resolution,"A resolution to declare September 20, 2013 as POW/MIA Recognition Day in the state of Michigan.Last Action: adopted"
HR 0126 of 2013,House Resolution,"A resolution to declare May 18-25, 2013, as Michigan Week in the state of Michigan.Last Action: adopted"
HR 0127 of 2013,House Resolution,"A resolution to declare July 30, 2013, as Henry Ford Day in the state of Michigan.Last Action: adopted"
HR 0128 of 2013,House Resolution,A resolution to declare September 2013 as Alzheimer's Month in the state of Michigan.Last Action: adopted
HR 0129 of 2013,House Resolution,"A resolution to declare September 21, 2013, as Alzheimer's Action Day in the state of Michigan.Last Action: adopted"
HR 0130 of 2013,House Resolution,A resolution to commemorate the 100th anniversary of the Michigan Historical Commission.Last Action: adopted
HR 0131 of 2013,House Resolution,A resolution to declare May 2013 as Crohn's and Colitis Awareness Month in the state of Michigan.Last Action: adopted
HR 0132 of 2013,House Resolution,A resolution to declare May 2013 as Melanoma and Skin Cancer Detection and Prevention Month in the state of Michigan.Last Action: adopted
HR 0133 of 2013,House Resolution,"A resolution to declare May 12-18, 2013, as InfantSee Week in the state of Michigan.Last Action: adopted"
HR 0134 of 2013,House Resolution,"A resolution to declare May 16, 2013, as High School Radio Day in the state of Michigan.Last Action: adopted"
HR 0135 of 2013,House Resolution,"A resolution to urge the other Great Lakes states and Canada to adopt ballast water standards equivalent to the 2013 federal Vessel General Permit requirements.
Last Action: adopted"
HR 0136 of 2013,House Resolution,"A resolution to urge the Governor and Department of Corrections to convert heating plants at the state's correctional facilities to combined heat and power plants.

Last Action: referred to Committee on Energy and Technology"
HR 0137 of 2013,House Resolution,"A resolution to declare May 15, 2013, as Chaldean American Day in the state of Michigan.Last Action: adopted"
HR 0138 of 2013,House Resolution,"A resolution to urge the Department of Community Health to promote programs to identify and address inequities in the prevention, treatment, and research of diseases threatening the health of women.

Last Action: referred to Committee on Health Policy"
HR 0139 of 2013,House Resolution,"A resolution to express the sense of this legislative body that the state of Michigan should continue its efforts to reduce the high rates of teen pregnancies.

Last Action: referred to Committee on Health Policy"
HR 0140 of 2013,House Resolution,"A resolution to declare May 12-18, 2013, as Women's Health Week in the state of Michigan.Last Action: adopted"
HR 0141 of 2013,House Resolution,"A resolution to declare May 15, 2013, as Tuberous Sclerosis Awareness Day in the state of Michigan.Last Action: adopted"
HR 0142 of 2013,House Resolution,A resolution to declare May 2013 as Bike Month in the state of Michigan.Last Action: adopted
HR 0143 of 2013,House Resolution,"A resolution to declare May 12-18, 2013, as Food Allergy Awareness Week in the state of Michigan.Last Action: adopted"
HR 0144 of 2013,House Resolution,A resolution to declare Iosco County the Premiere Birding Capital of the state of Michigan.Last Action: referred to Committee on Natural Resources
HR 0145 of 2013,House Resolution,"A resolution to declare May 19-25, 2013, as Emergency Medical Services Week in the state of Michigan.Last Action: adopted"
HR 0146 of 2013,House Resolution,"A resolution to declare May 16, 2013, as Hereditary Angioedema Awareness Day in the state of Michigan.Last Action: adopted"
HR 0147 of 2013,House Resolution,A resolution to declare May 2013 as Wrestling Month in the state of Michigan.Last Action: adopted
HR 0148 of 2013,House Resolution,A resolution to declare July 2013 as Professional Pest Management Month in the state of Michigan.Last Action: adopted
HR 0149 of 2013,House Resolution,"A resolution to memorialize Congress to investigate actions taken by the Internal Revenue Service and its agents that targeted and scrutinized specific organizations seeking tax-exempt status.

Last Action: referred to Committee on Government Operations"
HR 0150 of 2013,House Resolution,"A resolution to declare May 24, 2013, as Public Service Chaplains Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0151 of 2013,House Resolution,A resolution to declare May 2013 as Lupus Awareness Month in the state of Michigan.Last Action: adopted
HR 0152 of 2013,House Resolution,"A resolution to declare June 9, 2013, as Flower Planting Day in the state of Michigan.Last Action: adopted"
HR 0153 of 2013,House Resolution,"A resolution to declare July 27-28, 2013, as Maker Faire Detroit Weekend in the state of Michigan.Last Action: adopted"
HR 0154 of 2013,House Resolution,"A resolution to declare June 17-23, 2013, as Finnish-American Heritage Week in the state of Michigan.Last Action: adopted"
HR 0155 of 2013,House Resolution,"A resolution to declare June 9-15, 2013, as Aquatic Invasive Species Awareness Week in the state of Michigan.Last Action: adopted"
HR 0156 of 2013,House Resolution,"A resolution to declare May 19-25, 2013, as AMBER Alert Awareness Week in the state of Michigan.Last Action: adopted"
HR 0157 of 2013,House Resolution,"A resolution to declare May 23, 2013, as Alpha Kappa Alpha Day in the state of Michigan.Last Action: adopted"
HR 0158 of 2013,House Resolution,"A resolution to declare May 25, 2013, as Hispanic Senior Citizens Day in the state of Michigan.Last Action: adopted"
HR 0159 of 2013,House Resolution,"A resolution to call upon the U.S. Attorney General and the U.S. Department of Justice to cease and desist forthwith the prosecution of the Romeike family and to make permanent the grant of asylum in which they were initially vested.

Last Action: referred to Committee on Government Operations"
HR 0160 of 2013,House Resolution,A resolution to recognize Congressman John D. Dingell as the longest serving member of the United States Congress.Last Action: adopted
HR 0161 of 2013,House Resolution,A resolution to commemorate the 69th anniversary of D-Day and all of the Allied forces who fought along the beaches of Normandy so that Europe might be free from the bonds of tyranny and oppression.Last Action: adopted
HR 0162 of 2013,House Resolution,"A resolution to declare July 6, 2013, as Frisbee Day in the state of Michigan.Last Action: adopted"
HR 0163 of 2013,House Resolution,A resolution to declare October 2013 as Microenterprise Month in the state of Michigan.Last Action: adopted
HR 0164 of 2013,House Resolution,"A resolution to memorialize the Congress of the United States to terminate the National Flood Insurance Program.

Last Action: referred to Committee on Insurance"
HR 0165 of 2013,House Resolution,"A resolution to declare July 28, 2013, as Viral Hepatitis Awareness Day in the state of  Michigan.Last Action: adopted"
HR 0166 of 2013,House Resolution,"A resolution to recognize and honor Jeralean Talley of Inkster, Michigan, who became the oldest person living in the United States on March 21, 2013.Last Action: adopted"
HR 0167 of 2013,House Resolution,"A resolution to declare June 2, 2013, as Childhood Cancer Survivors Day in the state of Michigan.Last Action: adopted"
HR 0168 of 2013,House Resolution,A resolution to declare July 2013 as Craft Beer Month in the state of Michigan.Last Action: adopted
HR 0169 of 2013,House Resolution,"A resolution to urge Congress to enact legislation to adopt the Honor and Remember Flag as an official symbol to recognize and honor members of the Armed Forces who died while serving or as a result of serving.

Last Action: referred to Committee on Military and Veterans Affairs"
HR 0170 of 2013,House Resolution,"A resolution to urge the Attorney General to conduct an investigation to determine why gasoline prices in Michigan are consistently among the highest in the nation and to report the findings along with policy options to the Legislature.

Last Action: referred to Committee on Energy and Technology"
HR 0171 of 2013,House Resolution,A resolution to commemorate the 100th anniversary of the founding of Camp Grayling.Last Action: adopted
HR 0172 of 2013,House Resolution,"A resolution to declare June 12, 2013, as Dairy Foods Awareness Day in the state of Michigan.Last Action: adopted"
HR 0173 of 2013,House Resolution,"A resolution to declare October 4, 2013, as French-Canadian Heritage Day in the state of Michigan.Last Action: adopted"
HR 0174 of 2013,House Resolution,"A resolution to strongly urge the U.S. Army Corps of Engineers to conduct immediate emergency dredging in the Saginaw River and Bay.

Last Action: referred to Committee on Natural Resources"
HR 0175 of 2013,House Resolution,"A resolution to declare June 12, 2013, as Medgar Evers Day in the state of Michigan.Last Action: adopted"
HR 0176 of 2013,House Resolution,A resolution to declare June 2013 as Internet Safety Month in the state of Michigan.Last Action: adopted
HR 0177 of 2013,House Resolution,"A resolution to recognize the Meijer State Games of Michigan for their dedication to community, fitness, and health.Last Action: adopted"
HR 0178 of 2013,House Resolution,"A resolution to urge careful review of the proposed underground nuclear waste repository in Ontario, Canada and memorialize the United States Congress to do all it can to see that Michigan’s concerns are fully addressed.

Last Action: referred to Committee on Energy and Technology"
HR 0179 of 2013,House Resolution,"A resolution to oppose United Nations Agenda 21 and its destructiveness to the founding principles of the United States, and to encourage local governments to be well-informed about the underlying harmful implications of adopting its strategies.

Last Action: referred to Committee on Government Operations"
HR 0180 of 2013,House Resolution,A resolution to declare July 2013 as Parks and Recreation Month in the state of Michigan.Last Action: adopted
HR 0181 of 2013,House Resolution,"A resolution to commemorate the 50th anniversary of Dr. Martin Luther King, Jr.'s Detroit Walk to Freedom.Last Action: adopted"
HR 0182 of 2013,House Resolution,A resolution to declare July 2013 as Ultraviolet Ray Safety Month in the state of Michigan.Last Action: adopted
HR 0183 of 2013,House Resolution,A resolution to declare August 2013 as Immunization Awareness Month in the state of Michigan.Last Action: adopted
HR 0184 of 2013,House Resolution,A resolution to declare June 2013 as Post-Traumatic Stress Disorder Awareness Month in the state of Michigan.Last Action: adopted
HR 0185 of 2013,House Resolution,"A resolution to memorialize Congress to repeal the Affordable Care Act.

Last Action: referred to Committee on Health Policy"
HR 0186 of 2013,House Resolution,"A resolution to oppose United Nations Agenda 21 and its impact to the founding principles of the United States, and to encourage local governments to be well-informed about the underlying harmful implications of adopting its strategies.

Last Action: referred to Committee on Oversight"
HR 0187 of 2013,House Resolution,"A resolution to encourage Michigan's colleges and universities to promote globally comprehensive education as a part of curricular and extracurricular life

Last Action: referred to Committee on Education"
HR 0188 of 2013,House Resolution,A resolution to declare September 2013 as College Savings Month in the state of Michigan.Last Action: adopted
HR 0189 of 2013,House Resolution,"A resolution to declare July 11, 2013, as Srebrenica Remembrance Day and July 11-17, 2013, as Bosnia and Herzegovina Tribute Week in the state of Michigan.Last Action: adopted"
HR 0190 of 2013,House Resolution,A resolution to declare October 2013 as Emergency Vehicle Awareness Month in the state of Michigan.Last Action: adopted
HR 0191 of 2013,House Resolution,"A resolution to extend best wishes to Muslims in Michigan and worldwide, a joyous and meaningful observance of Ramadan, a month of reflection and prayer.Last Action: adopted"
HR 0192 of 2013,House Resolution,A resolution to declare October 2013 as Harvest Gathering Month in the state of Michigan.Last Action: adopted
HR 0193 of 2013,House Resolution,"A resolution to urge the Food and Drug Administration to require that genetically modified foods be labeled as such and to allow non-genetically modified foods to be labeled as GMO-free.

Last Action: referred to Committee on Agriculture"
HR 0194 of 2013,House Resolution,"A resolution to declare September 6, 2013, as Phi Beta Sigma Anti-Hazing Day in the state of Michigan.Last Action: adopted"
HR 0195 of 2013,House Resolution,"A resolution to commemorate July 27, 2013, as the 60th anniversary of the end of the Korean War.	Last Action: adopted"
HR 0196 of 2013,House Resolution,"A resolution to implore the Michigan Department of Treasury to conduct a financial review of the Michigan Catastrophic Claims Association (MCCA) to consider the appointment of an emergency financial manager.

Last Action: referred to Committee on Insurance"
HR 0197 of 2013,House Resolution,"A resolution to urge the Congress of the United States to support marriage equality and repeal the Defense of Marriage Act.

Last Action: referred to Committee on Judiciary"
HR 0198 of 2013,House Resolution,"A resolution to memorialize the United States Congress to oppose the construction of an underground nuclear waste repository in Ontario, Canada and to urge Canadian officials to find alternatives to Ontario Power Generation's proposal to bury nuclear waste in the Great Lakes Basin.

Last Action: referred to Committee on Energy and Technology"
HR 0199 of 2013,House Resolution,A resolution to urge the state of Illinois to recognize Michigan concealed pistol license holders as being automatically authorized to carry concealed handguns in Illinois.Last Action: adopted
HR 0200 of 2013,House Resolution,"A resolution to declare July 22-28, 2013, as Farmers Market Week in the state of Michigan.Last Action: adopted"
HR 0201 of 2013,House Resolution,"A resolution to urge the Food and Drug Administration to adopt final regulations pertaining to mobile medical applications.

Last Action: referred to Committee on Health Policy"
HR 0202 of 2013,House Resolution,A resolution to declare August 2013 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.Last Action: adopted
HR 0203 of 2013,House Resolution,"A resolution to urge the United States Congress to adopt legislation to change the manner in which sexual assaults are reported within the military.

Last Action: referred to Committee on Military and Veterans Affairs"
HR 0204 of 2013,House Resolution,"A resolution to urge the Congress of the United States to maintain funding levels for the Great Lakes Restoration Initiative.

Last Action: referred to Committee on Natural Resources"
HR 0205 of 2013,House Resolution,"A resolution to urge the Congress of the United States and the U.S. Attorney General to prosecute Director of National Intelligence James Clapper for lying to Congress about the National Security Agency's collection of data on U.S. citizens.

Last Action: referred to Committee on Criminal Justice"
HR 0206 of 2013,House Resolution,"A resolution to declare September 11-17, 2013, as Patriot Week in the state of Michigan.Last Action: adopted"
HR 0207 of 2013,House Resolution,A resolution to commemorate the 312th anniversary of the founding of the city of Detroit.Last Action: adopted
HR 0208 of 2013,House Resolution,A resolution to commemorate the life of President Gerald R. Ford and the indelible contributions he made to Michigan and to the United States of America.Last Action: adopted
HR 0209 of 2013,House Resolution,"A resolution to memorialize the Kingdom of the Netherlands to strongly reconsider the proposed closing of the Dutch Consulate General Office in Chicago and to retain a strong diplomatic presence in the Midwest region of the United States for generations to come.

Last Action: adopted"
HR 0210 of 2013,House Resolution,A resolution to declare September 2013 as Safe Sleep Awareness Month in the state of Michigan.Last Action: adopted
HR 0211 of 2013,House Resolution,"A resolution to urge the hydrologic separation of the Great Lakes basin from the Mississippi River basin.

Last Action: referred to Committee on Natural Resources"
HR 0212 of 2013,House Resolution,A resolution to commemorate the 90th anniversary of the chartering of the Michigan Dental Hygienists Association.Last Action: adopted
HR 0213 of 2013,House Resolution,"A resolution to declare September 10, 2013, as Pharmaceutical Collection Day in the state of Michigan.Last Action: adopted"
HR 0214 of 2013,House Resolution,A resolution to recognize the environmental achievements of Ford Motor Company.Last Action: referred to Committee on Commerce
HR 0215 of 2013,House Resolution,A resolution to commemorate the 100th anniversary of Starr Commonwealth.Last Action: adopted
HR 0216 of 2013,House Resolution,"A resolution to urge Congress to require the National Security Agency to obtain individual search warrants for a named person(s) to collect or track phone data and metadata as required by the Fourth Amendment of the United States Constitution.

Last Action: referred to Committee on Criminal Justice"
HR 0217 of 2013,House Resolution,"A resolution to declare September 17, 2013, as Constitution and Citizenship Day in the state of Michigan.Last Action: adopted"
HR 0218 of 2013,House Resolution,A resolution to commemorate the bicentennial of Michigan's liberation during the War of 1812.Last Action: adopted
HR 0219 of 2013,House Resolution,"A resolution to declare September 2013 as Childhood Cancer Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0220 of 2013,House Resolution,A resolution to declare October 2013 as Filipino-American Heritage Month in the state of Michigan.Last Action: adopted
HR 0221 of 2013,House Resolution,A resolution to declare September 2013 as Ovarian Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0222 of 2013,House Resolution,"A resolution to declare September 15-October 15, 2013, as Hispanic Heritage Month in the state of Michigan.Last Action: adopted"
HR 0223 of 2013,House Resolution,A resolution to declare September 2013 as Recovery Month in the state of Michigan.Last Action: adopted
HR 0224 of 2013,House Resolution,"A resolution to request that the Michigan Gaming Control Board reconsider recent regulatory proposals regarding charitable gaming.

Last Action: referred to Committee on Regulatory Reform"
HR 0225 of 2013,House Resolution,"A resolution to declare September 21-28, 2013, as Trails Week in the state of Michigan.Last Action: adopted"
HR 0226 of 2013,House Resolution,"A resolution to authorize the State Board of Education and the Michigan Department of Education to move forward to expend resources to implement the use of the Common Core State Standards so long as the conditions of this resolution can be met.

Last Action: referred to Committee on Education"
HR 0227 of 2013,House Resolution,"A resolution to urge the Congress of the United States to adopt House Concurrent Resolution 50, regarding the National Railroad Monument in Durand, Michigan.

Last Action: adopted"
HR 0228 of 2013,House Resolution,"A resolution to declare September 26, 2013, as Brain Injury Association of Michigan Day in the state of Michigan.Last Action: adopted"
HR 0229 of 2013,House Resolution,"A resolution to declare October 5, 2013, as Buy Nearby Get Caught Blue-Handed Day in the state of Michigan.Last Action: adopted"
HR 0230 of 2013,House Resolution,"A resolution to express support for the President of the United States' and the U.S. Attorney General's new policies to address our nation's high incarceration rates.

Last Action: referred to Committee on Criminal Justice"
HR 0231 of 2013,House Resolution,A resolution to declare October 2013 as Apple Month in the state of Michigan.Last Action: adopted
HR 0232 of 2013,House Resolution,A resolution to commemorate the 100th anniversary of the invention of the moving assembly line.Last Action: adopted
HR 0233 of 2013,House Resolution,"A resolution to urge the Congress and the President of the United States to exempt National Guard personnel from sequestration cuts in the same manner as other military personnel were exempted.

Last Action: reported with recommendation without amendment"
HR 0234 of 2013,House Resolution,A resolution to declare October 2013 as Breast Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0235 of 2013,House Resolution,"A resolution to declare October 6-13, 2013, as Mental Illness Awareness Week in the state of Michigan.Last Action: adopted"
HR 0236 of 2013,House Resolution,"A resolution to urge the Congress of the United States to live under the Patient Protection and Affordable Care Act and reject subsidies for health insurance from the U.S. Office of Personnel Management.

Last Action: referred to Committee on Insurance"
HR 0237 of 2013,House Resolution,"A resolution to declare October 3, 2013, as Chiari Awareness Day in the state of Michigan.Last Action: adopted"
HR 0238 of 2013,House Resolution,"A resolution to encourage the Food and Drug Administration to examine the potential health risks associated with spray tanning products and draft guidelines and make recommendations on the safe use of these products.

Last Action: referred to Committee on Regulatory Reform"
HR 0239 of 2013,House Resolution,"A resolution to declare October 6-12, 2013, as Fire Prevention Week in the state of Michigan.Last Action: adopted"
HR 0240 of 2013,House Resolution,A resolution to recognize the 50th anniversary of the assassination of John F. Kennedy.Last Action: adopted
HR 0241 of 2013,House Resolution,A resolution to commemorate the 238th anniversary of the founding of the United States Navy.Last Action: adopted
HR 0242 of 2013,House Resolution,"A resolution to declare October 14-18, 2013, as Credit Union Week in the state of Michigan.Last Action: adopted"
HR 0243 of 2013,House Resolution,"A resolution to declare October 20-26, 2013, as Respiratory Care Week in the state of Michigan.Last Action: adopted"
HR 0244 of 2013,House Resolution,"A resolution to memorialize the Congress of the United States to amend the Communications Decency Act of 1996 to allow the prosecution by state and local governments of individuals who promote prostitution and child sex trafficking through online advertisements.

Last Action: adopted"
HR 0245 of 2013,House Resolution,"A resolution to declare October 18, 2013, as Mammography Day in the state of Michigan.Last Action: adopted"
HR 0246 of 2013,House Resolution,"A resolution to declare October 20-26, 2013, as Safe Schools Week in the state of Michigan.Last Action: adopted"
HR 0247 of 2013,House Resolution,"A resolution to declare October 23, 2013, as School Bus Drivers Appreciation Day and October 21-25, 2013, as School Bus Safety Week in the state of Michigan.Last Action: adopted"
HR 0248 of 2013,House Resolution,"A resolution to declare October 20-26, 2013, as Teen Driver Safety Week in the state of  Michigan.Last Action: adopted"
HR 0249 of 2013,House Resolution,"A resolution to declare November 21, 2013, as Great American Smoke-Out Day in the state of Michigan.Last Action: adopted"
HR 0250 of 2013,House Resolution,A resolution to declare November 2013 as COPD Awareness Month in the state of Michigan.Last Action: adopted
HR 0251 of 2013,House Resolution,A resolution to recognize and honor the eleven women who served as delegates to the 1961-1962 Michigan Constitutional Convention.Last Action: adopted
HR 0252 of 2013,House Resolution,A resolution to commemorate the 80th anniversary of Thoroughbred horse racing in the state of Michigan.Last Action: adopted
HR 0253 of 2013,House Resolution,"A resolution  to declare October 20-26, 2013, as Chemistry Week in the state of Michigan.Last Action: adopted"
HR 0254 of 2013,House Resolution,"A resolution to declare November 11-15, 2013, as School Psychology Week in the state of Michigan.Last Action: adopted"
HR 0255 of 2013,House Resolution,A resolution to declare October 2013 as Juvenile Justice Awareness Month in the state of Michigan.Last Action: adopted
HR 0256 of 2013,House Resolution,"A resolution to urge the U.S. Army to continue the Army Reserve Officers' Training Corps (ROTC) program at Northern Michigan University.

Last Action: adopted"
HR 0257 of 2013,House Resolution,A resolution to commemorate the 50th anniversary of the signing of the Community Mental Health Act by President John F. Kennedy.Last Action: adopted
HR 0258 of 2013,House Resolution,A resolution to declare November 2013 as Adoption Awareness Month in the state of Michigan.Last Action: adopted
HR 0259 of 2013,House Resolution,"A resolution to amend the Standing Rules of the House of Representatives.

Last Action: referred to Committee on Government Operations"
HR 0260 of 2013,House Resolution,"A resolution to urge the Congress and the President of the United States to enact legislation that would reinstate the separation of commercial and investment banking functions in effect under the Glass-Steagall Act.

Last Action: referred to Committee on Financial Services"
HR 0261 of 2013,House Resolution,"A resolution to declare November 16-24, 2013, as Hunger and Homelessness Awareness Week in the state of Michigan.Last Action: adopted"
HR 0262 of 2013,House Resolution,"A resolution to declare November 9-15, 2013, as America Recycles Week in the state of Michigan.Last Action: adopted"
HR 0263 of 2013,House Resolution,A resolution to commemorate the 238th anniversary of the founding of the United States Marine Corps.Last Action: adopted
HR 0264 of 2013,House Resolution,"A resolution to declare November 7, 2013, as Prematurity Day in the state of Michigan.Last Action: adopted"
HR 0265 of 2013,House Resolution,"A resolution commemorating November 7-10, 2013, as the centennial anniversary of the Great Storm of 1913 in the state of Michigan.Last Action: adopted"
HR 0266 of 2013,House Resolution,"A resolution to declare November 12, 2013, as Mobility Awareness Day in the state of Michigan.Last Action: adopted"
HR 0267 of 2013,House Resolution,A resolution to declare November 2013 as Reflex Sympathetic Dystrophy and Complex Regional Pain Syndrome Month in the state of Michigan.Last Action: adopted
HR 0268 of 2013,House Resolution,A resolution to declare November 2013 as Alzheimer's Awareness Month in the state of Michigan.Last Action: adopted
HR 0269 of 2013,House Resolution,"A resolution to declare December 9-15, 2013, as Computer Science Education Week in the state of Michigan.Last Action: adopted"
HR 0270 of 2013,House Resolution,"A resolution to commemorate the 150th anniversary of President Abraham Lincoln's Gettysburg Address of November 19, 1863.Last Action: adopted"
HR 0271 of 2013,House Resolution,A resolution to declare November 2013 as Long-Term Care Awareness Month in the state of Michigan.Last Action: adopted
