Document,Type,Description
SR 0088 of 2015,Senate Resolution,"A resolution commemorating September 11-17, 2015, as Michigan Patriot Week.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0089 of 2015,Senate Resolution,"A resolution to commemorate September 9, 2015, as Standing For Peace and Justice Day.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HR 0089 of 2015,House Resolution,"A resolution to urge the Congress of the United States to pass legislation that establishes a national, uniform, and scientifically-based label program for genetically modified food.Last Action: adopted"
HR 0090 of 2015,House Resolution,"A resolution to declare May 17-23, 2015, as Michigan Week in the state of Michigan.Last Action: adopted"
SR 0090 of 2015,Senate Resolution,"A resolution to commemorate September 2015 as Kinship Care Month.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS AND HUMAN SERVICES"
SR 0091 of 2015,Senate Resolution,A resolution to amend the Standing Rules of the Senate.Last Action: ADOPTED
HR 0091 of 2015,House Resolution,A resolution to declare May 2015 as Foster Care Awareness Month in the state of Michigan.Last Action: adopted
HR 0092 of 2015,House Resolution,"A resolution to declare May 24-30, 2015, as Invisible Illness Awareness Week in the state of Michigan.Last Action: adopted"
SR 0092 of 2015,Senate Resolution,"A resolution to commemorate October 2, 2015, as Wrongful Conviction Day.Last Action: ADOPTED"
SR 0093 of 2015,Senate Resolution,A resolution to recognize the fourth Friday of September as Michigan Indian Day.Last Action: ADOPTED
HR 0093 of 2015,House Resolution,A resolution to commemorate the 50th anniversary of Head Start.Last Action: adopted
HR 0094 of 2015,House Resolution,A resolution to declare May 2015 as Cystic Fibrosis Awareness Month in the state of Michigan.Last Action: adopted
SR 0094 of 2015,Senate Resolution,A resolution to commemorate the month of October as Dysautonomia Awareness Month.Last Action: ADOPTED
SR 0095 of 2015,Senate Resolution,"A resolution to commemorate September 28, 2015 - October 4, 2015, as French Canadian Heritage Week.Last Action: ADOPTED"
HR 0095 of 2015,House Resolution,"A resolution to urge the Congress and the President of the United States to take action to protect the rights of Arab and Muslim Americans.Last Action: referred to Committee on Criminal Justice"
HR 0096 of 2015,House Resolution,"A resolution to declare May 31, 2015, as White Armband Day in the state of Michigan.Last Action: adopted"
SR 0096 of 2015,Senate Resolution,A resolution to commemorate September 2015 as Life Insurance Awareness Month.Last Action: ADOPTED
SR 0097 of 2015,Senate Resolution,"A resolution to designate October 21, 2015, as Hunger Solutions Day.Last Action: ADOPTED"
HR 0097 of 2015,House Resolution,"A resolution to declare June 6, 2015, as Childhood Cancer Survivors Day in the state of Michigan.Last Action: adopted"
HR 0098 of 2015,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that allows the refinancing of student loans.Last Action: referred to Committee on Financial Services"
SR 0098 of 2015,Senate Resolution,"A resolution designating October 3, 2015, as Buy Nearby Get Caught Blue-Handed Day.Last Action: ADOPTED"
SR 0099 of 2015,Senate Resolution,"A resolution to congratulate the government and people of the Republic of China (Taiwan) on the celebration of their 104th National Day on October 10, 2015.Last Action: ADOPTED"
HR 0099 of 2015,House Resolution,"A resolution to extend best wishes to Muslims in Michigan and worldwide, for a joyous and meaningful observance of Ramadan, a month of prayer and reflection.Last Action: adopted"
HR 0100 of 2015,House Resolution,"A resolution to declare June 10, 2015, as Dairy Foods Awareness Day in the state of Michigan.Last Action: adopted"
SR 0100 of 2015,Senate Resolution,A resolution designating October 2015 as Breast Cancer Awareness Month.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0101 of 2015,Senate Resolution,A resolution to designate the final Sunday in September of each year as Gold Star Mothers Day.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
HR 0101 of 2015,House Resolution,"A resolution to declare June 2015 as Lesbian, Gay, Bisexual, and Transgender Pride Month in the state of Michigan.Last Action: referred to Committee on Families, Children, and Seniors"
HR 0102 of 2015,House Resolution,A resolution to commemorate the 800th anniversary of Magna Carta.Last Action: adopted
SR 0102 of 2015,Senate Resolution,"A resolution to proclaim October 11-17, 2015, as Cooperative Week.Last Action: ADOPTED"
SR 0103 of 2015,Senate Resolution,"A resolution to commemorate October 12-16, 2015, as Credit Union Week.Last Action: ADOPTED"
HR 0103 of 2015,House Resolution,"A resolution to declare June 14-20, 2015, as Men's Health Week in the state of Michigan.Last Action: adopted"
HR 0104 of 2015,House Resolution,"A resolution to declare July 22, 2015, as Fragile X Awareness Day in the state of Michigan.Last Action: adopted"
SR 0104 of 2015,Senate Resolution,"A resolution to urge the Congress of the United States to reject the U.S.-led nuclear agreement with Iran and press for a new agreement that will prevent all pathways to an Iranian nuclear weapon.Last Action: ADOPTED AS SUBSTITUTED S-1"
SR 0105 of 2015,Senate Resolution,"A resolution to encourage the President and Congress of the United States and the U.S. Office of Management and Budget to support plans to upgrade the Soo Locks at Sault Ste. Marie, Michigan, and approve the U.S. Army Corps of Engineers' request to fund preparation of an Economic Reevaluation Report.Last Action: ADOPTED"
HR 0105 of 2015,House Resolution,"A resolution to declare June 21-28, 2015, as Community Theatre Week in the state of Michigan.Last Action: adopted"
HR 0106 of 2015,House Resolution,"A resolution to commemorate the 50th anniversary of the Voting Rights Act of 1965 on August 6, 2015.Last Action: adopted"
SR 0106 of 2015,Senate Resolution,A resolution to observe October 2015 as National Physical Therapy Month.Last Action: ADOPTED
SR 0107 of 2015,Senate Resolution,"A resolution to urge the Governor to reject the request by the city of Waukesha, Wisconsin, to divert water from the Great Lakes.Last Action: ADOPTED"
HR 0107 of 2015,House Resolution,"A resolution to urge the United States Department of Transportation, Federal Aviation Administration, and Transportation Security Administration to address policies causing ongoing difficulty to veterans travelling with service animals, and encourage the review of these policies with the intent to promulgate clear directives.Last Action: adopted"
HR 0108 of 2015,House Resolution,"A resolution to declare June 27, 2015, as Post Traumatic Stress Injury Awareness Day in the state of Michigan.Last Action: adopted"
SR 0108 of 2015,Senate Resolution,"A resolution to commemorate October 18-24, 2015, as Chemistry Week.Last Action: ADOPTED"
SR 0109 of 2015,Senate Resolution,"A resolution to urge the United States Congress to enact legislation for the purpose of enhancing hunting, fishing, recreational shooting, and other outdoor recreational opportunities, as well as strengthen conservation efforts nationwide.Last Action: ADOPTED"
HR 0109 of 2015,House Resolution,"A resolution to declare July 5-11, 2015, as Arteriovenous Malformation (AVM) Awareness Week in the state of Michigan.Last Action: adopted"
HR 0110 of 2015,House Resolution,A resolution to declare August 2015 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.Last Action: adopted
SR 0110 of 2015,Senate Resolution,"A resolution to recognize November 10, 2015, as the Second Annual Michigan Auto Heritage Day.Last Action: ADOPTED"
SR 0111 of 2015,Senate Resolution,A resolution to urge the U.S. Department of Defense to approve the Ambit Foundation request for use of facilities at the Selfridge Air National Guard Base to establish a Veterans Care Transition Center.Last Action: ADOPTED
HR 0111 of 2015,House Resolution,A resolution to declare July 2015 as Craft Beer Month in the state of Michigan.Last Action: substitute H-1 adopted
HR 0112 of 2015,House Resolution,"A resolution to declare July 11, 2015, as Srebrenica Remembrance Day and July 11-17, 2015, as Bosnia and Herzegovina Tribute Week  in the state of MichiganLast Action: adopted"
SR 0112 of 2015,Senate Resolution,A resolution to commemorate November 2015 as No-Shave November in order to raise awareness of men's health issues.Last Action: ADOPTED
SR 0113 of 2015,Senate Resolution,"A resolution to commemorate November 13, 2015, as World Pancreatic Cancer Day.Last Action: ADOPTED"
HR 0113 of 2015,House Resolution,"A resolution to declare June 28-July 4, 2015, as Aquatic Invasive Species Awareness Week in the state of Michigan.Last Action: adopted"
HR 0114 of 2015,House Resolution,"A resolution of tribute offered as a memorial for Donald J. Albosta, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
SR 0114 of 2015,Senate Resolution,"A resolution of tribute offered as a memorial for Robert VanderLaan, former member of the Senate.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0115 of 2015,Senate Resolution,"A resolution recognizing November 8-14, 2015, as National Nurse Practitioner Week.Last Action: ADOPTED"
HR 0115 of 2015,House Resolution,A resolution to commemorate the 25th anniversary of the Americans with Disabilities Act of 1990.Last Action: adopted
HR 0116 of 2015,House Resolution,"A resolution to declare July 24-26, 2015, as MDA Michigan Professional Fire Fighters Union Fill the Boot Weekend in the state of Michigan.Last Action: adopted"
SR 0116 of 2015,Senate Resolution,A resolution honoring Art Van Elslander for his support of Detroit by saving its Thanksgiving Day Parade 25 years ago.Last Action: ADOPTED
SR 0117 of 2015,Senate Resolution,"A resolution to commemorate November 15, 2015, as Webster L. Marble Day.Last Action: ADOPTED"
HR 0117 of 2015,House Resolution,A resolution to commemorate the 314th anniversary of the founding of the city of Detroit.Last Action: adopted
HR 0118 of 2015,House Resolution,A resolution to declare July 2015 as Ice Cream Month in the state of Michigan.Last Action: adopted
SR 0118 of 2015,Senate Resolution,"A resolution to request that the U.S. Department of Justice and the U.S. Congress fully investigate the unrelenting acts of violence against reproductive health clinics and invest federal resources towards security upgrades and heightened safeguards to protect innocent civilians from acts of domestic terrorism.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0119 of 2015,Senate Resolution,A resolution to urge the Governor and Attorney General to exercise their authority to terminate the 1953 easement and shut down Enbridge Energy Line 5 under the Straits of Mackinac.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HR 0119 of 2015,House Resolution,"A resolution to urge the Congress of the United States to renew the charter for the U.S. Export-Import Bank and to amend the charter to ensure the bank cannot provide an export subsidy to a foreign company which would lead to a significant loss of U.S. jobs.Last Action: referred to Committee on Commerce and Trade"
HR 0120 of 2015,House Resolution,"A resolution to condemn discrimination in any form and to call for an end to racist rhetoric and hate speech by United States presidential candidates.Last Action: referred to Committee on Government Operations"
SR 0120 of 2015,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that prohibits the sale of cleaning products and personal care products containing plastic microbeads.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
SR 0121 of 2015,Senate Resolution,"A resolution to memorialize the Congress of the United States to address freeze emergencies and their consequences by enacting legislation to define freeze emergencies as major disasters eligible for federal disaster relief and emergency assistance.Last Action: ADOPTED"
HR 0121 of 2015,House Resolution,"A resolution to urge the Congress of the United States to oppose the Iranian nuclear agreement and affirm the rights and responsibilities of the states to sanction businesses under their jurisdiction for conducting business with state sponsors of terrorism.Last Action: reported with recommendation without amendment"
HR 0122 of 2015,House Resolution,"A resolution to declare September 11-17, 2015, as Patriot Week in the state of Michigan.Last Action: adopted"
SR 0122 of 2015,Senate Resolution,"A resolution to designate December 9 - 16, 2015, as Remembrance for All Victims of Gun Violence Week in Michigan.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0123 of 2015,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation that prohibits the manufacture and sale of consumer products containing plastic microbeads.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES"
HR 0123 of 2015,House Resolution,A resolution to declare August 2015 as Breast Feeding Awareness Month in the state of Michigan.Last Action: adopted
HR 0124 of 2015,House Resolution,"A resolution to declare August 26, 2015, as Cora Belle Reynolds Anderson Day in the state of Michigan.Last Action: adopted"
SR 0124 of 2015,Senate Resolution,A resolution to commemorate the 20th Anniversary of the federal recognition of the tribal government of the Nottawaseppi Huron Band of the Potawatomi.Last Action: ADOPTED
SR 0125 of 2015,Senate Resolution,"A resolution recognizing Ziebart International Corporation of Troy, Michigan, on the occasion of its 56th Anniversary of the establishment of its business in the great state of Michigan.Last Action: ADOPTED"
HR 0125 of 2015,House Resolution,"A resolution of tribute for the Honorable Brandon Dillon.Last Action: adopted"
HR 0126 of 2015,House Resolution,"A resolution to declare August 16, 2015, as Airborne Day in the state of Michigan.Last Action: adopted"
SR 0126 of 2015,Senate Resolution,A resolution recognizing Data Consulting Group of Detroit on the occasion of its 25th Anniversary of the establishment of its business in Detroit and the great state of Michigan.Last Action: ADOPTED
SR 0127 of 2015,Senate Resolution,"A resolution to urge the United States Senate to oppose the Trans-Pacific Partnership and any similar trade deals that fail to restructure the misguided and failed policies of the past.Last Action: REFERRED TO COMMITTEE ON ECONOMIC DEVELOPMENT AND INTERNATIONAL INVESTMENT"
HR 0127 of 2015,House Resolution,A resolution to declare September 2015 as Kinship Care Month in the state of Michigan.Last Action: adopted
HR 0128 of 2015,House Resolution,"A resolution to memorialize the Congress of the United States to reject the U.S.-led nuclear agreement with Iran and press for a new agreement that will prevent all pathways to an Iranian nuclear weapon.Last Action: referred to Committee on Military and Veterans Affairs"
HR 0129 of 2015,House Resolution,"A resolution to create a House select committee to examine the qualifications of Representative Cindy Gamrat of the Eightieth House District and Representative Todd Courser of the Eighty-second House District, State of Michigan, and determine their fitness to continue holding the high office to which they were elected.Last Action: adopted"
HR 0130 of 2015,House Resolution,A resolution to declare August 2015 as Immunization Awareness Month in the state of Michigan.Last Action: adopted
HR 0131 of 2015,House Resolution,"A resolution to declare August 26, 2015, as Women's Equality Day in the state of Michigan.Last Action: adopted"
HR 0132 of 2015,House Resolution,"A resolution to declare September 10, 2015, as Watershed Council Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0133 of 2015,House Resolution,"A resolution to urge the Governor and State Tax Commission to conduct a statewide impact study on the current and future effects of the ""dark store"" tax method.Last Action: referred to Committee on Tax Policy"
HR 0134 of 2015,House Resolution,"A resolution to declare September 9, 2015, as Fetal Alcohol Spectrum Disorders Awareness Day in the state of Michigan.Last Action: adopted"
HR 0135 of 2015,House Resolution,"A resolution to declare September 7-13, 2015, as Conservation Week in the state of Michigan.Last Action: adopted"
HR 0136 of 2015,House Resolution,"A resolution to declare September 10, 2015, as Suicide Prevention Day in the state of Michigan.Last Action: adopted"
HR 0137 of 2015,House Resolution,"A resolution to grant subpoena power to the House Select Committee to Examine the Qualifications of Representatives Cindy Gamrat and Todd Courser.Last Action: referred to Committee on Government Operations"
HR 0138 of 2015,House Resolution,"A resolution to direct the Select Committee to Examine the Qualifications of Representatives Cindy Gamrat and Todd Courser to refer the House Business Office report to law enforcement for investigation and to refrain from making any recommendations until an investigation is completed and to urge the Michigan Attorney General and Michigan State Police to conduct an investigation.Last Action: referred to Committee on Government Operations"
HR 0139 of 2015,House Resolution,"A resolution to expel Representative Todd Courser of the Eighty-Second House District, State of Michigan.Last Action: referred to Committee on Government Operations"
HR 0140 of 2015,House Resolution,"A resolution to censure Representative Todd Courser of the Eighty-Second House District, State of Michigan.Last Action: referred to Committee on Government Operations"
HR 0141 of 2015,House Resolution,"A resolution to expel Representative Cindy Gamrat of the Eightieth House District, State of Michigan.Last Action: adopted by 2/3 vote Roll Call # 296 Yeas 91 Nays 12"
HR 0142 of 2015,House Resolution,"A resolution to censure Representative Cindy Gamrat of the Eightieth House District, State of Michigan.Last Action: referred to Committee on Government Operations"
HR 0143 of 2015,House Resolution,A resolution to declare September 2015 as Chiari Awareness Month in the state of Michigan.Last Action: adopted
HR 0144 of 2015,House Resolution,"A resolution to urge the President of the United States and Congress to support the National Breast Cancer Coalition's goal of knowing how to end breast cancer by 2020.Last Action: adopted"
HR 0145 of 2015,House Resolution,A resolution to request that the Michigan Attorney General and Michigan State Police investigate the behavior and conduct of former Representative Todd Courser.Last Action: adopted
HR 0146 of 2015,House Resolution,"A resolution of tribute offered as a memorial for Neal Nitz, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0147 of 2015,House Resolution,"A resolution of tribute offered as a memorial for James A. Plakas, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0148 of 2015,House Resolution,"A resolution to declare September 15-October 15, 2015, as Hispanic Heritage Month in the state of Michigan.Last Action: adopted"
HR 0149 of 2015,House Resolution,A resolution to declare October 2015 as Domestic Violence Awareness Month in the state of Michigan.Last Action: adopted
HR 0150 of 2015,House Resolution,"A resolution to declare September 28-October 4, 2015, as French-Canadian Heritage Week in the state of Michigan.Last Action: adopted"
HR 0151 of 2015,House Resolution,"A resolution to declare September 22, 2015, as Youth Consent Day in the state of Michigan.Last Action: adopted"
HR 0152 of 2015,House Resolution,A resolution to declare September 2015 as Life Insurance Awareness Month in the state of Michigan.Last Action: adopted
HR 0153 of 2015,House Resolution,"A resolution to encourage the United States Forest Service to issue the owners of privately held hunting camps on leased acres within the Ottawa National Forest special use authorization under the Recreation Residence Program.Last Action: adopted"
HR 0154 of 2015,House Resolution,"A resolution to encourage the President and Congress of the United States and the U.S. Office of Management and Budget to support plans to upgrade the Soo Locks at Sault Ste. Marie, Michigan, and approve the U.S. Army Corps of Engineers' request to fund preparation of an Economic Reevaluation Report.
Last Action: adopted"
HR 0155 of 2015,House Resolution,A resolution to commemorate the 41st anniversary of the signing of Michigan Indian Day.Last Action: adopted
HR 0156 of 2015,House Resolution,"A resolution to urge the United States Congress and the U.S. Department of the Army to accelerate federal funding to improve military vehicle safety from rollover accidents.Last Action: adopted"
HR 0157 of 2015,House Resolution,"A resolution to declare October 2, 2015, as Michigan Manufacturers Day in the state of Michigan.Last Action: adopted"
HR 0158 of 2015,House Resolution,"A resolution to declare October 3, 2015, as Buy Nearby Get Caught Blue-Handed Day in the state of Michigan.Last Action: adopted"
HR 0159 of 2015,House Resolution,"A resolution to urge the Congress of the United States to continue funding the federal government and avoid a lapse in federal operations.Last Action: referred to Committee on Government Operations"
HR 0160 of 2015,House Resolution,"A resolution to urge the Congress of the United States to make permanent a ban on the federal, state, and local taxation of internet access.Last Action: per Rule 41 referred to Committee on Communications and Technology"
HR 0161 of 2015,House Resolution,"A resolution to declare October 2, 2015, as Wrongful Conviction Day in the state of Michigan.Last Action: adopted"
HR 0162 of 2015,House Resolution,A resolution to declare October 2015 as Breast Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0163 of 2015,House Resolution,A resolution to declare October 2015 as Filipino-American Heritage Month in the state of Michigan.Last Action: adopted
HR 0164 of 2015,House Resolution,"A resolution to express the sense of this legislative body that the state of Michigan should continue its efforts to further reduce the rate of teen pregnancy by promoting programs with proven results.Last Action: referred to Committee on Families, Children, and Seniors"
HR 0165 of 2015,House Resolution,"A resolution of tribute offered as a memorial for Vera Rison, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0166 of 2015,House Resolution,A resolution to declare October 2015 as Anti-Bullying Awareness Month in the state of Michigan.Last Action: adopted
HR 0167 of 2015,House Resolution,A resolution to declare October 2015 as Apple Month in the state of Michigan.Last Action: adopted
HR 0168 of 2015,House Resolution,A resolution to declare October 2015 as Polish-American Heritage Month in the state of Michigan.Last Action: adopted
HR 0169 of 2015,House Resolution,"A resolution to memorialize the Congress of the United States to take actions necessary to help families enduring mental health crisis.Last Action: adopted"
HR 0170 of 2015,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to ban crude oil shipments on the Great Lakes and call for a comprehensive review of Great Lakes pipelines and spill response times.Last Action: referred to Committee on Natural Resources"
HR 0171 of 2015,House Resolution,A resolution to declare November 2015 as Gratitude Month in the state of Michigan.	Last Action: adopted
HR 0172 of 2015,House Resolution,"A resolution to encourage the business community and the citizens of Michigan to preserve the original intentions of Thanksgiving Day by refraining from offering or participating in sales promotions, and to encourage community organizations and religious institutions to offer their own events for individuals unable to celebrate with family and friends.Last Action: referred to Committee on Commerce and Trade"
HR 0173 of 2015,House Resolution,"A resolution to declare October 22, 2015, as PTA Day in the state of Michigan.Last Action: adopted"
HR 0174 of 2015,House Resolution,"A resolution to urge the Congress of the United States to enact legislation that increases funding for critical investments to improve aging water infrastructure and to urge the President and Congress of the United States to work cooperatively with the state on promoting access to clean water and key investments in water infrastructure.Last Action: referred to Committee on Natural Resources"
HR 0175 of 2015,House Resolution,"A resolution to declare the Michigan Department of Transportation Director Kirk Steudle unfit to lead the department and express our lack of confidence in his leadership.Last Action: referred to Committee on Government Operations"
HR 0176 of 2015,House Resolution,"A resolution to declare October 24, 2015, as United Nations Day in the state of Michigan.Last Action: adopted"
HR 0177 of 2015,House Resolution,"A resolution to memorialize the U.S. Congress to enact legislation preventing federal agencies from putting Social Security numbers in their entirety on written correspondence and requiring alternative verification methods to protect consumers from identity theft.Last Action: referred to Committee on Oversight and Ethics"
HR 0178 of 2015,House Resolution,"A resolution to urge the U.S. Department of Defense to approve the Ambit Foundation request for use of facilities at the Selfridge Air National Guard Base to establish a Veteran Transitional Care Center.Last Action: adopted"
HR 0179 of 2015,House Resolution,"A resolution of tribute offered as a memorial for Mary Lou Parks, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0180 of 2015,House Resolution,"A resolution to declare October 25-31, 2015, as Respiratory Care Week in the state of Michigan.Last Action: adopted"
HR 0181 of 2015,House Resolution,"A resolution to memorialize the Congress of the United States to adopt Election Day, the first Tuesday after the first Monday in November, as a national holiday.Last Action: referred to Committee on Government Operations"
HR 0182 of 2015,House Resolution,"A resolution to urge the Governor and Attorney General to exercise their authority to terminate the 1953 easement and shut down Enbridge Energy Line 5 under the Straits of Mackinac.Last Action: referred to Committee on Natural Resources"
HR 0183 of 2015,House Resolution,"A resolution to declare November 13, 2015, as World Pancreatic Cancer Day in the state of Michigan.Last Action: adopted"
HR 0184 of 2015,House Resolution,"A resolution to urge the United States Senate to concur with the United States House of Representatives and repeal the country-of-origin labeling regulations.Last Action: adopted"
HR 0185 of 2015,House Resolution,"A resolution to declare November 10, 2015, as Great Lakes Sailors Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0186 of 2015,House Resolution,"A resolution to declare November 28, 2015, as Holodomor Memorial Day in the state of Michigan.Last Action: adopted"
HR 0187 of 2015,House Resolution,"A resolution to declare November 15, 2015, as America Recycles Day in the state of Michigan.Last Action: adopted"
HR 0188 of 2015,House Resolution,"A resolution to declare November 16, 2015, as Dutch-American Heritage Day in the state of Michigan.Last Action: adopted"
HR 0189 of 2015,House Resolution,"A resolution of tribute offered as a memorial for Clemens Bykowski, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0190 of 2015,House Resolution,A resolution to declare November 2015 as Adoption Awareness Month in the state of Michigan.Last Action: adopted
HR 0191 of 2015,House Resolution,"A resolution to declare December 9-16, 2015, as Remembrance For All Victims of Gun Violence Week in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0192 of 2015,House Resolution,"A resolution to declare December 7, 2015, as Pearl Harbor Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0193 of 2015,House Resolution,"A resolution to urge the Governor, the Michigan Public Service Commission, the Michigan Department of Environmental Quality, and the Michigan Department of Natural Resources to explore policies relating to carbon dioxide capture from industrial sources and the use and sequestration of captured carbon dioxide in enhanced oil recovery.Last Action: referred to Committee on Energy Policy"
HR 0194 of 2015,House Resolution,A resolution to commemorate the 20th anniversary of the federal recognition of the Nottawaseppi Huron Band of the Potawatomi.Last Action: adopted
SR 0128 of 2016,Senate Resolution,"A resolution to urge the United States Congress to overturn recent executive actions put forth by the President concerning gun control.Last Action: ADOPTED"
SR 0129 of 2016,Senate Resolution,"A resolution recognizing January 24 - January 30, 2016, as Michigan School Choice Week.Last Action: ADOPTED"
SR 0130 of 2016,Senate Resolution,A resolution to recognize and congratulate Grand Valley State University.Last Action: ADOPTED
SR 0131 of 2016,Senate Resolution,"A resolution to amend the Standing Rules of the Senate.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0132 of 2016,Senate Resolution,"A resolution designating January 11, 2016, as Human Trafficking Awareness Day.Last Action: ADOPTED"
SR 0133 of 2016,Senate Resolution,A resolution to extend subpoena power to the Senate Government Operations Committee.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0134 of 2016,Senate Resolution,A resolution to amend the Standing Rules of the Senate.Last Action: ADOPTED
SR 0135 of 2016,Senate Resolution,"A resolution to commemorate January 31 - February 6, 2016, as Catholic Schools Week.Last Action: ADOPTED"
SR 0136 of 2016,Senate Resolution,"A resolution designating January 27, 2016, as Fred Korematsu Day.Last Action: ADOPTED"
SR 0137 of 2016,Senate Resolution,"A resolution recognizing February 4, 2016, as Cancer Prevention Day.Last Action: ADOPTED"
SR 0138 of 2016,Senate Resolution,"A resolution to urge the United States Congress and the President of the United States to enact legislation that would reinstate the separation of commercial and investment banking functions that was in effect under the Glass-Steagall Act.Last Action: REFERRED TO COMMITTEE ON BANKING AND FINANCIAL INSTITUTIONS"
SR 0139 of 2016,Senate Resolution,"A resolution to commemorate February 1, 2016, as Blue Star Mother's Day.Last Action: ADOPTED"
SR 0140 of 2016,Senate Resolution,"A resolution proclaiming February 2016 as American Heart Month and February 5, 2016, as Wear Red Day.Last Action: ADOPTED"
SR 0141 of 2016,Senate Resolution,A resolution to commemorate February 2016 as Black History Month.Last Action: ADOPTED
SR 0142 of 2016,Senate Resolution,"A resolution to commemorate February 7-14, 2016, as Congenital Heart Disease Awareness Week and February 12, 2016, as Ruby Jane Day.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS"
SR 0143 of 2016,Senate Resolution,A resolution honoring the accomplishments of the General Motors Lansing Grand River Assembly Plant and its workforce on their recent awards and achievements.Last Action: ADOPTED
SR 0144 of 2016,Senate Resolution,A resolution to commemorate the official recognition of the Michigan Air National Guard's 217th Air Operations Group.Last Action: ADOPTED
SR 0145 of 2016,Senate Resolution,"A resolution to designate February 18, 2016, as Conductive Education Day.Last Action: ADOPTED"
SR 0146 of 2016,Senate Resolution,"A resolution to urge Michigan communities to pursue innovative policies that promote economic development by attracting young STEAM professionals to work in financially distressed communities.Last Action: ADOPTED"
SR 0147 of 2016,Senate Resolution,"A resolution to designate May 2016 as Motorcycle Safety Awareness Month.Last Action: ADOPTED"
SR 0148 of 2016,Senate Resolution,"A resolution to designate February 21-27, 2016, as National Eating Disorders Awareness Week.Last Action: ADOPTED"
SR 0149 of 2016,Senate Resolution,"A resolution to memorialize the Congress of the United States to enact legislation which ensures that citizens are promptly notified of potential lead in water contamination.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0150 of 2016,Senate Resolution,A resolution recognizing February 2016 as Self-Care Month.Last Action: ADOPTED
SR 0151 of 2016,Senate Resolution,A resolution of tribute offered to honor John Quackenbush upon the end of his term on the Michigan Public Service Commission.Last Action: ADOPTED
SR 0152 of 2016,Senate Resolution,A resolution recognizing the 50th Anniversary of the Oakland County Parks and Recreation Commission.Last Action: ADOPTED
SR 0153 of 2016,Senate Resolution,"A resolution to extend subpoena power to the Senate Oversight Committee and the Senate Veterans, Military Affairs and Homeland Security Committee for the purpose of investigating the quality of care and staffing at the Grand Rapids Home for Veterans.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0154 of 2016,Senate Resolution,"A resolution recognizing March 13-19, 2016, as Aviation Week.Last Action: ADOPTED"
SR 0155 of 2016,Senate Resolution,"A resolution to urge the U.S. Secretary of State to re-open the public comment period for Plains LPG's presidential permit application for the pipelines under the St. Clair River and ask the International Joint Commission to review the environmental impact of the pipelines running under the St. Clair River and Detroit River.Last Action: REFERRED TO COMMITTEE ON ENERGY AND TECHNOLOGY"
SR 0156 of 2016,Senate Resolution,A resolution commemorating March 2016 as Ethnic and Cultural Heritage Month.Last Action: ADOPTED
SR 0157 of 2016,Senate Resolution,"A resolution to commemorate April 19, 2016, as Suits and Sneakers Day.Last Action: ADOPTED"
SR 0158 of 2016,Senate Resolution,"A resolution to recognize March 31, 2016, as Cesar E. Chavez Day.Last Action: ADOPTED"
SR 0159 of 2016,Senate Resolution,"A resolution to commemorate March 25, 2016, as Greek Independence Day.Last Action: ADOPTED"
