Document,Type,Description
SR 0089 of 2021,Senate Resolution,A resolution to urge the federal government to allow persons under the age of 21 to operate commercial vehicles on interstate routes.Last Action: ADOPTED
HR 0089 of 2021,House Resolution,"A resolution to declare April 28, 2021, as Suits and Sneakers Day in the state of Michigan.Last Action: adopted"
HR 0090 of 2021,House Resolution,A resolution to declare May 2021 as Veteran Suicide Awareness Month in the state of Michigan.Last Action: adopted
SR 0090 of 2021,Senate Resolution,"A resolution to designate November 2021 as ""Do Business with a Veteran Month"".Last Action: ADOPTED"
SR 0091 of 2021,Senate Resolution,"A resolution to recognize the historic, cultural, and religious significance of the festival of Diwali.Last Action: ADOPTED"
HR 0091 of 2021,House Resolution,"A resolution to declare May 2-8, 2021, as Tardive Dyskinesia Awareness Week in the state of Michigan.Last Action: adopted"
HR 0092 of 2021,House Resolution,A resolution to declare May 2021 as Huntington's Disease Awareness Month in the state of Michigan.Last Action: adopted
SR 0092 of 2021,Senate Resolution,A resolution to urge the United States Congress and the President of the United States to enact legislation that would protect a health care provider’s ability to provide abortion services.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0093 of 2021,Senate Resolution,"A resolution to recognize November 17, 2021, as the Eighth Annual Michigan Auto Heritage Day.Last Action: ADOPTED"
HR 0093 of 2021,House Resolution,"A resolution to declare May 2-8, 2021 as Professional Municipal Clerks Week in the state of Michigan.Last Action: adopted"
HR 0094 of 2021,House Resolution,"A resolution to declare May 5, 2021, as Teacher Appreciation Day in the state of Michigan.Last Action: adopted"
SR 0094 of 2021,Senate Resolution,"A resolution to recognize November 14-20, 2021, as Thyroid Eye Disease (TED) Awareness Week.Last Action: ADOPTED"
SR 0095 of 2021,Senate Resolution,A resolution to designate November 2021 as Poverty and Homelessness Awareness Month.Last Action: ADOPTED
HR 0095 of 2021,House Resolution,"A resolution to declare May 6-12, 2021, as Nurses Week in the state of Michigan.Last Action: adopted"
HR 0096 of 2021,House Resolution,A resolution to declare May 2021 as Celiac Awareness Month in the state of Michigan.Last Action: adopted
SR 0096 of 2021,Senate Resolution,"A resolution to encourage the Michigan State Police to educate local communities on the use of the Integrated Public Alert and Warning System, to encourage local communities to familiarize themselves with the system, and to encourage a coordinated effort to use the system and/or some other form of mass notification in the event of a natural disaster or other emergency.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SR 0097 of 2021,Senate Resolution,A resolution to recognize the 88th anniversary of the Holodomor.Last Action: ADOPTED
HR 0097 of 2021,House Resolution,"A resolution to declare May 7, 2021, as Children's Mental Health Awareness Day in the state of Michigan.Last Action: adopted"
HR 0098 of 2021,House Resolution,A resolution to declare May 2021 as Cystic Fibrosis Awareness Month in the state of Michigan.Last Action: adopted
SR 0098 of 2021,Senate Resolution,A resolution to amend the Standing Rules of the Senate.Last Action: ADOPTED
SR 0099 of 2021,Senate Resolution,A resolution to designate December 2021 as Kalitta Charters Appreciation Month.Last Action: ADOPTED
HR 0099 of 2021,House Resolution,A resolution to declare May 2021 as Bike Month in the state of Michigan.Last Action: adopted
HR 0100 of 2021,House Resolution,"A resolution to declare May 9-15, 2021, as Police Week in the state of Michigan.Last Action: adopted"
SR 0100 of 2021,Senate Resolution,A resolution to reaffirm our support for Michigan businesses by encouraging the state to direct as many procurement dollars as possible to Michigan-based business.Last Action: ADOPTED
HR 0101 of 2021,House Resolution,"A resolution to memorialize the United States Senate to take action to pass the Paycheck Fairness Act or other similar policies.Last Action: referred to Committee on Workforce, Trades, and Talent"
HR 0102 of 2021,House Resolution,A resolution to declare May 2021 as Asian Pacific American Heritage Month in the state of Michigan.Last Action: adopted
HR 0103 of 2021,House Resolution,"A resolution to declare May 9-15, 2021, as Skilled Nursing Care Week in the state of Michigan.Last Action: adopted"
HR 0104 of 2021,House Resolution,"A resolution to declare May 13th, 2021, as Pregnancy Resource Center Awareness Day in the state of Michigan.Last Action: adopted"
HR 0105 of 2021,House Resolution,"A resolution to declare May 12, 2021, as Older Michiganians Day in the state of Michigan.Last Action: adopted"
HR 0106 of 2021,House Resolution,"A resolution to extend best wishes to Muslims in Michigan, the United States, and worldwide, for a joyous and meaningful Eid al-Fitr to conclude the observance of Ramadan, a holy month of prayer, fasting, charity, and reflection.Last Action: postponed for the day"
HR 0107 of 2021,House Resolution,"A resolution to declare May 16-22, 2021, as Emergency Medical Services Week in the state of Michigan.Last Action: adopted"
HR 0108 of 2021,House Resolution,"A resolution to oppose the Green New Deal and encourage our local, state, and national leaders to pursue smart, evidence-based regulatory practices.Last Action: referred to Committee on Energy"
HR 0109 of 2021,House Resolution,A resolution to urge the Congress of the United States to enact policies that halt United States funding of the Israeli military and encourage the end of the longest military occupation in the world.Last Action: referred to Committee on Government Operations
HR 0110 of 2021,House Resolution,"A resolution to declare May 17-21, 2021, as Home Education Week in the state of Michigan.Last Action: adopted"
HR 0111 of 2021,House Resolution,"A resolution to declare May 20, 2021, as Stop the Bleed Day in the state of Michigan.Last Action: adopted"
HR 0112 of 2021,House Resolution,"A resolution to declare May 20, 2021, as Hip Hop Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0113 of 2021,House Resolution,"A resolution to declare May 20, 2021, as Negro Leaguers Baseball Day in the state of Michigan.Last Action: adopted"
HR 0114 of 2021,House Resolution,A resolution to affirm support for ballot Proposal 3 of 2018 that enhanced voting rights after it was approved by a wide majority of Michigan voters.Last Action: referred to Committee on Elections and Ethics
HR 0115 of 2021,House Resolution,A resolution to urge the Secretary of State to guarantee at least one available appointment within two business days and three available appointments within 10 business days if the Department moves to an appointment-only structure.Last Action: referred to Committee on Government Operations
HR 0116 of 2021,House Resolution,A resolution to urge the federal government to provide equitable federal student loan forgiveness.Last Action: referred to Committee on Education
HR 0117 of 2021,House Resolution,A resolution to express support for the nation of Israel.Last Action: referred to Committee on Government Operations
HR 0118 of 2021,House Resolution,A resolution to urge the Biden Administration and U.S. Department of State to act with the utmost urgency to secure the release of American journalist Danny Fenster from Myanmar and return him safely to the United States.Last Action: adopted
HR 0119 of 2021,House Resolution,A resolution to declare October 2021 as Cryptocurrency Education Month in the state of Michigan.Last Action: adopted
HR 0120 of 2021,House Resolution,A resolution to declare June 2021 as Elder Abuse Awareness Month in the state of Michigan.Last Action: adopted
HR 0121 of 2021,House Resolution,A resolution to declare June 2021 as Alzheimer's Awareness Month in the state of Michigan.Last Action: adopted
HR 0122 of 2021,House Resolution,"A resolution to recognize June 2021 as Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Pride Month in the state of Michigan.Last Action: adopted"
HR 0123 of 2021,House Resolution,"A resolution to declare June 7-13, 2021, as Certified Anesthesiologist Assistants Week in the state of Michigan.Last Action: adopted"
HR 0124 of 2021,House Resolution,A resolution to declare June 2021 as Gun Violence Awareness Month in the state of Michigan.Last Action: referred to Committee on Government Operations
HR 0125 of 2021,House Resolution,"A resolution to declare June 9, 2021, as 102nd United States Colored Troops Day in the state of Michigan.Last Action: adopted"
HR 0126 of 2021,House Resolution,"A resolution of tribute offered as a memorial for Margaret O'Connor, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0127 of 2021,House Resolution,"A resolution to declare June 10, 2021, as Alcoholics Anonymous Day in the state of Michigan.Last Action: adopted"
HR 0128 of 2021,House Resolution,A resolution to urge the Congress of the United States to abolish qualified immunity for law enforcement officers.Last Action: referred to Committee on Government Operations
HR 0129 of 2021,House Resolution,A resolution to urge the U.S. Department of Justice to increase the use of consent decrees to hold police departments accountable.Last Action: referred to Committee on Government Operations
HR 0130 of 2021,House Resolution,"A resolution to urge the Congress of the United States to enact policing reforms to mandate anti-bias training, ban carotid holds and chokeholds, require the use of other de-escalation methods before use of deadly force, require body cameras, and address qualified immunity for law enforcement officers, among other initiatives.Last Action: referred to Committee on Government Operations"
HR 0131 of 2021,House Resolution,"A resolution to declare June 19, 2021, as Juneteenth Independence Day in recognition of June 19, 1865, the date on which the end of slavery was finally announced in every slave-holding state in the United States.Last Action: adopted"
HR 0132 of 2021,House Resolution,A resolution to support the use of federal funding to provide heroes pay to essential workers.Last Action: referred to Committee on Appropriations
HR 0133 of 2021,House Resolution,"A resolution to reaffirm that the University of Michigan includes the satellite campuses of Dearborn and Flint, and the Board of Regents has an obligation under the Michigan Constitution to provide students at each campus with equitable resources and opportunities.Last Action: referred to Committee on Education"
HR 0134 of 2021,House Resolution,A resolution to oppose efforts to withdraw Michigan from the federal Pandemic Unemployment Compensation Program.Last Action: referred to Committee on Government Operations
HR 0135 of 2021,House Resolution,"A resolution to declare June 23-28, 2021, as Pollinator Week in the state of Michigan.Last Action: adopted"
HR 0136 of 2021,House Resolution,A resolution to declare July 2021 as Fragile X Awareness Month in the state of Michigan.Last Action: adopted
HR 0137 of 2021,House Resolution,"A resolution to declare July 18, 2021, as Mortgage Broker Day in the state of Michigan.Last Action: adopted"
HR 0138 of 2021,House Resolution,A resolution to declare July 2021 as Cleft and Craniofacial Awareness Month in the state of Michigan.Last Action: adopted
HR 0139 of 2021,House Resolution,A resolution to declare July 2021 as Michigan Beer Month in the state of Michigan.Last Action: adopted
HR 0140 of 2021,House Resolution,A resolution to declare August 2021 as Home Visiting Month in the state of Michigan.Last Action: adopted
HR 0141 of 2021,House Resolution,"A resolution to declare July 19, 2021, as Urban Beekeeping Day in the state of Michigan.Last Action: adopted"
HR 0142 of 2021,House Resolution,A resolution to call for international maritime containers to be treated equally in Michigan compared to other states.Last Action: adopted
HR 0143 of 2021,House Resolution,A resolution to discourage Congress from expanding the size of the Supreme Court of the United States.Last Action: referred to Committee on Judiciary
HR 0144 of 2021,House Resolution,A resolution to urge the Congress of the United States to submit the Keep Nine Amendment to the states for ratification.Last Action: referred to Committee on Judiciary
HR 0145 of 2021,House Resolution,A resolution to declare August 2021 as Water Quality Month in the state of Michigan.Last Action: adopted
HR 0146 of 2021,House Resolution,"A resolution to declare August 8-14, 2021, as Community Health Center Week in the state of Michigan.Last Action: adopted"
HR 0147 of 2021,House Resolution,A resolution to declare September 2021 as PACE Awareness Month in the state of Michigan.Last Action: adopted
HR 0148 of 2021,House Resolution,"A resolution to declare August 26, 2021, as Women’s Equality Day in the state of Michigan.Last Action: adopted"
HR 0149 of 2021,House Resolution,A resolution to declare September 2021 as Macedonian American Heritage Month in the state of Michigan.Last Action: adopted
HR 0150 of 2021,House Resolution,A resolution to declare August 2021 as Minority Donor Awareness Month in the state of Michigan.Last Action: adopted
HR 0151 of 2021,House Resolution,A resolution to declare September 2021 as Deaf Awareness Month in the state of Michigan.Last Action: adopted
HR 0152 of 2021,House Resolution,A resolution to declare September 2021 as Childhood Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0153 of 2021,House Resolution,A resolution to urge the Congress of the United States to extend the expanded federal Child Tax Credit enacted under the American Rescue Plan Act.Last Action: referred to Committee on Tax Policy
HR 0154 of 2021,House Resolution,A resolution to memorialize the Congress of the United States to enact legislation that requires any person or business selling plants online to alert customers if a plant is considered invasive and illegal to possess in a state.Last Action: referred to Committee on Commerce and Tourism
HR 0155 of 2021,House Resolution,A resolution to encourage Michigan's public universities to eliminate painful experiments on dogs.Last Action: referred to Committee on Regulatory Reform
HR 0156 of 2021,House Resolution,"A resolution to declare September 15-October 15, 2021, as Hispanic Heritage Month in the state of Michigan.Last Action: adopted"
HR 0157 of 2021,House Resolution,A resolution to urge the members of Congress to take action to mitigate the depletion of the Social Security and Medicare Trust Funds.Last Action: adopted
HR 0158 of 2021,House Resolution,A resolution to urge the Congress of the United States to clarify its position on the legality of marijuana under the Controlled Substances Act of 1970.Last Action: adopted
HR 0159 of 2021,House Resolution,"A resolution to declare September 11-17, 2021, as Patriot Week in the state of Michigan.Last Action: adopted"
HR 0160 of 2021,House Resolution,A resolution to welcome Afghan refugees to the state of Michigan.Last Action: adopted
HR 0161 of 2021,House Resolution,A resolution to support the U.S. Department of Education's decision to extend the pause on federal student loan payments.Last Action: referred to Committee on Education
HR 0162 of 2021,House Resolution,"A resolution to declare September 22, 2021, as Maltese American Heritage Day in the state of Michigan.Last Action: adopted"
HR 0163 of 2021,House Resolution,"A resolution to declare September 27-October 1, 2021, as Independent Food Retailers Week in the state of Michigan.Last Action: adopted"
HR 0164 of 2021,House Resolution,A resolution to demand the rescission of the Dickinson-Iron District Health Department's mask order or the resignation of Health Officer Daren Deyaert.Last Action: referred to Committee on Government Operations
HR 0165 of 2021,House Resolution,A resolution to urge the Dickinson-Iron District Board of Health to remove Health Officer Daren Deyaert from office.Last Action: referred to Committee on Government Operations
HR 0166 of 2021,House Resolution,A resolution to urge the prosecuting attorneys in Dickinson and Iron counties to refuse to enforce the Dickinson-Iron District Health Department mask order.Last Action: referred to Committee on Government Operations
HR 0167 of 2021,House Resolution,"A resolution to urge General Mark Milley to resign and the President of the United States, United States Congress, Department of Justice, and Department of Defense to investigate and take action against him for usurping civilian authority over the military.Last Action: referred to Committee on Government Operations"
HR 0168 of 2021,House Resolution,"A resolution of tribute offered as a memorial for Douglas A. Bennett, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0169 of 2021,House Resolution,A resolution to urge the Congress of the United States to allow students in short-term training programs to apply for federal Pell grants.Last Action: referred to Committee on Education
HR 0170 of 2021,House Resolution,A resolution to declare October 2021 as Filipino American History Month in the state of Michigan.Last Action: adopted
HR 0171 of 2021,House Resolution,A resolution to declare October 2021 as Breast Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0172 of 2021,House Resolution,A resolution to declare October 2021 as Disability Employment Awareness Month in the state of Michigan.Last Action: adopted
HR 0173 of 2021,House Resolution,A resolution to declare October 2021 as Library Appreciation Month in the state of Michigan.Last Action: adopted
HR 0174 of 2021,House Resolution,A resolution to urge the United States Congress to oppose unnecessary and harmful changes to Internal Revenue Service reporting requirements for Michigan’s financial institutions.Last Action: adopted
HR 0175 of 2021,House Resolution,A resolution calling on Unemployment Insurance Agency Acting Director Liza Estlund Olson to resign.Last Action: roll call Roll Call # 452 Yeas 57 Nays 46 Excused 0 Not Voting 6
HR 0176 of 2021,House Resolution,A resolution to declare October 2021 as Transgender Empowerment Month in the state of Michigan.Last Action: referred to Committee on Judiciary
HR 0177 of 2021,House Resolution,"A resolution to demand that President Biden and the United States Congress provide no support to the Taliban, either direct or indirect, including but not limited to aid.Last Action: adopted"
HR 0178 of 2021,House Resolution,A resolution to declare October 2021 as Uterine Fibroids Awareness Month in the state of Michigan.Last Action: adopted
HR 0179 of 2021,House Resolution,A resolution to declare October 2021 as Domestic Violence Awareness Month in the state of Michigan.Last Action: adopted
HR 0180 of 2021,House Resolution,"A resolution of tribute offered as a memorial for Andrea Schroeder, member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0181 of 2021,House Resolution,A resolution to declare October 2021 as Funeral Director Appreciation Month in the state of Michigan.Last Action: adopted
HR 0182 of 2021,House Resolution,"A resolution to declare October 11, 2021, as Indigenous Peoples’ Day in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0183 of 2021,House Resolution,A resolution to express our appreciation for the American troops who served in Afghanistan.Last Action: adopted
HR 0184 of 2021,House Resolution,"A resolution of tribute offered as a memorial for Ernest W. Nash, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0185 of 2021,House Resolution,"A resolution to declare October 24-30, 2021, as Fire Prevention Week in the state of Michigan.Last Action: adopted"
HR 0186 of 2021,House Resolution,A resolution to call on the state of Michigan to quickly address the lead service lines that have contaminated drinking water sources in the city of Hamtramck.Last Action: adopted
HR 0187 of 2021,House Resolution,"A resolution to declare October 23-31, 2021, as Red Ribbon Week in the state of Michigan.Last Action: adopted"
HR 0188 of 2021,House Resolution,A resolution to declare November 2021 as Stomach Cancer Awareness Month in the state of Michigan.Last Action: adopted
HR 0189 of 2021,House Resolution,"A resolution of tribute offered as a memorial for Daniel S. Paletko, former member of the House of Representatives.Last Action: adopted by unanimous standing vote"
HR 0190 of 2021,House Resolution,A resolution to declare November 2021 as Poverty and Homelessness Awareness Month in the state of Michigan.Last Action: adopted
HR 0191 of 2021,House Resolution,"A resolution to declare November 10, 2021, as Adoption Awareness Day in the state of Michigan.Last Action: adopted"
HR 0192 of 2021,House Resolution,"A resolution to declare November 14-20, 2021, as Thyroid Eye Disease Awareness Week in the state of Michigan.Last Action: adopted"
HR 0193 of 2021,House Resolution,"A resolution to declare November 17, 2021, as Auto Heritage Day in the state of Michigan.Last Action: adopted"
HR 0194 of 2021,House Resolution,"A resolution to declare November 15-21, 2021, as Recycling Week in the state of Michigan.Last Action: adopted"
HR 0195 of 2021,House Resolution,A resolution to honor Michigan’s veterans.Last Action: adopted
HR 0196 of 2021,House Resolution,"A resolution to declare December 3, 2021, as Children of Abraham Day in the state of Michigan.Last Action: adopted"
HR 0197 of 2021,House Resolution,"A resolution to declare November 28, 2021, as Albanian American Heritage Day in the state of Michigan.Last Action: adopted"
HR 0198 of 2021,House Resolution,A resolution to urge Congress to support legislation to strengthen the Workforce Opportunity Tax Credit (WOTC).Last Action: adopted
HR 0199 of 2021,House Resolution,A resolution to commemorate the 80th anniversary of the Civil Air Patrol.Last Action: adopted
HR 0200 of 2021,House Resolution,"A resolution to declare December 1-7, 2021, as Crohn's Disease and Ulcerative Colitis Awareness Week in the state of Michigan.Last Action: adopted"
HR 0201 of 2021,House Resolution,A resolution to declare December 2021 as Reserve Police Officer Month in the state of Michigan.Last Action: adopted
HR 0202 of 2021,House Resolution,A resolution of tribute for the Honorable Mark Huizenga.Last Action: adopted
HR 0203 of 2021,House Resolution,A resolution of tribute for the Honorable Douglas Wozniak.Last Action: adopted
HR 0204 of 2021,House Resolution,A resolution of tribute for the Honorable Abdullah Hammoud.Last Action: adopted
SR 0101 of 2022,Senate Resolution,A resolution to condemn President Biden's authoritarian Head Start Vaccine and Mask Mandate and call upon Governor Gretchen Whitmer and Attorney General Dana Nessel to take action against this egregious federal overreach.Last Action: ADOPTED
SR 0102 of 2022,Senate Resolution,A resolution to recognize the 100th anniversary of the Michigan Nursery and Landscape Association (MNLA).Last Action: ADOPTED
SR 0103 of 2022,Senate Resolution,"A resolution to recognize January 30-February 5, 2022, as Catholic Schools Week.Last Action: ADOPTED"
SR 0104 of 2022,Senate Resolution,"A resolution to recognize February 1, 2022, as World Hijab Day.Last Action: ADOPTED"
SR 0105 of 2022,Senate Resolution,"A resolution to commemorate February 1, 2022, as Blue Star Mother's Day.Last Action: ADOPTED"
SR 0106 of 2022,Senate Resolution,"A resolution to recognize February 2022 as American Heart Month and February 4, 2022, as “Go Red for Women Day”.Last Action: ADOPTED"
SR 0107 of 2022,Senate Resolution,"A resolution to affirm our commitment to the fundamental rights of parents to direct the education of their children, and call on Governor Whitmer to publicly acknowledge these rights.Last Action: ADOPTED"
SR 0108 of 2022,Senate Resolution,A resolution to recognize February 2022 as School-Based Health Care Awareness Month.Last Action: ADOPTED
SR 0109 of 2022,Senate Resolution,A resolution to recognize February 2022 as Self-Care Month.Last Action: ADOPTED
SR 0110 of 2022,Senate Resolution,"A resolution to recognize February 18, 2022, as National Caregivers Day.Last Action: ADOPTED"
SR 0111 of 2022,Senate Resolution,A resolution to condemn the Russian invasion of Ukraine and urge the world community to join together in sanctioning Russia.Last Action: ADOPTED AS SUBSTITUTED (S-1)
SR 0112 of 2022,Senate Resolution,A resolution to recognize March 2022 as Colorectal Cancer Awareness Month.Last Action: ADOPTED
SR 0113 of 2022,Senate Resolution,A resolution to urge President Joe Biden and the Congress of the United States to facilitate the resettlement of Ukrainian refugees and to urge Governor Gretchen Whitmer to assist in resettling refugees in Michigan.Last Action: ADOPTED
SR 0114 of 2022,Senate Resolution,"A resolution to urge the adoption of policies that will help lead to energy independence and lower energy costs in the United States, including ending the state's efforts to shut down Line 5.Last Action: ADOPTED AS SUBSTITUTED (S-2)"
SR 0115 of 2022,Senate Resolution,A resolution to encourage the United States and Taiwan to further strengthen bilateral trade between our countries and continue our strong economic and trade partnership.Last Action: ADOPTED
SR 0116 of 2022,Senate Resolution,"A resolution to commemorate March 10-17, 2022, as Greta Van Fleet Week.Last Action: ADOPTED"
SR 0117 of 2022,Senate Resolution,A resolution to commemorate March 2022 as Triple-Negative Breast Cancer Awareness Month.Last Action: ADOPTED
SR 0118 of 2022,Senate Resolution,"A resolution to recognize March 17, 2022, as Saint Patrick's Day.Last Action: ADOPTED"
SR 0119 of 2022,Senate Resolution,A resolution to call for an immediate end to public transportation mask mandates.Last Action: ADOPTED
SR 0120 of 2022,Senate Resolution,A resolution to recognize April 2022 as Donate Life Month.Last Action: ADOPTED
SR 0121 of 2022,Senate Resolution,"A resolution to recognize March 30, 2022, as Space Day.Last Action: ADOPTED"
SR 0122 of 2022,Senate Resolution,"A resolution to recognize March 29, 2022, as Tuskegee Airmen Day.Last Action: ADOPTED"
SR 0123 of 2022,Senate Resolution,"A resolution to commemorate April 11-17, 2022, as Black Maternal Health Week.Last Action: ADOPTED"
SR 0124 of 2022,Senate Resolution,A resolution to recognize April 2022 as Arab-American Heritage Month.Last Action: ADOPTED
SR 0125 of 2022,Senate Resolution,"A resolution to observe May 1-7, 2022, as Tardive Dyskinesia Awareness Week.Last Action: ADOPTED"
SR 0126 of 2022,Senate Resolution,"A resolution to recognize May 13, 2022, as Falun Dafa Day.Last Action: ADOPTED"
SR 0127 of 2022,Senate Resolution,"A resolution to censure Senator John Bizon of the Nineteenth Senate District, State of Michigan.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0128 of 2022,Senate Resolution,A resolution to oppose mandates related to COVID-19 at all public and private colleges and universities in Michigan.Last Action: ADOPTED AS SUBSTITUTED (S-1)
SR 0129 of 2022,Senate Resolution,A resolution to memorialize the Congress of the United States to enact legislation to fully fund the Individuals with Disabilities Education Act.Last Action: ADOPTED
SR 0130 of 2022,Senate Resolution,A resolution to urge the federal government to extend Title 42 to avoid a crisis at the border.Last Action: ADOPTED
SR 0131 of 2022,Senate Resolution,"A resolution to recognize April 30, 2022, as Invention Convention Michigan Day.Last Action: ADOPTED"
SR 0132 of 2022,Senate Resolution,"A resolution to recognize April 28, 2022, as Holocaust Remembrance Day.Last Action: ADOPTED"
SR 0133 of 2022,Senate Resolution,"A resolution to recognize April 28, 2022, as Suits And Sneakers® Day.Last Action: ADOPTED"
SR 0134 of 2022,Senate Resolution,A resolution to designate May 2022 as Motorcycle Safety Awareness Month.Last Action: ADOPTED
SR 0135 of 2022,Senate Resolution,"A resolution to recognize April 28, 2022, as Survivors Speak Michigan Day, a part of National Crime Victims Rights' Week.Last Action: ADOPTED"
SR 0136 of 2022,Senate Resolution,A resolution to recognize May 2022 as Public Service Recognition Month.Last Action: ADOPTED
SR 0137 of 2022,Senate Resolution,A resolution to recognize May 2022 as Michigan Fitness Month.Last Action: ADOPTED
SR 0138 of 2022,Senate Resolution,"A resolution to recognize May 11, 2022, as Michigan Rail Day.Last Action: ADOPTED"
SR 0139 of 2022,Senate Resolution,"A resolution to urge Congress to pass legislation that would allow farmers, along with coalitions and trade associations representing farmers, to petition the U.S. International Trade Commission to temporarily waive tariffs on imports of fertilizer and fertilizer ingredients imported from Morocco.Last Action: ADOPTED"
SR 0140 of 2022,Senate Resolution,"A resolution to recognize May 16-20, 2022, as Michigan Home Education Week.Last Action: ADOPTED"
SR 0141 of 2022,Senate Resolution,"A resolution to commemorate May 15-21, 2022, as Police Week.Last Action: ADOPTED"
SR 0142 of 2022,Senate Resolution,"A resolution to designate May 15-21, 2022, as Emergency Medical Services (EMS) Recognition Week.Last Action: ADOPTED"
SR 0143 of 2022,Senate Resolution,"A resolution to recognize May 19, 2022, as National Black McDonald’s Operators Association (NBMOA) Day.Last Action: ADOPTED"
SR 0144 of 2022,Senate Resolution,"A resolution to condemn the racially-motivated violence that took place in Buffalo, New York and all racially-motivated violence.Last Action: ADOPTED"
SR 0145 of 2022,Senate Resolution,"A resolution to urge the Michigan Attorney General and the Michigan Department of Civil Rights to aggressively pursue and investigate discrimination complaints, including instances that may rise to the level of a hate crime.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY"
SR 0146 of 2022,Senate Resolution,A resolution to affirm our belief that students' education should include a full and complete telling of history.Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS
SR 0147 of 2022,Senate Resolution,A resolution to designate May 2022 as Brain Tumor Awareness Month.Last Action: ADOPTED
SR 0148 of 2022,Senate Resolution,"A resolution to recognize May 25, 2022, as Alpha Phi Alpha Fraternity Day.Last Action: ADOPTED"
SR 0149 of 2022,Senate Resolution,"A resolution to recognize June 2022 as Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Pride Month.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0150 of 2022,Senate Resolution,A resolution to oppose the designation of additional national wilderness areas in Michigan’s Upper Peninsula.Last Action: ADOPTED
SR 0151 of 2022,Senate Resolution,A resolution to urge the United States Department of Interior to approve the petition of the Grand River Bands of Ottawa Indians for federal acknowledgement.Last Action: ADOPTED
SR 0152 of 2022,Senate Resolution,"A resolution to recognize June 14, 2022, as Flag Day and the commemoration of the 68th anniversary of the addition of the words ""under God"" to the Pledge of Allegiance.Last Action: ADOPTED"
SR 0153 of 2022,Senate Resolution,A resolution to designate June 2022 as Internet Safety Month.Last Action: ADOPTED
SR 0154 of 2022,Senate Resolution,A resolution to urge the Congress of the United States to permanently extend the Tax Cuts and Jobs Act of 2017 with commensurate spending cuts to avoid increasing the federal tax burden.Last Action: ADOPTED
SR 0155 of 2022,Senate Resolution,"A resolution to commemorate June 19, 2022, as Juneteenth.Last Action: ADOPTED"
SR 0156 of 2022,Senate Resolution,"A resolution to commemorate June 23, 2022, as the 40th anniversary of Vincent Chin's death.Last Action: ADOPTED"
SR 0157 of 2022,Senate Resolution,A resolution to condemn the United States Supreme Court's decision in Egbert v. Boule and to urge the federal government to protect the people from rights abuses by Border Patrol agents by amending the Immigration and Nationality Act of 1952 and creating a statutory damages remedy against Border Patrol agents for violations of the United States Constitution.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY
SR 0158 of 2022,Senate Resolution,A resolution to commemorate July 2022 as Michigan Beer Month.Last Action: ADOPTED AS AMENDED
SR 0159 of 2022,Senate Resolution,"A resolution to commemorate June 27, 2022, as Post-Traumatic Stress Injury (PTSI) Awareness Day.Last Action: ADOPTED"
SR 0160 of 2022,Senate Resolution,"A resolution to recognize June 23, 2022, as ""Rosen Rye Day"".Last Action: ADOPTED"
SR 0161 of 2022,Senate Resolution,A resolution to designate July 2022 as Michigan Wildlife Conservation Month.Last Action: ADOPTED
SR 0162 of 2022,Senate Resolution,A resolution to strongly urge the United States Air Force to replace the fleet of A-10 Thunderbolt Attack Fighters at Selfridge Air National Guard Base with an advanced generation fighter mission.Last Action: ADOPTED
SR 0163 of 2022,Senate Resolution,A resolution to designate October 2022 as Michigan Library Appreciation Month.Last Action: ADOPTED
SR 0164 of 2022,Senate Resolution,"A resolution to designate September 17-23, 2022, as Constitution Week.Last Action: ADOPTED"
SR 0165 of 2022,Senate Resolution,A resolution to condemn the federal government’s expansion of the Internal Revenue Service through the Inflation Reduction Act of 2022.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
SR 0166 of 2022,Senate Resolution,A resolution to condemn the Michigan Department of Education’s teacher training videos on student gender orientation and reaffirm the fundamental right of parents to direct the education of their children.Last Action: ADOPTED
SR 0167 of 2022,Senate Resolution,"A resolution to designate October 21, 2022, as Disability Awareness and Education Day.Last Action: ADOPTED"
SR 0168 of 2022,Senate Resolution,A resolution to recognize October 2022 as Disability Employment Awareness Month.Last Action: ADOPTED
SR 0169 of 2022,Senate Resolution,"A resolution to recognize September 1, 2022, as TBR1 Syndrome Awareness Day.Last Action: ADOPTED"
